tract_id,borough,tract_lat,tract_lon,zone_type,tract_lot_count,amenity_count_total,amenity_count_food_drink,amenity_count_retail,amenity_count_services,amenity_count_office,amenity_count_hotel,amenity_count_entertainment,amenity_count_education,amenity_count_healthcare,amenity_ratio_food_drink,amenity_ratio_retail,amenity_ratio_services,amenity_ratio_office,amenity_ratio_hotel,amenity_ratio_entertainment,amenity_ratio_education,amenity_ratio_healthcare,amenity_density,avg_floors,avg_yearbuilt,lot_area_mean,total_bldg_area,building_count,landuse_entropy,landuse_hhi,dist_subway_mean,dist_bus_mean,transit_stop_count,intersection_density,hotel_count,tourism_poi_count,tourism_density,tourism_ratio,pedestrian_rank_mean,pedestrian_rank_max,pct_high_traffic_segments,shop_count,shop_density_km2,shop_type_entropy,brand_ratio
1013300,MN,40.7646103,-73.9883884,Mixed-Use,236,73,50,5,7,2,1,3,3,2,0.6849,0.0685,0.0959,0.0274,0.0137,0.0411,0.0411,0.0274,92.95,5.3,1924,5431.0,5587773.0,266,2.4287,0.2197,582.9,558.8,129,464.7,1,1,1.27,0.0137,3,2,17.4,13,16.55,2.8731,0.0769
1013400,MN,40.7718208,-73.9561137,Residential,276,97,45,19,22,1,0,4,2,4,0.4639,0.1959,0.2268,0.0103,0.0,0.0412,0.0206,0.0412,123.5,6.9,1922,4839.0,8914844.0,285,2.2187,0.2607,508.5,542.6,91,454.5,0,2,2.55,0.0206,3,2,44.0,50,63.66,4.6635,0.06
1013501,MN,40.7670142,-73.9942003,Mixed-Use,54,10,3,1,0,0,0,5,1,0,0.3,0.1,0.0,0.0,0.0,0.5,0.1,0.0,12.73,6.5,1950,38282.0,4386626.0,71,2.2977,0.2925,,519.2,39,733.4,0,5,6.37,0.5,3,3,0.0,5,6.37,1.371,0.6
1013502,MN,40.7695571,-73.991392,Mixed-Use,52,20,7,2,2,0,1,4,0,4,0.35,0.1,0.1,0.0,0.05,0.2,0.0,0.2,25.46,10.3,1953,39649.0,8318677.0,61,1.8294,0.326,770.8,532.9,53,813.6,1,4,5.09,0.2,3,2,21.8,13,16.55,2.9312,0.3077
1013601,MN,40.7725057,-73.9456842,Open Space,20,2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.55,12.6,1930,41155.0,1906895.0,19,1.0581,0.6215,749.8,567.1,39,501.7,0,0,0.0,0.0,3,3,0.0,0,0.0,0.0,0.0
1013602,MN,40.7721525,-73.9483707,Residential,54,3,0,0,3,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.82,9.4,1936,7467.0,3152761.0,62,1.5555,0.3889,654.3,552.8,52,474.9,0,0,0.0,0.0,4,3,0.0,4,5.09,2.0,0.0
1013603,MN,40.7730106,-73.9507577,Residential,51,34,15,9,6,0,0,0,1,3,0.4412,0.2647,0.1765,0.0,0.0,0.0,0.0294,0.0882,43.29,7.7,1933,7362.0,2803444.0,56,1.97,0.2767,689.1,517.9,71,439.3,0,1,1.27,0.0294,4,3,0.0,18,22.92,3.5724,0.1667
1013604,MN,40.7740549,-73.9487003,Residential,148,9,5,1,3,0,0,0,0,0,0.5556,0.1111,0.3333,0.0,0.0,0.0,0.0,0.0,11.46,6.1,1919,3471.0,3040622.0,154,1.8372,0.3135,459.6,491.2,51,438.0,0,0,0.0,0.0,4,3,0.0,5,6.37,1.9219,0.0
1013700,MN,40.7651847,-73.9802733,Commercial,132,133,75,20,11,1,11,10,1,4,0.5639,0.1504,0.0827,0.0075,0.0827,0.0752,0.0075,0.0301,169.34,19.9,1938,11654.0,23374135.0,132,1.6454,0.3594,449.9,525.4,168,951.1,11,14,17.83,0.1053,1,1,100.0,37,47.11,4.4996,0.2703
1013800,MN,40.7752001,-73.9536929,Residential,302,67,33,10,18,0,0,2,3,1,0.4925,0.1493,0.2687,0.0,0.0,0.0299,0.0448,0.0149,85.31,6.3,1926,4261.0,8449811.0,319,2.1166,0.2708,491.2,485.4,80,516.9,0,0,0.0,0.0,3,2,33.3,30,38.2,4.0696,0.0667
1013900,MN,40.7672903,-73.986589,Residential,176,91,43,11,20,1,1,6,2,7,0.4725,0.1209,0.2198,0.011,0.011,0.0659,0.022,0.0769,115.86,7.2,1926,7326.0,9440207.0,212,2.3208,0.2377,551.6,523.2,127,1013.5,1,4,5.09,0.044,3,2,42.1,33,42.02,3.9085,0.1515
1014000,MN,40.7758359,-73.9581294,Residential,276,75,38,11,17,1,0,0,1,7,0.5067,0.1467,0.2267,0.0133,0.0,0.0,0.0133,0.0933,95.49,6.9,1919,4330.0,8236678.0,296,2.0776,0.3039,445.8,514.4,83,532.2,0,1,1.27,0.0133,3,2,36.1,33,42.02,4.1014,0.2424
1014200,MN,40.7771079,-73.9616269,Residential,276,30,15,7,2,0,2,0,4,0,0.5,0.2333,0.0667,0.0,0.0667,0.0,0.1333,0.0,38.2,7.3,1910,4257.0,8108371.0,277,2.2634,0.2524,507.6,505.8,65,723.2,2,9,11.46,0.3,3,2,33.3,10,12.73,1.761,0.3
1014401,MN,40.7752037,-73.9478917,Residential,108,10,3,3,2,0,0,1,0,1,0.3,0.3,0.2,0.0,0.0,0.1,0.0,0.1,12.73,6.7,1920,4767.0,3593219.0,117,1.9357,0.3217,580.6,471.8,52,474.9,0,0,0.0,0.0,3,3,0.0,5,6.37,2.3219,0.4
1014402,MN,40.7767854,-73.9462822,Residential,202,21,6,10,2,0,0,0,2,1,0.2857,0.4762,0.0952,0.0,0.0,0.0,0.0952,0.0476,26.74,5.5,1914,3780.0,4517185.0,209,2.1783,0.2458,533.5,480.5,46,482.6,0,0,0.0,0.0,3,3,0.0,16,20.37,3.4528,0.0625
1014500,MN,40.7701103,-73.9843455,Institutional,32,68,14,28,7,0,2,3,7,7,0.2059,0.4118,0.1029,0.0,0.0294,0.0441,0.1029,0.1029,86.58,24.9,1963,36530.0,11300099.0,36,1.7255,0.3478,443.6,484.6,112,1409.5,2,18,22.92,0.2647,2,1,50.8,42,53.48,4.1826,0.5238
1014601,MN,40.7770863,-73.9522389,Mixed-Use,118,97,46,9,27,3,0,3,0,9,0.4742,0.0928,0.2784,0.0309,0.0,0.0309,0.0,0.0928,123.5,6.3,1927,4363.0,2901890.0,130,2.2095,0.2926,491.2,491.5,82,508.0,0,0,0.0,0.0,3,2,30.8,46,58.57,4.3089,0.1087
1014602,MN,40.7789225,-73.950697,Residential,150,39,24,5,6,0,0,1,2,1,0.6154,0.1282,0.1538,0.0,0.0,0.0256,0.0513,0.0256,49.66,7.3,1929,5076.0,5517935.0,168,2.0134,0.2832,478.8,531.9,86,537.3,0,0,0.0,0.0,3,2,26.7,17,21.65,3.5725,0.1176
1014700,MN,40.7715928,-73.9888294,Institutional,15,34,12,2,1,2,0,6,8,3,0.3529,0.0588,0.0294,0.0588,0.0,0.1765,0.2353,0.0882,43.29,15.2,1981,30816.0,3308870.0,15,1.0413,0.5126,670.0,518.7,81,1007.1,0,1,1.27,0.0294,3,2,33.3,6,7.64,2.2516,0.3333
1014801,MN,40.7787657,-73.9562173,Mixed-Use,53,93,33,26,13,0,0,4,2,15,0.3548,0.2796,0.1398,0.0,0.0,0.043,0.0215,0.1613,118.41,8.7,1932,6358.0,2985807.0,53,1.9526,0.312,401.4,503.8,75,557.7,0,0,0.0,0.0,3,2,40.6,39,49.66,4.163,0.5641
1014802,MN,40.7812304,-73.9540577,Mixed-Use,157,70,35,12,18,0,1,1,0,3,0.5,0.1714,0.2571,0.0,0.0143,0.0143,0.0,0.0429,89.13,7.4,1924,5293.0,6275852.0,161,1.9378,0.3315,431.3,560.0,84,570.4,1,1,1.27,0.0143,3,2,36.0,42,53.48,4.1345,0.1905
1014900,MN,40.7722021,-73.9813532,Mixed-Use,52,44,17,0,2,6,2,12,4,1,0.3864,0.0,0.0455,0.1364,0.0455,0.2727,0.0909,0.0227,56.02,12.8,1941,24507.0,7357011.0,52,2.1986,0.2529,496.9,501.0,120,1413.3,2,16,20.37,0.3636,3,1,50.0,3,3.82,0.9183,0.0
1015001,MN,40.7802075,-73.9595492,Residential,37,28,5,11,1,0,0,5,4,2,0.1786,0.3929,0.0357,0.0,0.0,0.1786,0.1429,0.0714,35.65,11.1,1931,9054.0,2923648.0,37,1.6695,0.3672,580.0,543.4,70,588.2,0,6,7.64,0.2143,3,2,56.8,15,19.1,1.9899,0.2667
1015002,MN,40.7826333,-73.957492,Residential,91,14,6,3,0,0,0,2,1,2,0.4286,0.2143,0.0,0.0,0.0,0.1429,0.0714,0.1429,17.83,10.0,1924,9061.0,7057164.0,94,1.6387,0.4197,551.3,550.0,63,500.4,0,3,3.82,0.2143,3,2,29.4,4,5.09,2.0,0.5
1015101,MN,40.7740156,-73.9872964,Residential,16,24,1,3,0,1,0,8,10,1,0.0417,0.125,0.0,0.0417,0.0,0.3333,0.4167,0.0417,30.56,9.9,1934,53794.0,2839938.0,27,1.7624,0.39,619.6,527.2,85,1187.9,0,2,2.55,0.0833,3,2,23.6,5,6.37,1.9219,0.0
1015102,MN,40.7744238,-73.9904577,Mixed-Use,40,13,5,4,1,0,0,1,2,0,0.3846,0.3077,0.0769,0.0,0.0,0.0769,0.1538,0.0,16.55,29.2,2002,55032.0,7846602.0,21,2.3911,0.2199,699.5,602.8,53,760.1,0,1,1.27,0.0769,3,2,19.4,6,7.64,2.585,0.1667
1015200,MN,40.7794654,-73.9457438,Mixed-Use,64,24,12,6,1,0,1,2,0,2,0.5,0.25,0.0417,0.0,0.0417,0.0833,0.0,0.0833,30.56,8.9,1944,24784.0,4610942.0,73,2.5578,0.1987,523.7,504.8,55,620.1,1,1,1.27,0.0417,3,3,0.0,8,10.19,2.4056,0.0
1015301,MN,40.7746901,-73.9791472,Residential,138,26,10,8,0,1,0,1,3,3,0.3846,0.3077,0.0,0.0385,0.0,0.0385,0.1154,0.1154,33.1,6.2,1904,4552.0,4170521.0,148,2.3222,0.2281,475.1,487.9,92,1000.8,0,7,8.91,0.2692,2,2,64.0,11,14.01,2.5503,0.2727
1015302,MN,40.7756799,-73.9814781,Mixed-Use,68,49,18,15,4,0,1,7,1,3,0.3673,0.3061,0.0816,0.0,0.0204,0.1429,0.0204,0.0612,62.39,9.3,1912,7790.0,4933188.0,72,1.8676,0.3644,452.0,449.9,92,1016.0,1,3,3.82,0.0612,3,2,41.9,22,28.01,3.2656,0.5909
1015401,MN,40.7801571,-73.949514,Residential,113,39,17,9,11,1,0,1,0,0,0.4359,0.2308,0.2821,0.0256,0.0,0.0256,0.0,0.0,49.66,6.1,1924,5148.0,2536167.0,120,1.9829,0.2889,489.9,505.7,81,649.4,0,0,0.0,0.0,3,2,30.8,25,31.83,3.7337,0.08
1015402,MN,40.7815357,-73.9477155,Residential,100,22,8,5,5,0,0,0,3,1,0.3636,0.2273,0.2273,0.0,0.0,0.0,0.1364,0.0455,28.01,6.8,1931,3927.0,2555350.0,102,2.1399,0.2714,545.6,488.6,76,785.6,0,0,0.0,0.0,3,2,7.7,12,15.28,3.085,0.0833
1015403,MN,40.7826506,-73.9498269,Mixed-Use,9,32,15,8,1,1,0,4,1,2,0.4688,0.25,0.0312,0.0312,0.0,0.125,0.0312,0.0625,40.74,23.6,1985,40484.0,3736435.0,24,1.214,0.4608,472.4,524.3,87,724.5,0,0,0.0,0.0,3,2,28.6,15,19.1,3.2402,0.1333
1015501,MN,40.7766633,-73.9844224,Mixed-Use,16,36,11,9,10,0,0,0,1,5,0.3056,0.25,0.2778,0.0,0.0,0.0,0.0278,0.1389,45.84,21.8,1975,47511.0,4259819.0,16,0.6714,0.7306,443.9,473.4,80,870.9,0,0,0.0,0.0,3,2,20.6,21,26.74,3.4399,0.2381
1015502,MN,40.7783572,-73.9882971,Open Space,16,5,2,2,0,1,0,0,0,0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,6.37,31.1,1980,124816.0,4197119.0,10,1.9175,0.3073,655.1,542.2,50,552.6,0,1,1.27,0.2,3,2,17.2,2,2.55,1.0,0.0
1015601,MN,40.7833859,-73.9475216,Mixed-Use,73,25,11,5,5,0,0,0,3,1,0.44,0.2,0.2,0.0,0.0,0.0,0.12,0.04,31.83,8.2,1935,6928.0,3507317.0,83,2.4826,0.2257,493.3,486.2,74,767.8,0,1,1.27,0.04,3,2,13.0,13,16.55,3.3927,0.0769
1015602,MN,40.7850102,-73.9472148,Residential,20,15,5,3,3,0,0,1,0,3,0.3333,0.2,0.2,0.0,0.0,0.0667,0.0,0.2,19.1,8.2,1943,61407.0,2787236.0,35,1.3706,0.4482,322.3,514.6,75,827.6,0,0,0.0,0.0,3,2,4.3,5,6.37,1.9219,0.2
1015700,MN,40.7774303,-73.9789089,Residential,323,112,56,25,19,0,1,4,2,5,0.5,0.2232,0.1696,0.0,0.0089,0.0357,0.0179,0.0446,142.6,5.9,1898,3981.0,8502136.0,345,2.1319,0.2666,505.6,519.5,99,728.3,1,5,6.37,0.0446,3,2,45.5,55,70.03,4.4575,0.2364
1015801,MN,40.784209,-73.9521872,Residential,221,40,11,11,10,1,0,2,3,2,0.275,0.275,0.25,0.025,0.0,0.05,0.075,0.05,50.93,4.9,1905,3766.0,4521003.0,222,2.2836,0.2333,522.0,516.5,85,629.0,0,0,0.0,0.0,3,2,14.3,24,30.56,3.8035,0.0
1015802,MN,40.7867295,-73.9506632,Mixed-Use,58,40,15,13,4,0,0,1,4,3,0.375,0.325,0.1,0.0,0.0,0.025,0.1,0.075,50.93,6.8,1929,5798.0,2334290.0,57,2.2891,0.2266,311.3,491.1,73,716.8,0,1,1.27,0.025,3,2,3.8,21,26.74,3.059,0.0476
1015900,MN,40.7793715,-73.9843442,Mixed-Use,222,46,11,9,17,0,0,0,3,6,0.2391,0.1957,0.3696,0.0,0.0,0.0,0.0652,0.1304,58.57,6.8,1905,109517.0,7892854.0,219,0.4365,0.8934,578.3,495.0,78,669.7,0,2,2.55,0.0435,3,2,36.2,31,39.47,4.2328,0.129
1016001,MN,40.7855046,-73.9556455,Residential,180,28,4,8,7,0,0,2,6,1,0.1429,0.2857,0.25,0.0,0.0,0.0714,0.2143,0.0357,35.65,6.1,1905,4596.0,4976768.0,196,2.1867,0.2537,605.6,536.0,67,518.2,0,2,2.55,0.0714,3,2,48.6,15,19.1,3.1396,0.0667
1016002,MN,40.7878793,-73.9535725,Residential,46,30,13,5,5,0,0,0,2,5,0.4333,0.1667,0.1667,0.0,0.0,0.0,0.0667,0.1667,38.2,7.8,1923,7195.0,2148010.0,47,1.9255,0.2897,514.6,495.5,62,635.3,0,2,2.55,0.0667,3,2,4.2,11,14.01,2.8454,0.0
1016100,MN,40.7798336,-73.9774276,Residential,326,70,38,17,11,0,0,2,2,0,0.5429,0.2429,0.1571,0.0,0.0,0.0286,0.0286,0.0,89.13,4.8,1895,3505.0,5001088.0,330,2.2279,0.2518,510.4,527.7,91,629.0,0,5,6.37,0.0714,3,2,40.5,41,52.2,4.3178,0.1707
1016200,MN,40.7872986,-73.9390088,Mixed-Use,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,1955,95442.0,5175532.0,36,2.2196,0.2729,735.6,530.5,40,468.6,0,0,0.0,0.0,3,3,0.0,0,0.0,0.0,0.0
1016300,MN,40.7824509,-73.9826623,Open Space,212,57,15,13,9,1,6,7,1,5,0.2632,0.2281,0.1579,0.0175,0.1053,0.1228,0.0175,0.0877,72.57,6.7,1907,14065.0,6785811.0,214,1.8265,0.4549,342.6,470.7,55,537.3,6,17,21.65,0.2982,3,2,6.2,24,30.56,3.4346,0.2083
1016400,MN,40.7878051,-73.9434542,Mixed-Use,60,32,5,11,5,1,1,1,5,3,0.1562,0.3438,0.1562,0.0312,0.0312,0.0312,0.1562,0.0938,40.74,5.2,1942,15946.0,3113779.0,65,2.1444,0.3035,629.9,493.6,74,714.3,1,2,2.55,0.0625,3,3,0.0,19,24.19,2.7926,0.1579
1016500,MN,40.7831891,-73.9759909,Institutional,218,73,35,19,8,1,0,6,2,2,0.4795,0.2603,0.1096,0.0137,0.0,0.0822,0.0274,0.0274,92.95,5.7,1898,7140.0,6418112.0,232,1.9363,0.3246,556.5,504.2,97,532.2,0,6,7.64,0.0822,3,2,34.5,36,45.84,4.0934,0.1944
1016600,MN,40.7895968,-73.9480477,Residential,253,81,40,28,12,1,0,0,0,0,0.4938,0.3457,0.1481,0.0123,0.0,0.0,0.0,0.0,103.13,4.7,1919,4456.0,3220287.0,248,2.7742,0.1792,517.0,511.9,87,700.3,0,0,0.0,0.0,3,3,0.0,50,63.66,3.7337,0.08
1016700,MN,40.7847601,-73.9798804,Open Space,173,100,40,23,24,0,3,2,2,6,0.4,0.23,0.24,0.0,0.03,0.02,0.02,0.06,127.32,6.5,1907,23868.0,5938822.0,186,1.1314,0.656,505.8,488.2,75,581.9,3,20,25.46,0.2,3,2,7.5,57,72.57,4.6676,0.0877
1016800,MN,40.7918672,-73.9513743,Residential,46,18,10,0,0,0,0,2,1,5,0.5556,0.0,0.0,0.0,0.0,0.1111,0.0556,0.2778,22.92,9.9,1943,31272.0,7034986.0,58,1.7299,0.3823,628.7,533.3,71,688.8,0,8,10.19,0.4444,3,3,0.0,6,7.64,1.2516,0.3333
1016900,MN,40.7850882,-73.9729826,Residential,329,66,33,8,12,1,0,1,8,3,0.5,0.1212,0.1818,0.0152,0.0,0.0152,0.1212,0.0455,84.03,5.3,1900,3974.0,6103912.0,347,2.3623,0.2166,449.6,490.0,83,567.9,0,4,5.09,0.0606,3,2,29.7,25,31.83,3.7835,0.0
1017000,MN,40.7902751,-73.9421939,Residential,152,42,11,17,7,0,0,0,2,5,0.2619,0.4048,0.1667,0.0,0.0,0.0,0.0476,0.119,53.48,4.8,1928,9004.0,3960658.0,164,2.2967,0.2827,502.2,465.9,61,648.1,0,0,0.0,0.0,3,3,0.0,28,35.65,3.3963,0.0357
1017100,MN,40.7875792,-73.9788305,Residential,198,73,31,18,16,1,0,2,0,5,0.4247,0.2466,0.2192,0.0137,0.0,0.0274,0.0,0.0685,92.95,6.6,1904,5117.0,7123332.0,210,2.2518,0.2423,462.1,471.1,59,473.6,0,11,14.01,0.1507,3,2,21.2,39,49.66,4.1091,0.1026
1017200,MN,40.7935778,-73.944663,Mixed-Use,264,59,28,13,11,1,0,1,2,3,0.4746,0.2203,0.1864,0.0169,0.0,0.0169,0.0339,0.0508,75.12,4.4,1922,4395.0,3438709.0,261,2.7003,0.1751,414.5,531.6,83,635.3,0,0,0.0,0.0,3,3,0.0,37,47.11,4.0645,0.1351
1017300,MN,40.7876072,-73.9710382,Residential,353,34,11,3,4,0,1,3,7,5,0.3235,0.0882,0.1176,0.0,0.0294,0.0882,0.2059,0.1471,43.29,4.9,1899,3644.0,6446900.0,361,2.3882,0.2189,548.9,522.9,93,478.7,1,2,2.55,0.0588,3,2,41.2,15,19.1,3.7736,0.0667
1017401,MN,40.7954281,-73.948736,Mixed-Use,37,12,4,2,2,0,0,2,1,1,0.3333,0.1667,0.1667,0.0,0.0,0.1667,0.0833,0.0833,15.28,7.6,1941,18055.0,2617861.0,40,2.0693,0.2817,588.1,545.7,81,897.6,0,4,5.09,0.3333,3,3,0.0,6,7.64,2.2516,0.0
1017402,MN,40.7964119,-73.9467503,Mixed-Use,27,9,3,3,1,0,0,0,2,0,0.3333,0.3333,0.1111,0.0,0.0,0.0,0.2222,0.0,11.46,8.8,1976,12224.0,1858713.0,28,1.5317,0.4537,524.9,543.3,85,788.1,0,1,1.27,0.1111,4,3,0.0,7,8.91,2.2359,0.0
1017500,MN,40.7903604,-73.9772741,Residential,192,40,13,5,11,0,1,1,3,6,0.325,0.125,0.275,0.0,0.025,0.025,0.075,0.15,50.93,6.9,1906,5442.0,8377844.0,196,2.0753,0.2804,492.2,539.7,66,455.8,1,4,5.09,0.1,3,2,15.8,22,28.01,3.7544,0.0909
1017700,MN,40.7903466,-73.9694982,Residential,130,39,10,7,7,0,0,2,9,4,0.2564,0.1795,0.1795,0.0,0.0,0.0513,0.2308,0.1026,49.66,6.6,1916,9901.0,6898153.0,183,1.9657,0.2974,509.3,496.6,84,553.9,0,4,5.09,0.1026,3,2,7.8,17,21.65,3.4548,0.1765
1017800,MN,40.7959163,-73.9335345,Mixed-Use,280,39,15,12,8,0,0,2,2,0,0.3846,0.3077,0.2051,0.0,0.0,0.0513,0.0513,0.0,49.66,4.1,1913,7104.0,3613952.0,284,2.865,0.1713,681.6,508.7,41,495.3,0,3,3.82,0.0769,3,3,0.0,23,29.28,3.5512,0.1739
1017900,MN,40.7923588,-73.9748598,Residential,166,78,36,16,17,0,0,1,3,5,0.4615,0.2051,0.2179,0.0,0.0,0.0128,0.0385,0.0641,99.31,6.9,1908,5282.0,6237747.0,165,1.9668,0.3176,328.1,496.6,62,547.5,0,14,17.83,0.1795,3,2,22.2,43,54.75,4.2374,0.0698
1018000,MN,40.7936601,-73.9403728,Residential,198,36,21,7,2,0,0,2,3,1,0.5833,0.1944,0.0556,0.0,0.0,0.0556,0.0833,0.0278,45.84,4.4,1938,8032.0,3423575.0,215,2.036,0.345,503.1,497.1,72,565.3,0,0,0.0,0.0,3,2,8.3,16,20.37,3.0244,0.0625
1018100,MN,40.7921282,-73.9676073,Residential,179,25,8,4,5,0,0,0,2,6,0.32,0.16,0.2,0.0,0.0,0.0,0.08,0.24,31.83,5.8,1907,5369.0,6527870.0,186,1.9161,0.3013,554.4,499.0,82,658.3,0,0,0.0,0.0,3,2,29.3,11,14.01,3.0958,0.0909
1018200,MN,40.7988883,-73.9411669,Residential,167,39,19,6,8,0,0,1,3,2,0.4872,0.1538,0.2051,0.0,0.0,0.0256,0.0769,0.0513,49.66,4.5,1924,7354.0,3439817.0,185,2.1075,0.321,482.4,543.4,88,658.3,0,3,3.82,0.0769,3,2,21.8,16,20.37,3.375,0.0625
1018300,MN,40.7951021,-73.9725541,Mixed-Use,121,92,35,20,18,2,2,8,2,5,0.3804,0.2174,0.1957,0.0217,0.0217,0.087,0.0217,0.0543,117.14,8.0,1920,14280.0,5789515.0,148,2.1319,0.3045,458.7,462.6,68,654.4,2,20,25.46,0.2174,3,2,20.0,43,54.75,4.229,0.1628
1018400,MN,40.8006522,-73.9443373,Residential,157,13,8,2,0,0,0,0,2,1,0.6154,0.1538,0.0,0.0,0.0,0.0,0.1538,0.0769,16.55,4.6,1976,7976.0,3599737.0,168,1.9551,0.3469,600.8,554.5,99,770.3,0,3,3.82,0.2308,3,3,0.0,7,8.91,2.5216,0.0
1018500,MN,40.7948421,-73.9669792,Residential,20,37,8,12,6,0,0,2,5,4,0.2162,0.3243,0.1622,0.0,0.0,0.0541,0.1351,0.1081,47.11,14.6,1971,53194.0,4386839.0,20,1.851,0.3525,475.6,498.9,85,679.9,0,4,5.09,0.1081,3,2,8.9,18,22.92,3.2663,0.6111
1018600,MN,40.7982342,-73.9505303,Residential,25,16,7,3,0,0,0,1,3,2,0.4375,0.1875,0.0,0.0,0.0,0.0625,0.1875,0.125,20.37,5.8,1929,38339.0,1620933.0,37,1.4153,0.5074,583.8,561.5,85,976.6,0,4,5.09,0.25,3,3,0.0,5,6.37,1.9219,0.0
1018700,MN,40.7978392,-73.9707571,Residential,165,67,24,16,17,0,1,3,1,5,0.3582,0.2388,0.2537,0.0,0.0149,0.0448,0.0149,0.0746,85.31,7.0,1911,5437.0,5910143.0,169,2.1265,0.3041,485.1,506.0,77,654.4,1,19,24.19,0.2836,3,2,19.7,43,54.75,4.3571,0.0465
1018800,MN,40.7975387,-73.9374213,Mixed-Use,322,22,10,5,3,0,0,0,0,4,0.4545,0.2273,0.1364,0.0,0.0,0.0,0.0,0.1818,28.01,4.2,1919,3127.0,3033387.0,322,2.5273,0.2299,594.7,509.2,76,570.4,0,1,1.27,0.0455,4,3,0.0,11,14.01,2.8454,0.0909
1018900,MN,40.797627,-73.9628862,Residential,192,35,8,13,6,1,2,0,1,4,0.2286,0.3714,0.1714,0.0286,0.0571,0.0,0.0286,0.1143,44.56,5.2,1917,10630.0,5064001.0,231,1.8202,0.4169,538.5,532.4,94,841.6,2,3,3.82,0.0857,3,3,0.0,23,29.28,3.2947,0.0
1019000,MN,40.8026094,-73.9473681,Mixed-Use,85,26,9,7,5,0,0,0,1,4,0.3462,0.2692,0.1923,0.0,0.0,0.0,0.0385,0.1538,33.1,4.9,1932,8836.0,2452757.0,83,2.0818,0.2662,551.6,537.9,95,767.8,0,0,0.0,0.0,4,3,0.0,10,12.73,2.9219,0.3
1019100,MN,40.8002703,-73.9689997,Mixed-Use,182,81,35,16,12,2,1,8,3,4,0.4321,0.1975,0.1481,0.0247,0.0123,0.0988,0.037,0.0494,103.13,6.4,1913,10712.0,5706252.0,192,1.865,0.3747,423.0,505.9,81,578.1,1,33,42.02,0.4074,3,2,18.7,33,42.02,3.9543,0.0909
1019200,MN,40.7982792,-73.9319407,Residential,52,14,2,6,0,0,0,2,3,1,0.1429,0.4286,0.0,0.0,0.0,0.1429,0.2143,0.0714,17.83,4.2,1926,23314.0,1342168.0,59,2.259,0.303,628.5,543.5,42,620.1,0,0,0.0,0.0,3,2,1.2,6,7.64,1.7925,0.0
1019300,MN,40.8003097,-73.962216,Residential,180,55,23,10,13,2,0,0,3,4,0.4182,0.1818,0.2364,0.0364,0.0,0.0,0.0545,0.0727,70.03,5.6,1919,6879.0,4590662.0,214,2.4356,0.2256,541.1,503.0,106,877.3,0,8,10.19,0.1455,4,3,0.0,31,39.47,4.0181,0.0968
1019400,MN,40.800316,-73.935839,Residential,189,12,3,4,0,0,0,2,1,2,0.25,0.3333,0.0,0.0,0.0,0.1667,0.0833,0.1667,15.28,5.0,1930,6900.0,3542100.0,169,2.4042,0.2623,483.8,464.6,66,776.7,0,0,0.0,0.0,3,2,4.3,6,7.64,1.7925,0.3333
1019500,MN,40.8025837,-73.9670529,Open Space,158,89,43,17,18,1,0,2,4,4,0.4831,0.191,0.2022,0.0112,0.0,0.0225,0.0449,0.0449,113.32,6.5,1916,23958.0,4902815.0,168,1.2585,0.616,506.3,469.3,87,779.2,0,12,15.28,0.1348,3,2,15.7,35,44.56,4.0227,0.1143
1019600,MN,40.8028218,-73.938472,Mixed-Use,185,8,4,3,0,0,0,0,0,1,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.125,10.19,4.5,1935,6364.0,3576564.0,144,2.9202,0.1585,389.9,502.0,78,1005.9,0,2,2.55,0.25,3,2,17.5,3,3.82,0.9183,0.0
1019701,MN,40.8046727,-73.9607253,Open Space,9,5,2,0,0,0,0,0,1,2,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.4,6.37,9.7,1957,225219.0,15055896.0,17,1.231,0.4989,479.1,529.3,109,692.6,0,7,8.91,1.4,3,3,0.0,0,0.0,0.0,0.0
1019702,MN,40.8023954,-73.9578804,Residential,75,30,16,7,5,1,0,0,0,1,0.5333,0.2333,0.1667,0.0333,0.0,0.0,0.0,0.0333,38.2,5.3,1919,3937.0,1172819.0,78,1.6762,0.3529,556.6,488.8,104,827.6,0,8,10.19,0.2667,3,2,3.1,13,16.55,3.1808,0.0
1019800,MN,40.8049446,-73.9412548,Open Space,114,29,9,8,4,1,0,2,1,4,0.3103,0.2759,0.1379,0.0345,0.0,0.069,0.0345,0.1379,36.92,4.4,1938,14958.0,2629314.0,121,2.1995,0.3176,536.1,538.4,95,932.0,0,1,1.27,0.0345,3,1,26.4,15,19.1,3.5069,0.2667
1019900,MN,40.8054793,-73.964895,Residential,148,72,40,14,7,0,0,1,4,6,0.5556,0.1944,0.0972,0.0,0.0,0.0139,0.0556,0.0833,91.67,6.8,1915,6537.0,5804452.0,144,2.0436,0.3297,525.4,510.5,93,777.9,0,12,15.28,0.1667,3,2,13.2,27,34.38,4.1064,0.1481
