cell_id,shop_density_km2,brand_ratio
r0063_c0712,0.0,0.0
r0063_c0726,0.0,0.0
r0063_c0727,0.0,0.0
r0063_c0728,0.0,0.0
r0064_c0602,0.0,0.0
r0064_c0603,0.0,0.0
r0064_c0604,0.0,0.0
r0064_c0605,0.0,0.0
r0064_c0606,0.0,0.0
r0064_c0610,0.0,0.0
r0064_c0611,0.0,0.0
r0064_c0616,0.0,0.0
r0064_c0619,0.0,0.0
r0064_c0625,0.0,0.0
r0064_c0637,0.0,0.0
r0064_c0647,0.0,0.0
r0064_c0648,0.0,0.0
r0064_c0649,0.0,0.0
r0064_c0684,0.0,0.0
r0064_c0711,0.0,0.0
r0064_c0712,0.0,0.0
r0064_c0713,0.0,0.0
r0064_c0724,0.0,0.0
r0064_c0725,0.0,0.0
r0064_c0726,0.0,0.0
r0064_c0727,0.0,0.0
r0065_c0591,0.0,0.0
r0065_c0592,0.0,0.0
r0065_c0593,0.0,0.0
r0065_c0604,0.0,0.0
r0065_c0605,0.0,0.0
r0065_c0610,0.0,0.0
r0065_c0611,0.0,0.0
r0065_c0618,0.0,0.0
r0065_c0619,0.0,0.0
r0065_c0647,0.0,0.0
r0065_c0648,0.0,0.0
r0065_c0709,0.0,0.0
r0065_c0726,0.0,0.0
r0065_c0727,0.0,0.0
r0065_c0748,0.0,0.0
r0066_c0592,0.0,0.0
r0066_c0610,0.0,0.0
r0066_c0614,0.0,0.0
r0066_c0615,0.0,0.0
r0066_c0618,0.0,0.0
r0066_c0646,0.0,0.0
r0066_c0647,0.0,0.0
r0066_c0725,0.0,0.0
r0066_c0726,0.0,0.0
r0066_c0727,0.0,0.0
r0066_c0741,0.0,0.0
r0066_c0742,0.0,0.0
r0066_c0749,0.0,0.0
r0067_c0609,0.0,0.0
r0067_c0610,0.0,0.0
r0067_c0615,0.0,0.0
r0067_c0618,0.0,0.0
r0067_c0646,0.0,0.0
r0067_c0647,0.0,0.0
r0067_c0670,0.0,0.0
r0067_c0671,0.0,0.0
r0067_c0683,0.0,0.0
r0067_c0684,0.0,0.0
r0067_c0725,0.0,0.0
r0067_c0726,0.0,0.0
r0067_c0727,0.0,0.0
r0068_c0572,0.0,0.0
r0068_c0573,0.0,0.0
r0068_c0614,0.0,0.0
r0068_c0617,0.0,0.0
