cell_id,cell_lat,cell_lon,zone_type,cell_building_count
r0460_c0541,48.7415238,2.5603302,residential,67
r0460_c0542,48.7415238,2.5623822,residential,72
r0460_c0543,48.7415238,2.5644341,residential,76
r0460_c0544,48.7415238,2.566486,residential,30
r0460_c0556,48.7415238,2.5911093,residential,9
r0460_c0557,48.7415238,2.5931613,residential,35
r0460_c0558,48.7415238,2.5952132,residential,49
r0460_c0559,48.7415238,2.5972651,residential,33
r0460_c0560,48.7415238,2.5993171,residential,33
r0460_c0561,48.7415238,2.601369,residential,18
r0460_c0562,48.7415238,2.6034209,mixed,6
r0460_c0563,48.7415238,2.6054729,residential,17
r0460_c0564,48.7415238,2.6075248,residential,29
r0460_c0565,48.7415238,2.6095768,residential,7
r0460_c0595,48.7415238,2.6711349,residential,4
r0460_c0617,48.7415238,2.7162776,residential,17
r0460_c0618,48.7415238,2.7183295,residential,7
r0460_c0621,48.7415238,2.7244853,residential,22
r0460_c0622,48.7415238,2.7265373,residential,36
r0460_c0623,48.7415238,2.7285892,residential,41
r0460_c0624,48.7415238,2.7306412,residential,43
r0460_c0625,48.7415238,2.7326931,residential,38
r0460_c0626,48.7415238,2.734745,residential,51
r0460_c0627,48.7415238,2.736797,residential,35
r0460_c0628,48.7415238,2.7388489,residential,35
r0460_c0629,48.7415238,2.7409009,residential,17
r0460_c0630,48.7415238,2.7429528,residential,4
r0460_c0634,48.7415238,2.7511606,residential,7
r0460_c0635,48.7415238,2.7532125,residential,17
r0460_c0636,48.7415238,2.7552644,residential,30
r0460_c0637,48.7415238,2.7573164,residential,42
r0460_c0638,48.7415238,2.7593683,residential,31
r0460_c0639,48.7415238,2.7614202,residential,40
r0460_c0640,48.7415238,2.7634722,residential,41
r0460_c0641,48.7415238,2.7655241,residential,21
r0460_c0642,48.7415238,2.7675761,residential,13
r0460_c0643,48.7415238,2.769628,residential,33
r0460_c0644,48.7415238,2.7716799,residential,31
r0460_c0645,48.7415238,2.7737319,residential,62
r0460_c0646,48.7415238,2.7757838,residential,54
r0460_c0647,48.7415238,2.7778358,residential,58
r0460_c0648,48.7415238,2.7798877,residential,43
r0460_c0649,48.7415238,2.7819396,residential,6
r0460_c0650,48.7415238,2.7839916,residential,3
r0460_c0651,48.7415238,2.7860435,residential,4
r0460_c0654,48.7415238,2.7921993,residential,7
r0460_c0676,48.7415238,2.837342,residential,24
r0460_c0677,48.7415238,2.8393939,residential,30
r0460_c0678,48.7415238,2.8414459,residential,24
r0460_c0679,48.7415238,2.8434978,residential,11
r0460_c0686,48.7415238,2.8578614,residential,3
r0460_c0730,48.7415238,2.9481467,residential,15
r0460_c0731,48.7415238,2.9501986,residential,13
r0460_c0732,48.7415238,2.9522506,residential,5
r0460_c0738,48.7415238,2.9645622,residential,4
r0460_c0761,48.7415238,3.0117568,residential,5
r0460_c0762,48.7415238,3.0138087,residential,11
r0460_c0763,48.7415238,3.0158607,residential,3
r0460_c0765,48.7415238,3.0199646,residential,3
r0460_c0811,48.7415238,3.1143537,residential,7
r0460_c0816,48.7415238,3.1246134,industrial,3
r0460_c0817,48.7415238,3.1266654,residential,10
r0460_c0818,48.7415238,3.1287173,residential,38
r0460_c0848,48.7415238,3.1902755,residential,13
r0460_c0849,48.7415238,3.1923274,residential,5
r0460_c0911,48.7415238,3.3195476,commercial,23
r0461_c0096,48.7428752,1.6472174,residential,8
r0461_c0101,48.7428752,1.6574771,residential,13
r0461_c0102,48.7428752,1.659529,residential,37
r0461_c0103,48.7428752,1.661581,residential,35
r0461_c0104,48.7428752,1.6636329,residential,17
r0461_c0105,48.7428752,1.6656848,residential,25
r0461_c0106,48.7428752,1.6677368,residential,18
r0461_c0108,48.7428752,1.6718407,residential,23
r0461_c0109,48.7428752,1.6738926,residential,11
r0461_c0110,48.7428752,1.6759445,residential,11
r0461_c0111,48.7428752,1.6779965,residential,13
r0461_c0112,48.7428752,1.6800484,residential,10
r0461_c0198,48.7428752,1.8565152,residential,11
r0461_c0201,48.7428752,1.862671,residential,3
r0461_c0226,48.7428752,1.9139695,industrial,5
r0461_c0227,48.7428752,1.9160214,commercial,12
r0461_c0228,48.7428752,1.9180733,commercial,10
r0461_c0229,48.7428752,1.9201253,industrial,12
r0461_c0230,48.7428752,1.9221772,industrial,9
r0461_c0231,48.7428752,1.9242292,industrial,3
r0461_c0232,48.7428752,1.9262811,industrial,4
r0461_c0237,48.7428752,1.9365408,residential,51
r0461_c0238,48.7428752,1.9385927,residential,22
r0461_c0239,48.7428752,1.9406447,residential,29
r0461_c0240,48.7428752,1.9426966,residential,58
r0461_c0241,48.7428752,1.9447485,residential,53
r0461_c0242,48.7428752,1.9468005,residential,68
r0461_c0243,48.7428752,1.9488524,residential,61
r0461_c0244,48.7428752,1.9509044,residential,57
r0461_c0245,48.7428752,1.9529563,residential,43
r0461_c0246,48.7428752,1.9550082,residential,35
r0461_c0247,48.7428752,1.9570602,residential,42
r0461_c0248,48.7428752,1.9591121,residential,38
r0461_c0249,48.7428752,1.9611641,residential,46
r0461_c0250,48.7428752,1.963216,residential,49
r0461_c0251,48.7428752,1.9652679,residential,32
r0461_c0262,48.7428752,1.9878393,residential,3
r0461_c0280,48.7428752,2.0247742,residential,3
r0461_c0281,48.7428752,2.0268261,residential,23
r0461_c0282,48.7428752,2.028878,residential,14
r0461_c0296,48.7428752,2.0576052,residential,15
r0461_c0297,48.7428752,2.0596571,residential,27
r0461_c0298,48.7428752,2.0617091,residential,17
r0461_c0309,48.7428752,2.0842804,residential,20
r0461_c0310,48.7428752,2.0863323,residential,12
r0461_c0311,48.7428752,2.0883843,residential,4
r0461_c0322,48.7428752,2.1109556,residential,4
r0461_c0326,48.7428752,2.1191634,residential,10
r0461_c0327,48.7428752,2.1212153,residential,3
r0461_c0352,48.7428752,2.1725138,industrial,4
r0461_c0353,48.7428752,2.1745657,residential,4
r0461_c0361,48.7428752,2.1909812,commercial,4
r0461_c0377,48.7428752,2.2238122,residential,3
r0461_c0378,48.7428752,2.2258642,residential,95
r0461_c0379,48.7428752,2.2279161,residential,39
r0461_c0380,48.7428752,2.2299681,commercial,5
r0461_c0381,48.7428752,2.23202,residential,8
r0461_c0382,48.7428752,2.2340719,residential,12
r0461_c0390,48.7428752,2.2504874,residential,6
r0461_c0391,48.7428752,2.2525394,residential,28
r0461_c0392,48.7428752,2.2545913,residential,40
r0461_c0393,48.7428752,2.2566433,residential,41
r0461_c0394,48.7428752,2.2586952,residential,37
r0461_c0395,48.7428752,2.2607471,residential,60
r0461_c0396,48.7428752,2.2627991,residential,49
r0461_c0397,48.7428752,2.264851,residential,56
r0461_c0398,48.7428752,2.266903,residential,37
r0461_c0399,48.7428752,2.2689549,residential,29
r0461_c0400,48.7428752,2.2710068,residential,52
r0461_c0401,48.7428752,2.2730588,residential,46
r0461_c0402,48.7428752,2.2751107,residential,45
r0461_c0404,48.7428752,2.2792146,industrial,3
r0461_c0406,48.7428752,2.2833185,residential,7
r0461_c0407,48.7428752,2.2853704,commercial,6
r0461_c0408,48.7428752,2.2874223,residential,34
r0461_c0409,48.7428752,2.2894743,residential,74
r0461_c0410,48.7428752,2.2915262,residential,61
r0461_c0411,48.7428752,2.2935782,residential,75
r0461_c0412,48.7428752,2.2956301,residential,47
r0461_c0413,48.7428752,2.297682,residential,35
r0461_c0414,48.7428752,2.299734,residential,52
r0461_c0415,48.7428752,2.3017859,residential,64
r0461_c0416,48.7428752,2.3038379,residential,73
r0461_c0417,48.7428752,2.3058898,residential,57
r0461_c0418,48.7428752,2.3079417,residential,32
r0461_c0419,48.7428752,2.3099937,residential,60
r0461_c0420,48.7428752,2.3120456,residential,85
r0461_c0421,48.7428752,2.3140976,residential,76
r0461_c0422,48.7428752,2.3161495,residential,28
r0461_c0423,48.7428752,2.3182014,residential,40
r0461_c0424,48.7428752,2.3202534,residential,14
r0461_c0426,48.7428752,2.3243572,residential,57
r0461_c0427,48.7428752,2.3264092,residential,4
r0461_c0429,48.7428752,2.3305131,industrial,6
r0461_c0439,48.7428752,2.3510325,industrial,14
r0461_c0440,48.7428752,2.3530844,industrial,4
r0461_c0442,48.7428752,2.3571883,industrial,3
r0461_c0455,48.7428752,2.3838635,residential,24
r0461_c0456,48.7428752,2.3859154,residential,49
r0461_c0457,48.7428752,2.3879674,residential,98
r0461_c0458,48.7428752,2.3900193,residential,81
r0461_c0459,48.7428752,2.3920712,residential,29
r0461_c0460,48.7428752,2.3941232,residential,21
r0461_c0461,48.7428752,2.3961751,residential,52
r0461_c0462,48.7428752,2.3982271,residential,37
r0461_c0463,48.7428752,2.400279,residential,32
r0461_c0464,48.7428752,2.4023309,residential,18
r0461_c0465,48.7428752,2.4043829,residential,27
r0461_c0466,48.7428752,2.4064348,commercial,9
r0461_c0467,48.7428752,2.4084867,industrial,3
r0461_c0468,48.7428752,2.4105387,industrial,3
r0461_c0471,48.7428752,2.4166945,residential,13
r0461_c0472,48.7428752,2.4187464,residential,72
r0461_c0473,48.7428752,2.4207984,residential,98
r0461_c0474,48.7428752,2.4228503,residential,87
r0461_c0475,48.7428752,2.4249023,residential,33
r0461_c0476,48.7428752,2.4269542,residential,51
r0461_c0477,48.7428752,2.4290061,residential,42
r0461_c0478,48.7428752,2.4310581,residential,16
r0461_c0479,48.7428752,2.43311,residential,9
r0461_c0480,48.7428752,2.435162,commercial,6
r0461_c0483,48.7428752,2.4413178,industrial,6
r0461_c0486,48.7428752,2.4474736,residential,60
r0461_c0487,48.7428752,2.4495255,residential,30
r0461_c0488,48.7428752,2.4515775,residential,39
r0461_c0489,48.7428752,2.4536294,residential,61
r0461_c0490,48.7428752,2.4556813,residential,39
r0461_c0491,48.7428752,2.4577333,residential,9
r0461_c0492,48.7428752,2.4597852,residential,41
r0461_c0493,48.7428752,2.4618372,residential,44
r0461_c0494,48.7428752,2.4638891,residential,65
r0461_c0495,48.7428752,2.465941,residential,25
r0461_c0496,48.7428752,2.467993,residential,27
r0461_c0497,48.7428752,2.4700449,residential,17
r0461_c0498,48.7428752,2.4720969,residential,80
r0461_c0499,48.7428752,2.4741488,residential,52
r0461_c0500,48.7428752,2.4762007,residential,8
r0461_c0501,48.7428752,2.4782527,residential,6
r0461_c0502,48.7428752,2.4803046,residential,10
r0461_c0503,48.7428752,2.4823565,residential,16
r0461_c0504,48.7428752,2.4844085,residential,17
r0461_c0505,48.7428752,2.4864604,residential,16
r0461_c0506,48.7428752,2.4885124,residential,39
r0461_c0507,48.7428752,2.4905643,residential,19
r0461_c0512,48.7428752,2.500824,commercial,8
r0461_c0513,48.7428752,2.5028759,residential,29
r0461_c0514,48.7428752,2.5049279,residential,9
r0461_c0515,48.7428752,2.5069798,commercial,11
r0461_c0538,48.7428752,2.5541744,residential,24
r0461_c0539,48.7428752,2.5562264,residential,40
r0461_c0540,48.7428752,2.5582783,residential,53
r0461_c0541,48.7428752,2.5603302,residential,45
r0461_c0542,48.7428752,2.5623822,residential,39
r0461_c0556,48.7428752,2.5911093,residential,3
r0461_c0557,48.7428752,2.5931613,residential,14
r0461_c0558,48.7428752,2.5952132,residential,21
r0461_c0559,48.7428752,2.5972651,residential,31
r0461_c0560,48.7428752,2.5993171,residential,44
r0461_c0561,48.7428752,2.601369,residential,18
r0461_c0563,48.7428752,2.6054729,residential,19
r0461_c0564,48.7428752,2.6075248,residential,31
r0461_c0565,48.7428752,2.6095768,residential,33
r0461_c0566,48.7428752,2.6116287,residential,4
r0461_c0567,48.7428752,2.6136806,residential,4
r0461_c0568,48.7428752,2.6157326,residential,15
r0461_c0589,48.7428752,2.6588233,residential,3
r0461_c0620,48.7428752,2.7224334,residential,5
r0461_c0621,48.7428752,2.7244853,residential,17
r0461_c0622,48.7428752,2.7265373,residential,20
r0461_c0623,48.7428752,2.7285892,residential,26
r0461_c0624,48.7428752,2.7306412,residential,39
r0461_c0625,48.7428752,2.7326931,residential,28
r0461_c0626,48.7428752,2.734745,residential,23
r0461_c0627,48.7428752,2.736797,residential,29
r0461_c0628,48.7428752,2.7388489,residential,10
r0461_c0629,48.7428752,2.7409009,residential,22
r0461_c0634,48.7428752,2.7511606,residential,10
r0461_c0635,48.7428752,2.7532125,residential,16
r0461_c0636,48.7428752,2.7552644,residential,29
r0461_c0637,48.7428752,2.7573164,residential,7
r0461_c0638,48.7428752,2.7593683,commercial,16
r0461_c0639,48.7428752,2.7614202,residential,23
r0461_c0640,48.7428752,2.7634722,residential,40
r0461_c0641,48.7428752,2.7655241,residential,19
r0461_c0642,48.7428752,2.7675761,residential,4
r0461_c0643,48.7428752,2.769628,residential,33
r0461_c0644,48.7428752,2.7716799,residential,57
r0461_c0645,48.7428752,2.7737319,residential,48
r0461_c0646,48.7428752,2.7757838,residential,56
r0461_c0647,48.7428752,2.7778358,residential,58
r0461_c0648,48.7428752,2.7798877,residential,15
r0461_c0649,48.7428752,2.7819396,residential,6
r0461_c0654,48.7428752,2.7921993,residential,12
r0461_c0677,48.7428752,2.8393939,residential,16
r0461_c0678,48.7428752,2.8414459,residential,44
r0461_c0679,48.7428752,2.8434978,residential,16
r0461_c0680,48.7428752,2.8455497,residential,22
r0461_c0693,48.7428752,2.8722249,industrial,5
r0461_c0696,48.7428752,2.8783808,residential,4
r0461_c0697,48.7428752,2.8804327,residential,3
r0461_c0811,48.7428752,3.1143537,residential,23
r0461_c0812,48.7428752,3.1164057,residential,10
r0461_c0817,48.7428752,3.1266654,residential,8
r0461_c0818,48.7428752,3.1287173,residential,18
r0461_c0819,48.7428752,3.1307693,residential,12
r0461_c0848,48.7428752,3.1902755,residential,4
r0461_c0888,48.7428752,3.272353,residential,19
r0461_c0889,48.7428752,3.274405,residential,16
r0461_c0911,48.7428752,3.3195476,commercial,20
r0461_c0912,48.7428752,3.3215996,residential,7
r0462_c0102,48.7442265,1.659529,residential,19
r0462_c0103,48.7442265,1.661581,residential,3
r0462_c0227,48.7442265,1.9160214,commercial,9
r0462_c0228,48.7442265,1.9180733,residential,31
r0462_c0229,48.7442265,1.9201253,residential,30
r0462_c0230,48.7442265,1.9221772,residential,4
r0462_c0231,48.7442265,1.9242292,industrial,10
r0462_c0232,48.7442265,1.9262811,industrial,7
r0462_c0237,48.7442265,1.9365408,residential,21
r0462_c0238,48.7442265,1.9385927,residential,12
r0462_c0240,48.7442265,1.9426966,residential,29
r0462_c0241,48.7442265,1.9447485,residential,36
r0462_c0242,48.7442265,1.9468005,residential,41
r0462_c0243,48.7442265,1.9488524,residential,26
r0462_c0244,48.7442265,1.9509044,residential,17
r0462_c0245,48.7442265,1.9529563,residential,36
r0462_c0246,48.7442265,1.9550082,residential,37
r0462_c0247,48.7442265,1.9570602,residential,20
r0462_c0248,48.7442265,1.9591121,residential,37
r0462_c0249,48.7442265,1.9611641,residential,34
r0462_c0250,48.7442265,1.963216,residential,42
r0462_c0251,48.7442265,1.9652679,residential,45
r0462_c0252,48.7442265,1.9673199,residential,4
r0462_c0254,48.7442265,1.9714237,residential,16
r0462_c0255,48.7442265,1.9734757,residential,9
r0462_c0263,48.7442265,1.9898912,residential,3
r0462_c0264,48.7442265,1.9919431,residential,3
r0462_c0275,48.7442265,2.0145145,residential,3
r0462_c0281,48.7442265,2.0268261,residential,8
r0462_c0282,48.7442265,2.028878,residential,19
r0462_c0290,48.7442265,2.0452936,residential,3
r0462_c0293,48.7442265,2.0514494,residential,7
r0462_c0297,48.7442265,2.0596571,residential,18
r0462_c0298,48.7442265,2.0617091,residential,29
r0462_c0299,48.7442265,2.063761,residential,3
r0462_c0308,48.7442265,2.0822285,residential,6
r0462_c0309,48.7442265,2.0842804,residential,4
r0462_c0322,48.7442265,2.1109556,residential,20
r0462_c0323,48.7442265,2.1130075,residential,6
r0462_c0324,48.7442265,2.1150595,residential,5
r0462_c0325,48.7442265,2.1171114,residential,30
r0462_c0326,48.7442265,2.1191634,residential,38
r0462_c0327,48.7442265,2.1212153,residential,18
r0462_c0341,48.7442265,2.1499424,residential,4
r0462_c0350,48.7442265,2.1684099,commercial,4
r0462_c0351,48.7442265,2.1704618,industrial,3
r0462_c0352,48.7442265,2.1725138,industrial,3
r0462_c0353,48.7442265,2.1745657,industrial,4
r0462_c0354,48.7442265,2.1766176,industrial,7
r0462_c0376,48.7442265,2.2217603,residential,8
r0462_c0377,48.7442265,2.2238122,residential,33
r0462_c0378,48.7442265,2.2258642,residential,89
r0462_c0379,48.7442265,2.2279161,residential,89
r0462_c0380,48.7442265,2.2299681,residential,12
r0462_c0381,48.7442265,2.23202,residential,7
r0462_c0382,48.7442265,2.2340719,residential,15
r0462_c0391,48.7442265,2.2525394,commercial,3
r0462_c0392,48.7442265,2.2545913,commercial,27
r0462_c0393,48.7442265,2.2566433,residential,35
r0462_c0394,48.7442265,2.2586952,residential,38
r0462_c0395,48.7442265,2.2607471,residential,65
r0462_c0396,48.7442265,2.2627991,residential,29
r0462_c0397,48.7442265,2.264851,residential,31
r0462_c0398,48.7442265,2.266903,residential,30
r0462_c0399,48.7442265,2.2689549,residential,52
r0462_c0400,48.7442265,2.2710068,residential,44
r0462_c0401,48.7442265,2.2730588,residential,42
r0462_c0402,48.7442265,2.2751107,residential,41
r0462_c0403,48.7442265,2.2771627,residential,14
r0462_c0404,48.7442265,2.2792146,residential,3
r0462_c0405,48.7442265,2.2812665,commercial,3
r0462_c0408,48.7442265,2.2874223,residential,6
r0462_c0409,48.7442265,2.2894743,residential,27
r0462_c0410,48.7442265,2.2915262,residential,72
r0462_c0411,48.7442265,2.2935782,residential,72
r0462_c0412,48.7442265,2.2956301,residential,80
r0462_c0413,48.7442265,2.297682,residential,56
r0462_c0414,48.7442265,2.299734,residential,74
r0462_c0415,48.7442265,2.3017859,residential,61
r0462_c0416,48.7442265,2.3038379,residential,42
r0462_c0417,48.7442265,2.3058898,residential,78
r0462_c0418,48.7442265,2.3079417,residential,65
r0462_c0419,48.7442265,2.3099937,residential,79
r0462_c0420,48.7442265,2.3120456,residential,63
r0462_c0421,48.7442265,2.3140976,residential,80
r0462_c0422,48.7442265,2.3161495,residential,50
r0462_c0423,48.7442265,2.3182014,residential,40
r0462_c0424,48.7442265,2.3202534,residential,47
r0462_c0432,48.7442265,2.3366689,residential,5
r0462_c0434,48.7442265,2.3407728,residential,8
r0462_c0438,48.7442265,2.3489805,residential,10
r0462_c0439,48.7442265,2.3510325,residential,28
r0462_c0441,48.7442265,2.3551363,industrial,3
r0462_c0445,48.7442265,2.3633441,industrial,9
r0462_c0448,48.7442265,2.3694999,industrial,7
r0462_c0450,48.7442265,2.3736038,industrial,3
r0462_c0451,48.7442265,2.3756557,industrial,4
r0462_c0452,48.7442265,2.3777077,industrial,5
r0462_c0455,48.7442265,2.3838635,industrial,3
r0462_c0456,48.7442265,2.3859154,residential,18
r0462_c0457,48.7442265,2.3879674,residential,75
r0462_c0458,48.7442265,2.3900193,residential,40
r0462_c0460,48.7442265,2.3941232,residential,38
r0462_c0461,48.7442265,2.3961751,residential,71
r0462_c0462,48.7442265,2.3982271,commercial,15
r0462_c0463,48.7442265,2.400279,residential,18
r0462_c0464,48.7442265,2.4023309,residential,40
r0462_c0465,48.7442265,2.4043829,residential,62
r0462_c0466,48.7442265,2.4064348,residential,61
r0462_c0467,48.7442265,2.4084867,residential,10
r0462_c0471,48.7442265,2.4166945,residential,13
r0462_c0472,48.7442265,2.4187464,residential,26
r0462_c0473,48.7442265,2.4207984,residential,38
r0462_c0479,48.7442265,2.43311,residential,4
r0462_c0480,48.7442265,2.435162,residential,10
r0462_c0482,48.7442265,2.4392658,commercial,6
r0462_c0483,48.7442265,2.4413178,industrial,6
r0462_c0486,48.7442265,2.4474736,residential,49
r0462_c0487,48.7442265,2.4495255,residential,42
r0462_c0488,48.7442265,2.4515775,residential,54
r0462_c0489,48.7442265,2.4536294,residential,106
r0462_c0490,48.7442265,2.4556813,residential,91
r0462_c0491,48.7442265,2.4577333,residential,18
r0462_c0492,48.7442265,2.4597852,residential,34
r0462_c0493,48.7442265,2.4618372,residential,70
r0462_c0494,48.7442265,2.4638891,residential,55
r0462_c0495,48.7442265,2.465941,residential,37
r0462_c0496,48.7442265,2.467993,residential,10
r0462_c0497,48.7442265,2.4700449,residential,45
r0462_c0498,48.7442265,2.4720969,residential,49
r0462_c0499,48.7442265,2.4741488,residential,43
r0462_c0500,48.7442265,2.4762007,residential,27
r0462_c0501,48.7442265,2.4782527,residential,15
r0462_c0502,48.7442265,2.4803046,residential,61
r0462_c0503,48.7442265,2.4823565,residential,36
r0462_c0504,48.7442265,2.4844085,residential,30
r0462_c0505,48.7442265,2.4864604,residential,37
r0462_c0506,48.7442265,2.4885124,residential,33
r0462_c0507,48.7442265,2.4905643,residential,6
r0462_c0510,48.7442265,2.4967201,residential,5
r0462_c0511,48.7442265,2.4987721,residential,21
r0462_c0512,48.7442265,2.500824,residential,13
r0462_c0513,48.7442265,2.5028759,residential,9
r0462_c0514,48.7442265,2.5049279,residential,34
r0462_c0515,48.7442265,2.5069798,residential,20
r0462_c0516,48.7442265,2.5090318,commercial,7
r0462_c0517,48.7442265,2.5110837,commercial,9
r0462_c0539,48.7442265,2.5562264,residential,48
r0462_c0540,48.7442265,2.5582783,residential,65
r0462_c0541,48.7442265,2.5603302,residential,19
r0462_c0556,48.7442265,2.5911093,residential,19
r0462_c0557,48.7442265,2.5931613,residential,22
r0462_c0558,48.7442265,2.5952132,residential,12
r0462_c0561,48.7442265,2.601369,residential,6
r0462_c0563,48.7442265,2.6054729,residential,24
r0462_c0564,48.7442265,2.6075248,residential,40
r0462_c0565,48.7442265,2.6095768,residential,41
r0462_c0566,48.7442265,2.6116287,residential,15
r0462_c0567,48.7442265,2.6136806,residential,18
r0462_c0568,48.7442265,2.6157326,commercial,46
r0462_c0569,48.7442265,2.6177845,residential,12
r0462_c0570,48.7442265,2.6198365,residential,9
r0462_c0571,48.7442265,2.6218884,residential,30
r0462_c0572,48.7442265,2.6239403,residential,4
r0462_c0574,48.7442265,2.6280442,residential,20
r0462_c0575,48.7442265,2.6300962,residential,15
r0462_c0576,48.7442265,2.6321481,residential,8
r0462_c0577,48.7442265,2.6342,residential,14
r0462_c0591,48.7442265,2.6629272,residential,4
r0462_c0593,48.7442265,2.6670311,industrial,3
r0462_c0608,48.7442265,2.6978101,commercial,3
r0462_c0621,48.7442265,2.7244853,residential,15
r0462_c0622,48.7442265,2.7265373,residential,21
r0462_c0623,48.7442265,2.7285892,residential,21
r0462_c0624,48.7442265,2.7306412,residential,14
r0462_c0627,48.7442265,2.736797,commercial,6
r0462_c0630,48.7442265,2.7429528,residential,8
r0462_c0634,48.7442265,2.7511606,commercial,7
r0462_c0635,48.7442265,2.7532125,residential,16
r0462_c0636,48.7442265,2.7552644,residential,34
r0462_c0637,48.7442265,2.7573164,residential,35
r0462_c0638,48.7442265,2.7593683,residential,46
r0462_c0639,48.7442265,2.7614202,residential,61
r0462_c0640,48.7442265,2.7634722,residential,39
r0462_c0641,48.7442265,2.7655241,residential,15
r0462_c0642,48.7442265,2.7675761,residential,12
r0462_c0643,48.7442265,2.769628,residential,28
r0462_c0644,48.7442265,2.7716799,residential,50
r0462_c0645,48.7442265,2.7737319,residential,35
r0462_c0646,48.7442265,2.7757838,residential,24
r0462_c0647,48.7442265,2.7778358,residential,34
r0462_c0653,48.7442265,2.7901474,residential,11
r0462_c0654,48.7442265,2.7921993,residential,29
r0462_c0668,48.7442265,2.8209265,commercial,3
r0462_c0677,48.7442265,2.8393939,industrial,16
r0462_c0678,48.7442265,2.8414459,residential,13
r0462_c0679,48.7442265,2.8434978,residential,3
r0462_c0804,48.7442265,3.0999902,residential,4
r0462_c0805,48.7442265,3.1020421,industrial,5
r0462_c0811,48.7442265,3.1143537,residential,18
r0462_c0812,48.7442265,3.1164057,residential,7
r0462_c0819,48.7442265,3.1307693,residential,10
r0462_c0848,48.7442265,3.1902755,residential,6
r0462_c0872,48.7442265,3.239522,residential,3
r0462_c0886,48.7442265,3.2682492,residential,3
r0462_c0888,48.7442265,3.272353,residential,9
r0462_c0912,48.7442265,3.3215996,residential,5
r0462_c0965,48.7442265,3.4303523,residential,4
r0462_c0968,48.7442265,3.4365082,residential,11
r0463_c0202,48.7455779,1.8647229,residential,4
r0463_c0203,48.7455779,1.8667749,residential,21
r0463_c0204,48.7455779,1.8688268,residential,4
r0463_c0228,48.7455779,1.9180733,residential,33
r0463_c0229,48.7455779,1.9201253,residential,31
r0463_c0230,48.7455779,1.9221772,residential,9
r0463_c0231,48.7455779,1.9242292,commercial,11
r0463_c0232,48.7455779,1.9262811,industrial,11
r0463_c0233,48.7455779,1.928333,industrial,3
r0463_c0237,48.7455779,1.9365408,residential,7
r0463_c0238,48.7455779,1.9385927,residential,12
r0463_c0239,48.7455779,1.9406447,residential,29
r0463_c0240,48.7455779,1.9426966,residential,9
r0463_c0244,48.7455779,1.9509044,residential,4
r0463_c0245,48.7455779,1.9529563,residential,35
r0463_c0246,48.7455779,1.9550082,residential,30
r0463_c0247,48.7455779,1.9570602,commercial,9
r0463_c0248,48.7455779,1.9591121,residential,30
r0463_c0249,48.7455779,1.9611641,residential,47
r0463_c0250,48.7455779,1.963216,residential,37
r0463_c0251,48.7455779,1.9652679,residential,27
r0463_c0254,48.7455779,1.9714237,residential,38
r0463_c0255,48.7455779,1.9734757,residential,50
r0463_c0256,48.7455779,1.9755276,residential,33
r0463_c0276,48.7455779,2.0165664,residential,3
r0463_c0278,48.7455779,2.0206703,residential,4
r0463_c0279,48.7455779,2.0227222,residential,8
r0463_c0281,48.7455779,2.0268261,residential,5
r0463_c0282,48.7455779,2.028878,residential,16
r0463_c0292,48.7455779,2.0493974,residential,9
r0463_c0293,48.7455779,2.0514494,residential,16
r0463_c0322,48.7455779,2.1109556,residential,8
r0463_c0323,48.7455779,2.1130075,residential,27
r0463_c0324,48.7455779,2.1150595,residential,36
r0463_c0325,48.7455779,2.1171114,residential,40
r0463_c0326,48.7455779,2.1191634,residential,27
r0463_c0327,48.7455779,2.1212153,residential,4
r0463_c0349,48.7455779,2.1663579,commercial,5
r0463_c0352,48.7455779,2.1725138,industrial,7
r0463_c0353,48.7455779,2.1745657,industrial,7
r0463_c0354,48.7455779,2.1766176,industrial,3
r0463_c0355,48.7455779,2.1786696,industrial,4
r0463_c0376,48.7455779,2.2217603,residential,32
r0463_c0377,48.7455779,2.2238122,residential,40
r0463_c0378,48.7455779,2.2258642,residential,51
r0463_c0379,48.7455779,2.2279161,residential,45
r0463_c0380,48.7455779,2.2299681,residential,19
r0463_c0381,48.7455779,2.23202,residential,4
r0463_c0392,48.7455779,2.2545913,residential,41
r0463_c0393,48.7455779,2.2566433,residential,43
r0463_c0394,48.7455779,2.2586952,residential,33
r0463_c0395,48.7455779,2.2607471,residential,52
r0463_c0396,48.7455779,2.2627991,residential,57
r0463_c0397,48.7455779,2.264851,residential,37
r0463_c0398,48.7455779,2.266903,residential,54
r0463_c0399,48.7455779,2.2689549,residential,59
r0463_c0400,48.7455779,2.2710068,residential,39
r0463_c0401,48.7455779,2.2730588,residential,49
r0463_c0402,48.7455779,2.2751107,residential,44
r0463_c0403,48.7455779,2.2771627,residential,22
r0463_c0404,48.7455779,2.2792146,industrial,6
r0463_c0405,48.7455779,2.2812665,commercial,17
r0463_c0406,48.7455779,2.2833185,residential,9
r0463_c0407,48.7455779,2.2853704,commercial,3
r0463_c0409,48.7455779,2.2894743,residential,17
r0463_c0410,48.7455779,2.2915262,residential,38
r0463_c0411,48.7455779,2.2935782,residential,70
r0463_c0412,48.7455779,2.2956301,residential,42
r0463_c0413,48.7455779,2.297682,residential,21
r0463_c0414,48.7455779,2.299734,residential,81
r0463_c0415,48.7455779,2.3017859,residential,81
r0463_c0416,48.7455779,2.3038379,residential,56
r0463_c0417,48.7455779,2.3058898,residential,77
