city,cell_id,cell_lat,cell_lon,zone_type,cell_lot_count,amenity_density,amenity_ratio_food_drink,avg_floors,avg_yearbuilt,total_bldg_area,building_count,landuse_entropy,shop_density_km2,office_density,road_density_primary,transit_stop_density,intersection_density,nightlife_density
LA,r0285_c0099,34.0440005,-118.5073467,Residential,10,177.78,0.0,,,,,0.4138,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0100,34.0440005,-118.5057168,Open Space,5,44.44,0.0,,,,,0.8412,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0103,34.0440005,-118.5008268,Residential,5,222.22,0.0,,,,,0.0621,0.0,0.0,0.0,88.89,44.44,0.0
LA,r0285_c0112,34.0440005,-118.4861568,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,88.89,44.44,0.0
LA,r0285_c0113,34.0440005,-118.4845268,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0114,34.0440005,-118.4828968,Residential,3,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0120,34.0440005,-118.4731169,Residential,8,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0121,34.0440005,-118.4714869,Residential,6,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0122,34.0440005,-118.4698569,Residential,8,0.0,0.0,,,,,0.1559,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0123,34.0440005,-118.4682269,Commercial,7,311.11,0.1429,,,,,0.9619,133.33,44.44,0.0,88.89,133.33,0.0
LA,r0285_c0124,34.0440005,-118.4665969,Commercial,3,222.22,0.0,,,,,0.7217,44.44,0.0,0.0,88.89,222.22,0.0
LA,r0285_c0125,34.0440005,-118.4649669,Residential,5,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0126,34.0440005,-118.4633369,Residential,4,311.11,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0127,34.0440005,-118.4617069,Residential,7,266.67,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0130,34.0440005,-118.4568169,Residential,7,266.67,0.0,,,,,1.5871,133.33,0.0,0.0,88.89,133.33,0.0
LA,r0285_c0131,34.0440005,-118.4551869,Commercial,7,711.11,0.4375,,,,,1.4087,177.78,0.0,0.0,44.44,177.78,0.0
LA,r0285_c0132,34.0440005,-118.4535569,Residential,8,222.22,0.2,,,,,0.8233,88.89,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0133,34.0440005,-118.451927,Residential,9,88.89,0.0,,,,,0.1705,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0134,34.0440005,-118.450297,Residential,3,177.78,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,88.89,0.0
LA,r0285_c0135,34.0440005,-118.448667,Residential,8,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0136,34.0440005,-118.447037,Residential,3,400.0,0.1111,,,,,-0.0,0.0,0.0,0.0,88.89,44.44,0.0
LA,r0285_c0137,34.0440005,-118.445407,Residential,5,177.78,0.25,,,,,-0.0,44.44,44.44,0.0,0.0,0.0,0.0
LA,r0285_c0138,34.0440005,-118.443777,Industrial,3,0.0,0.0,,,,,0.2702,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0140,34.0440005,-118.440517,Residential,6,444.44,0.0,,,,,-0.0,133.33,0.0,0.0,88.89,44.44,0.0
LA,r0285_c0141,34.0440005,-118.438887,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0142,34.0440005,-118.437257,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0143,34.0440005,-118.435627,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0144,34.0440005,-118.433997,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0145,34.0440005,-118.432367,Commercial,8,1066.67,0.2083,,,,,1.2591,355.56,0.0,0.0,133.33,133.33,0.0
LA,r0285_c0146,34.0440005,-118.430737,Residential,8,311.11,0.4286,,,,,0.8098,88.89,0.0,0.0,44.44,88.89,0.0
LA,r0285_c0147,34.0440005,-118.429107,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0148,34.0440005,-118.427477,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0149,34.0440005,-118.425847,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0150,34.0440005,-118.4242171,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0151,34.0440005,-118.4225871,Residential,10,488.89,0.1818,,,,,0.9765,177.78,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0152,34.0440005,-118.4209571,Commercial,10,1066.67,0.125,,,,,0.7071,533.33,88.89,0.0,88.89,44.44,0.0
LA,r0285_c0153,34.0440005,-118.4193271,Residential,10,133.33,0.0,,,,,0.7501,44.44,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0154,34.0440005,-118.4176971,Open Space,6,44.44,1.0,,,,,0.9663,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0155,34.0440005,-118.4160671,Open Space,5,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,133.33,0.0
LA,r0285_c0161,34.0440005,-118.4062871,Open Space,5,1288.89,0.0,,,,,0.7792,0.0,0.0,0.0,44.44,133.33,44.44
LA,r0285_c0162,34.0440005,-118.4046571,Residential,6,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,44.44,0.0,0.0
LA,r0285_c0163,34.0440005,-118.4030271,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0164,34.0440005,-118.4013971,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0165,34.0440005,-118.3997671,Residential,5,0.0,0.0,,,,,-0.0,0.0,0.0,3.62,0.0,0.0,0.0
LA,r0285_c0166,34.0440005,-118.3981371,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,25.95,0.0,44.44,0.0
LA,r0285_c0167,34.0440005,-118.3965072,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0168,34.0440005,-118.3948772,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0169,34.0440005,-118.3932472,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0170,34.0440005,-118.3916172,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,6.03,0.0,0.0,0.0
LA,r0285_c0171,34.0440005,-118.3899872,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0172,34.0440005,-118.3883572,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0173,34.0440005,-118.3867272,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,1.97,44.44,0.0,0.0
LA,r0285_c0174,34.0440005,-118.3850972,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0175,34.0440005,-118.3834672,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0176,34.0440005,-118.3818372,Residential,10,44.44,0.0,,,,,-0.0,0.0,0.0,6.82,0.0,0.0,0.0
LA,r0285_c0177,34.0440005,-118.3802072,Commercial,9,222.22,0.0,,,,,0.9119,0.0,0.0,13.42,0.0,0.0,0.0
LA,r0285_c0178,34.0440005,-118.3785772,Commercial,10,444.44,0.2,,,,,-0.0,222.22,0.0,4.7,0.0,0.0,0.0
LA,r0285_c0179,34.0440005,-118.3769472,Commercial,7,311.11,0.1429,,,,,0.1123,88.89,0.0,6.31,44.44,44.44,0.0
LA,r0285_c0180,34.0440005,-118.3753172,Residential,9,0.0,0.0,,,,,0.6666,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0181,34.0440005,-118.3736872,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,88.89,0.0
LA,r0285_c0183,34.0440005,-118.3704273,Residential,6,177.78,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0184,34.0440005,-118.3687973,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0185,34.0440005,-118.3671673,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,7.79,0.0,0.0,0.0
LA,r0285_c0186,34.0440005,-118.3655373,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0187,34.0440005,-118.3639073,Residential,8,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,133.33,0.0
LA,r0285_c0188,34.0440005,-118.3622773,Residential,4,0.0,0.0,,,,,-0.0,0.0,0.0,13.74,0.0,88.89,0.0
LA,r0285_c0189,34.0440005,-118.3606473,Residential,4,44.44,0.0,,,,,-0.0,0.0,44.44,0.0,0.0,44.44,0.0
LA,r0285_c0191,34.0440005,-118.3573873,Residential,3,133.33,0.3333,,,,,-0.0,0.0,0.0,0.0,44.44,133.33,0.0
LA,r0285_c0192,34.0440005,-118.3557573,Residential,4,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,88.89,177.78,0.0
LA,r0285_c0197,34.0440005,-118.3476073,Residential,10,44.44,0.0,,,,,-0.0,44.44,0.0,0.0,0.0,177.78,0.0
LA,r0285_c0198,34.0440005,-118.3459773,Residential,4,133.33,0.0,,,,,-0.0,0.0,0.0,6.4,0.0,133.33,0.0
LA,r0285_c0203,34.0440005,-118.3378274,Residential,7,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0204,34.0440005,-118.3361974,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0205,34.0440005,-118.3345674,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,88.89,0.0
LA,r0285_c0206,34.0440005,-118.3329374,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0207,34.0440005,-118.3313074,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0208,34.0440005,-118.3296774,Residential,9,44.44,1.0,,,,,-0.0,0.0,0.0,7.1,0.0,0.0,0.0
LA,r0285_c0209,34.0440005,-118.3280474,Residential,7,311.11,0.2857,,,,,-0.0,133.33,0.0,7.78,266.67,222.22,0.0
LA,r0285_c0216,34.0440005,-118.3166374,Institutional,8,88.89,0.5,,,,,1.132,0.0,0.0,0.0,88.89,44.44,0.0
LA,r0285_c0217,34.0440005,-118.3150075,Residential,8,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,88.89,44.44,0.0
LA,r0285_c0218,34.0440005,-118.3133775,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0219,34.0440005,-118.3117475,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,88.89,88.89,0.0
LA,r0285_c0220,34.0440005,-118.3101175,Commercial,8,222.22,0.2,,,,,0.9803,88.89,0.0,5.37,133.33,222.22,0.0
LA,r0285_c0227,34.0440005,-118.2987075,Other,5,355.56,0.0,,,,,-0.0,0.0,0.0,0.0,88.89,0.0,0.0
LA,r0285_c0228,34.0440005,-118.2970775,Other,6,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,88.89,0.0,0.0
LA,r0285_c0229,34.0440005,-118.2954475,Other,5,266.67,0.0,,,,,-0.0,0.0,0.0,35.96,88.89,88.89,0.0
LA,r0285_c0231,34.0440005,-118.2921875,Commercial,4,222.22,0.2,,,,,0.8044,44.44,0.0,2.93,133.33,133.33,0.0
LA,r0285_c0232,34.0440005,-118.2905575,Commercial,5,266.67,0.1667,,,,,0.7389,88.89,44.44,0.0,88.89,133.33,0.0
LA,r0285_c0240,34.0440005,-118.2775176,Residential,3,1155.56,0.1154,,,,,-0.0,177.78,311.11,6.4,533.33,888.89,0.0
LA,r0285_c0244,34.0440005,-118.2709976,Commercial,10,88.89,0.0,,,,,-0.0,0.0,0.0,13.26,0.0,44.44,0.0
LA,r0285_c0245,34.0440005,-118.2693676,Commercial,10,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0246,34.0440005,-118.2677376,Commercial,13,177.78,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,88.89,44.44
LA,r0285_c0247,34.0440005,-118.2661076,Commercial,16,755.56,0.1765,,,,,0.0037,0.0,0.0,0.0,0.0,0.0,133.33
LA,r0285_c0248,34.0440005,-118.2644776,Commercial,12,577.78,0.1538,,,,,0.1124,44.44,0.0,0.0,44.44,88.89,0.0
LA,r0285_c0249,34.0440005,-118.2628476,Commercial,10,133.33,0.3333,,,,,-0.0,0.0,44.44,0.0,177.78,88.89,44.44
LA,r0285_c0250,34.0440005,-118.2612177,Commercial,11,1333.33,0.0,,,,,0.4017,0.0,0.0,4.2,88.89,44.44,0.0
LA,r0285_c0251,34.0440005,-118.2595877,Commercial,11,400.0,0.0,,,,,0.2286,0.0,0.0,0.0,88.89,44.44,0.0
LA,r0285_c0252,34.0440005,-118.2579577,Commercial,10,622.22,0.3571,,,,,-0.0,88.89,44.44,0.0,88.89,133.33,44.44
LA,r0285_c0253,34.0440005,-118.2563277,Commercial,10,355.56,0.375,,,,,-0.0,44.44,0.0,0.0,177.78,88.89,0.0
LA,r0285_c0254,34.0440005,-118.2546977,Commercial,10,444.44,0.1,,,,,-0.0,222.22,0.0,0.0,44.44,44.44,44.44
LA,r0285_c0255,34.0440005,-118.2530677,Commercial,10,533.33,0.1667,,,,,0.0002,0.0,0.0,0.0,88.89,88.89,0.0
LA,r0285_c0256,34.0440005,-118.2514377,Commercial,5,2622.22,0.2203,,,,,-0.0,800.0,133.33,5.93,400.0,222.22,44.44
LA,r0285_c0263,34.0440005,-118.2400277,Commercial,5,444.44,0.3,,,,,-0.0,44.44,0.0,0.0,133.33,266.67,0.0
LA,r0285_c0264,34.0440005,-118.2383977,Commercial,6,577.78,0.0,,,,,-0.0,44.44,0.0,0.0,133.33,444.44,0.0
LA,r0285_c0267,34.0440005,-118.2335078,Residential,3,622.22,0.1429,,,,,-0.0,0.0,44.44,0.0,133.33,266.67,44.44
LA,r0285_c0268,34.0440005,-118.2318778,Other,8,177.78,0.0,,,,,-0.0,44.44,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0269,34.0440005,-118.2302478,Other,7,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0270,34.0440005,-118.2286178,Other,3,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,88.89,0.0
LA,r0285_c0282,34.0440005,-118.2090578,Residential,9,133.33,0.3333,,,,,0.4327,44.44,0.0,0.0,311.11,177.78,0.0
LA,r0285_c0283,34.0440005,-118.2074279,Residential,11,0.0,0.0,,,,,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0284,34.0440005,-118.2057979,Residential,11,0.0,0.0,,,,,0.2228,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0285,34.0440005,-118.2041679,Residential,10,44.44,0.0,,,,,-0.0,44.44,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0286,34.0440005,-118.2025379,Residential,5,222.22,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0287,34.0440005,-118.2009079,Residential,5,311.11,0.0,,,,,0.0815,0.0,0.0,0.0,88.89,355.56,0.0
LA,r0285_c0288,34.0440005,-118.1992779,Residential,9,88.89,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,88.89,0.0
LA,r0285_c0289,34.0440005,-118.1976479,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0285_c0290,34.0440005,-118.1960179,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0291,34.0440005,-118.1943879,Residential,10,88.89,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0285_c0292,34.0440005,-118.1927579,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0062,34.0453518,-118.5676565,Residential,10,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0069,34.0453518,-118.5562466,Residential,9,222.22,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0070,34.0453518,-118.5546166,Residential,10,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0071,34.0453518,-118.5529866,Residential,5,0.0,0.0,,,,,0.0842,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0286_c0072,34.0453518,-118.5513566,Commercial,4,44.44,0.0,,,,,0.7661,0.0,0.0,0.0,0.0,133.33,0.0
LA,r0286_c0074,34.0453518,-118.5480966,Other,3,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0075,34.0453518,-118.5464666,Other,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0076,34.0453518,-118.5448366,Other,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0077,34.0453518,-118.5432066,Mixed-Use,10,0.0,0.0,,,,,0.0418,0.0,0.0,0.0,88.89,0.0,0.0
LA,r0286_c0078,34.0453518,-118.5415766,Other,5,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0079,34.0453518,-118.5399466,Mixed-Use,10,0.0,0.0,,,,,0.8941,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0080,34.0453518,-118.5383166,Mixed-Use,10,0.0,0.0,,,,,0.8569,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0081,34.0453518,-118.5366866,Mixed-Use,10,0.0,0.0,,,,,0.5053,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0082,34.0453518,-118.5350566,Residential,6,0.0,0.0,,,,,0.2675,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0083,34.0453518,-118.5334267,Residential,6,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,88.89,0.0
LA,r0286_c0085,34.0453518,-118.5301667,Mixed-Use,9,88.89,0.0,,,,,0.0705,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0086,34.0453518,-118.5285367,Mixed-Use,5,133.33,0.0,,,,,0.5953,0.0,0.0,0.0,0.0,88.89,0.0
LA,r0286_c0087,34.0453518,-118.5269067,Mixed-Use,3,88.89,0.0,,,,,0.1274,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0286_c0088,34.0453518,-118.5252767,Commercial,7,311.11,0.1429,,,,,0.9836,0.0,0.0,0.0,0.0,177.78,0.0
LA,r0286_c0089,34.0453518,-118.5236467,Commercial,7,44.44,0.0,,,,,0.9348,0.0,0.0,0.0,88.89,133.33,0.0
LA,r0286_c0090,34.0453518,-118.5220167,Other,9,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0091,34.0453518,-118.5203867,Other,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0092,34.0453518,-118.5187567,Other,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0093,34.0453518,-118.5171267,Other,8,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0094,34.0453518,-118.5154967,Mixed-Use,5,0.0,0.0,,,,,0.727,0.0,0.0,0.0,88.89,0.0,0.0
LA,r0286_c0097,34.0453518,-118.5106067,Residential,6,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,44.44,0.0,0.0
LA,r0286_c0098,34.0453518,-118.5089767,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,44.44,44.44,0.0
LA,r0286_c0099,34.0453518,-118.5073467,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0100,34.0453518,-118.5057168,Residential,9,0.0,0.0,,,,,0.5615,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0101,34.0453518,-118.5040868,Open Space,5,0.0,0.0,,,,,0.0794,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0102,34.0453518,-118.5024568,Open Space,3,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0104,34.0453518,-118.4991968,Residential,6,400.0,0.0,,,,,-0.0,0.0,0.0,0.0,88.89,44.44,0.0
LA,r0286_c0111,34.0453518,-118.4877868,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,88.89,0.0,0.0
LA,r0286_c0112,34.0453518,-118.4861568,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0113,34.0453518,-118.4845268,Residential,3,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,133.33,0.0
LA,r0286_c0115,34.0453518,-118.4812668,Residential,3,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,44.44,44.44,0.0
LA,r0286_c0116,34.0453518,-118.4796368,Residential,9,88.89,0.0,,,,,-0.0,0.0,0.0,0.0,44.44,44.44,0.0
LA,r0286_c0119,34.0453518,-118.4747469,Residential,9,88.89,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0120,34.0453518,-118.4731169,Residential,8,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0121,34.0453518,-118.4714869,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0122,34.0453518,-118.4698569,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0286_c0123,34.0453518,-118.4682269,Residential,7,177.78,0.0,,,,,1.5093,44.44,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0124,34.0453518,-118.4665969,Commercial,8,222.22,0.2,,,,,0.8069,133.33,0.0,0.0,44.44,44.44,0.0
LA,r0286_c0125,34.0453518,-118.4649669,Residential,8,311.11,0.5714,,,,,0.8809,133.33,0.0,0.0,44.44,88.89,0.0
LA,r0286_c0126,34.0453518,-118.4633369,Residential,8,88.89,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0127,34.0453518,-118.4617069,Residential,6,88.89,0.0,,,,,0.6801,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0130,34.0453518,-118.4568169,Residential,8,88.89,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0131,34.0453518,-118.4551869,Residential,8,177.78,0.25,,,,,0.4474,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0286_c0132,34.0453518,-118.4535569,Residential,8,666.67,0.2667,,,,,0.9766,222.22,0.0,0.0,88.89,266.67,44.44
LA,r0286_c0133,34.0453518,-118.451927,Commercial,6,844.44,0.2632,,,,,0.7678,266.67,0.0,0.0,0.0,266.67,0.0
LA,r0286_c0135,34.0453518,-118.448667,Commercial,5,444.44,0.4,,,,,0.1582,88.89,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0136,34.0453518,-118.447037,Residential,7,222.22,0.0,,,,,0.5904,133.33,0.0,0.0,0.0,44.44,0.0
LA,r0286_c0139,34.0453518,-118.442147,Residential,3,488.89,0.0,,,,,-0.0,222.22,0.0,0.0,0.0,88.89,0.0
LA,r0286_c0140,34.0453518,-118.440517,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0141,34.0453518,-118.438887,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0142,34.0453518,-118.437257,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0143,34.0453518,-118.435627,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0144,34.0453518,-118.433997,Residential,11,444.44,0.1,,,,,0.928,177.78,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0145,34.0453518,-118.432367,Commercial,11,444.44,0.1,,,,,1.2391,222.22,44.44,0.0,0.0,0.0,44.44
LA,r0286_c0146,34.0453518,-118.430737,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0286_c0147,34.0453518,-118.429107,Residential,8,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
LA,r0286_c0148,34.0453518,-118.427477,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,44.44,44.44,0.0
LA,r0286_c0149,34.0453518,-118.425847,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0150,34.0453518,-118.4242171,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0151,34.0453518,-118.4225871,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0152,34.0453518,-118.4209571,Residential,10,133.33,0.3333,,,,,0.4313,88.89,0.0,0.0,0.0,0.0,44.44
LA,r0286_c0153,34.0453518,-118.4193271,Commercial,8,533.33,0.25,,,,,1.4097,133.33,44.44,0.0,88.89,133.33,44.44
LA,r0286_c0163,34.0453518,-118.4030271,Residential,4,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0165,34.0453518,-118.3997671,Residential,4,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0166,34.0453518,-118.3981371,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0167,34.0453518,-118.3965072,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,6.28,0.0,0.0,0.0
LA,r0286_c0168,34.0453518,-118.3948772,Residential,7,177.78,0.0,,,,,-0.0,0.0,0.0,15.56,0.0,88.89,0.0
LA,r0286_c0169,34.0453518,-118.3932472,Residential,10,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,r0286_c0170,34.0453518,-118.3916172,Residential,8,0.0,0.0,,,,,-0.0,0.0,0.0,6.98,0.0,44.44,0.0
LA,r0286_c0171,34.0453518,-118.3899872,Residential,9,0.0,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
