cell_id,cell_lat,cell_lon,zone_type,cell_lot_count,amenity_density,amenity_ratio_food_drink,avg_floors,avg_yearbuilt,total_bldg_area,building_count,landuse_entropy,tourism_density,shop_density_km2,brand_ratio
cell_00139405,29.766885586626127,-95.6341807640726,Residential,23,0.0,0.0,1.0,1985.0,68218,23,-0.0,0.0,0.0,0.0
cell_00139406,29.766885586626127,-95.63262569826014,Residential,27,0.0,0.0,1.0,1991.0,84636,27,-0.0,0.0,0.0,0.0
cell_00139407,29.766885586626127,-95.63107063244766,Residential,21,0.0,0.0,1.0,2000.0,66528,21,-0.0,0.0,0.0,0.0
cell_00139408,29.766885586626127,-95.6295155666352,Residential,17,0.0,0.0,1.0,2004.0,61138,17,-0.0,0.0,0.0,0.0
cell_00139409,29.766885586626127,-95.62796050082272,Residential,16,0.0,0.0,1.0,2004.0,69694,16,-0.0,0.0,0.0,0.0
cell_00139410,29.766885586626127,-95.62640543501028,Residential,35,0.0,0.0,1.0,2005.0,108713,35,0.1463,0.0,0.0,0.0
cell_00139411,29.766885586626127,-95.6248503691978,Institutional,12,88.89,0.0,1.0,,690758,14,1.1003,88.89,0.0,0.0
cell_00139416,29.766885586626127,-95.61707504013546,Residential,16,0.0,0.0,1.0,1988.0,66986,18,-0.0,0.0,0.0,0.0
cell_00139417,29.766885586626127,-95.61551997432298,Residential,19,0.0,0.0,1.0,1982.0,62999,19,-0.0,0.0,0.0,0.0
cell_00139418,29.766885586626127,-95.61396490851052,Residential,15,0.0,0.0,1.0,1977.0,55671,15,-0.0,0.0,0.0,0.0
cell_00139419,29.766885586626127,-95.61240984269804,Residential,17,44.44,0.0,1.0,1978.0,54799,17,-0.0,0.0,0.0,0.0
cell_00139420,29.766885586626127,-95.6108547768856,Residential,23,44.44,0.0,1.0,1974.0,75338,23,-0.0,0.0,0.0,0.0
cell_00139421,29.766885586626127,-95.6092997110731,Residential,24,0.0,0.0,1.0,1981.0,83365,24,-0.0,0.0,0.0,0.0
cell_00139422,29.766885586626127,-95.60774464526064,Residential,24,0.0,0.0,1.0,1988.0,82150,24,-0.0,0.0,0.0,0.0
cell_00139423,29.766885586626127,-95.60618957944816,Residential,7,0.0,0.0,1.0,1974.0,21648,7,-0.0,0.0,0.0,0.0
cell_00139434,29.766885586626127,-95.58908385551103,Residential,5,0.0,0.0,1.0,1998.0,31102,6,-0.0,0.0,0.0,0.0
cell_00139452,29.766885586626127,-95.5610926708866,Residential,22,266.67,0.0,1.0,,12544,22,0.9703,0.0,0.0,0.0
cell_00139453,29.766885586626127,-95.55953760507413,Unknown,142,133.33,0.0,1.0,,267465,143,-0.0,0.0,44.44,0.0
cell_00139467,29.766885586626127,-95.53776668369956,Residential,7,0.0,0.0,1.0,2002.0,38235,7,0.7329,0.0,0.0,0.0
cell_00139468,29.766885586626127,-95.53621161788712,Residential,7,0.0,0.0,1.0,1996.0,42067,7,-0.0,0.0,0.0,0.0
cell_00139469,29.766885586626127,-95.53465655207464,Residential,8,0.0,0.0,1.0,1995.0,56751,11,0.4568,0.0,0.0,0.0
cell_00139481,29.766885586626127,-95.51599576232502,Residential,6,0.0,0.0,1.0,2006.0,87957,9,-0.0,0.0,0.0,0.0
cell_00139484,29.766885586626127,-95.51133056488764,Residential,5,0.0,0.0,1.0,2002.0,59084,7,-0.0,0.0,0.0,0.0
cell_00139486,29.766885586626127,-95.5082204332627,Residential,6,0.0,0.0,1.0,1994.0,36657,6,0.6549,0.0,0.0,0.0
cell_00139487,29.766885586626127,-95.5066653674502,Residential,8,0.0,0.0,1.0,1995.0,63244,9,-0.0,0.0,0.0,0.0
cell_00139488,29.766885586626127,-95.50511030163776,Residential,6,0.0,0.0,1.0,1997.0,36688,6,-0.0,0.0,0.0,0.0
cell_00139489,29.766885586626127,-95.50355523582527,Residential,6,0.0,0.0,1.0,1993.0,36330,6,-0.0,0.0,0.0,0.0
cell_00139490,29.766885586626127,-95.50200017001282,Residential,7,0.0,0.0,1.0,2009.0,37562,7,0.5746,0.0,0.0,0.0
cell_00139491,29.766885586626127,-95.50044510420034,Residential,7,44.44,0.0,1.0,2012.0,61886,9,0.8109,0.0,0.0,0.0
cell_00139494,29.766885586626127,-95.49577990676296,Residential,8,0.0,0.0,1.0,2000.0,78442,10,-0.0,0.0,0.0,0.0
cell_00139495,29.766885586626127,-95.49422484095048,Residential,8,0.0,0.0,1.0,1997.0,69317,10,-0.0,0.0,0.0,0.0
cell_00139508,29.766885586626127,-95.4740089853884,Residential,18,0.0,0.0,1.0,2009.0,100169,18,0.0794,0.0,0.0,0.0
cell_00139517,29.766885586626127,-95.46001339307615,Institutional,9,266.67,0.0,1.0,,52177,9,0.6808,44.44,0.0,0.0
cell_00139542,29.766885586626127,-95.42113674776448,Institutional,13,222.22,0.0,1.0,2022.0,41147,13,0.9785,0.0,0.0,0.0
cell_00139543,29.766885586626127,-95.419581681952,Residential,9,0.0,0.0,1.0,2022.0,25815,9,-0.0,0.0,0.0,0.0
cell_00139544,29.766885586626127,-95.41802661613954,Residential,38,44.44,0.0,1.0,2008.0,122683,38,-0.0,0.0,44.44,0.0
cell_00139545,29.766885586626127,-95.41647155032706,Residential,43,0.0,0.0,1.0,2016.0,136819,43,0.0467,0.0,0.0,0.0
cell_00139546,29.766885586626127,-95.4149164845146,Residential,48,0.0,0.0,1.0,2018.0,139311,48,0.3129,0.0,0.0,0.0
cell_00139547,29.766885586626127,-95.41336141870212,Residential,46,0.0,0.0,1.0,2021.0,140718,46,0.3171,0.0,0.0,0.0
cell_00139548,29.766885586626127,-95.41180635288968,Residential,41,0.0,0.0,1.0,,119661,41,-0.0,0.0,0.0,0.0
cell_00139549,29.766885586626127,-95.4102512870772,Institutional,17,222.22,0.2,1.0,2022.0,56249,17,0.7487,0.0,88.89,0.5
cell_00139550,29.766885586626127,-95.40869622126472,Residential,27,44.44,1.0,1.0,2020.0,132420,27,0.9567,0.0,0.0,0.0
cell_00139551,29.766885586626127,-95.40714115545224,Residential,55,0.0,0.0,1.0,2012.0,183001,55,-0.0,0.0,0.0,0.0
cell_00139552,29.766885586626127,-95.4055860896398,Residential,21,0.0,0.0,1.0,2009.0,61504,21,-0.0,0.0,0.0,0.0
cell_00139553,29.766885586626127,-95.40403102382732,Residential,50,0.0,0.0,1.0,2017.0,166441,50,-0.0,0.0,0.0,0.0
cell_00139554,29.766885586626127,-95.40247595801486,Residential,36,0.0,0.0,1.0,2013.0,112880,36,0.1031,0.0,0.0,0.0
cell_00139555,29.766885586626127,-95.40092089220238,Residential,50,44.44,0.0,1.0,2021.0,125911,50,0.4168,0.0,0.0,0.0
cell_00139556,29.766885586626127,-95.39936582638992,Institutional,29,311.11,0.0,1.0,,236769,29,0.771,88.89,0.0,0.0
cell_00139559,29.766885586626127,-95.3947006289525,Residential,10,311.11,0.0,1.0,2002.0,513469,12,0.568,0.0,0.0,0.0
cell_00139560,29.766885586626127,-95.39314556314004,Residential,30,88.89,0.0,1.0,2003.0,76632,30,0.5033,0.0,0.0,0.0
cell_00139561,29.766885586626127,-95.39159049732756,Institutional,29,266.67,0.1667,1.0,,105814,29,1.0594,0.0,133.33,0.3333
cell_00139562,29.766885586626127,-95.39003543151512,Residential,38,88.89,0.0,1.0,2025.0,845437,39,0.5933,0.0,0.0,0.0
cell_00139563,29.766885586626127,-95.38848036570263,Residential,4,44.44,0.0,1.0,2021.0,11679,4,-0.0,0.0,0.0,0.0
cell_00139569,29.766885586626127,-95.37914997082784,Residential,12,1955.56,0.0682,1.0,2009.0,43258,14,1.4325,311.11,0.0,0.0
cell_00139571,29.766885586626127,-95.37603983920287,Institutional,3,711.11,0.25,1.0,,69707,5,0.2552,44.44,44.44,0.0
cell_00139572,29.766885586626127,-95.37448477339044,Institutional,21,800.0,0.0,1.0,,138414,22,1.2935,0.0,133.33,0.6667
cell_00139583,29.766885586626127,-95.35737904945329,Unknown,14,488.89,0.0,1.0,,36824,16,0.7612,0.0,0.0,0.0
cell_00139585,29.766885586626127,-95.35426891782834,Residential,4,266.67,0.0,1.0,2006.0,16475,4,0.7439,44.44,0.0,0.0
cell_00139592,29.766885586626127,-95.34338345714109,Institutional,9,44.44,0.0,1.0,2018.0,0,9,0.2966,0.0,0.0,0.0
cell_00139593,29.766885586626127,-95.3418283913286,Institutional,11,44.44,0.0,1.0,2022.0,14908,11,0.27,0.0,0.0,0.0
cell_00139594,29.766885586626127,-95.34027332551614,Residential,48,844.44,0.0,1.0,,95901,48,0.4768,0.0,0.0,0.0
cell_00139595,29.766885586626127,-95.33871825970364,Institutional,12,266.67,0.0,1.0,,191245,12,0.3541,0.0,0.0,0.0
cell_00139596,29.766885586626127,-95.3371631938912,Residential,53,88.89,0.0,1.0,,109799,53,0.3567,44.44,0.0,0.0
cell_00139597,29.766885586626127,-95.33560812807872,Residential,62,133.33,0.0,1.0,2021.0,135782,62,0.7888,44.44,44.44,0.0
cell_00139598,29.766885586626127,-95.33405306226626,Residential,61,0.0,0.0,1.0,,69009,61,0.9995,0.0,0.0,0.0
cell_00139599,29.766885586626127,-95.33249799645378,Residential,80,0.0,0.0,1.0,,0,80,0.4033,0.0,0.0,0.0
cell_00139600,29.766885586626127,-95.33094293064131,Residential,50,0.0,0.0,1.0,,0,50,1.2029,0.0,0.0,0.0
cell_00139601,29.766885586626127,-95.32938786482885,Residential,36,0.0,0.0,1.0,,2269,36,0.5353,0.0,0.0,0.0
cell_00139602,29.766885586626127,-95.3278327990164,Residential,3,0.0,0.0,1.0,,0,3,0.4524,0.0,0.0,0.0
cell_00139604,29.766885586626127,-95.32472266739146,Residential,7,44.44,0.0,1.0,,11272,9,0.5546,0.0,0.0,0.0
cell_00139605,29.766885586626127,-95.32316760157896,Residential,44,44.44,0.0,1.0,2024.0,103714,44,0.1793,0.0,0.0,0.0
cell_00139606,29.766885586626127,-95.32161253576652,Residential,12,177.78,0.0,1.0,2005.0,66402,13,1.08,0.0,0.0,0.0
cell_00139813,29.766885586626127,-94.9997139125856,Residential,3,0.0,0.0,1.0,,6877,3,-0.0,0.0,0.0,0.0
cell_00139814,29.766885586626127,-94.99815884677317,Residential,28,0.0,0.0,1.0,2022.0,69203,28,1.0,0.0,0.0,0.0
cell_00139815,29.766885586626127,-94.99660378096068,Residential,22,0.0,0.0,1.0,,53491,22,0.0406,0.0,0.0,0.0
cell_00139816,29.766885586626127,-94.99504871514822,Residential,28,0.0,0.0,1.0,2020.0,64838,28,0.9919,0.0,0.0,0.0
cell_00139817,29.766885586626127,-94.99349364933572,Residential,31,0.0,0.0,1.0,2022.0,70211,31,0.2679,0.0,0.0,0.0
cell_00139818,29.766885586626127,-94.99193858352328,Residential,24,0.0,0.0,1.0,1998.0,76611,24,0.2293,0.0,0.0,0.0
cell_00139819,29.766885586626127,-94.9903835177108,Residential,14,0.0,0.0,1.0,1997.0,50550,14,-0.0,0.0,0.0,0.0
cell_00139820,29.766885586626127,-94.98882845189834,Residential,14,0.0,0.0,1.0,2002.0,51599,14,-0.0,0.0,0.0,0.0
cell_00139821,29.766885586626127,-94.98727338608586,Residential,21,0.0,0.0,1.0,2005.0,76491,21,-0.0,0.0,0.0,0.0
cell_00139822,29.766885586626127,-94.9857183202734,Residential,17,0.0,0.0,1.0,2007.0,40571,17,0.9967,0.0,0.0,0.0
cell_00139823,29.766885586626127,-94.98416325446092,Residential,17,0.0,0.0,1.0,2003.0,60224,17,-0.0,0.0,0.0,0.0
cell_00139824,29.766885586626127,-94.98260818864848,Residential,17,88.89,0.0,1.0,2008.0,50104,17,0.5154,0.0,0.0,0.0
cell_00139826,29.766885586626127,-94.97949805702352,Institutional,44,133.33,0.0,1.0,,138917,48,1.0,44.44,0.0,0.0
cell_00139830,29.766885586626127,-94.97327779377366,Residential,6,88.89,0.0,1.0,1995.0,20263,7,-0.0,0.0,0.0,0.0
cell_00139831,29.766885586626127,-94.97172272796118,Residential,9,0.0,0.0,1.0,1991.0,25269,9,0.4032,0.0,0.0,0.0
cell_00139832,29.766885586626127,-94.97016766214873,Residential,12,0.0,0.0,1.0,1999.0,88088,13,0.9838,0.0,0.0,0.0
cell_00139833,29.766885586626127,-94.96861259633624,Residential,12,44.44,0.0,1.0,1995.0,27233,12,-0.0,0.0,44.44,0.0
cell_00139834,29.766885586626127,-94.9670575305238,Residential,16,0.0,0.0,1.0,2014.0,375812,17,0.54,0.0,0.0,0.0
cell_00139836,29.766885586626127,-94.96394739889884,Institutional,4,0.0,0.0,1.0,,0,5,-0.0,0.0,0.0,0.0
cell_00139838,29.766885586626127,-94.96083726727392,Residential,10,0.0,0.0,1.0,2016.0,94102,11,0.8391,0.0,0.0,0.0
cell_00139839,29.766885586626127,-94.95928220146143,Residential,22,0.0,0.0,1.0,2006.0,58457,22,-0.0,0.0,0.0,0.0
cell_00139840,29.766885586626127,-94.95772713564898,Residential,28,0.0,0.0,1.0,2005.0,65313,28,-0.0,0.0,0.0,0.0
cell_00139841,29.766885586626127,-94.9561720698365,Residential,42,0.0,0.0,1.0,2006.0,91556,42,-0.0,0.0,0.0,0.0
cell_00139842,29.766885586626127,-94.95461700402404,Commercial,6,0.0,0.0,1.0,2018.0,15365,6,1.2644,0.0,0.0,0.0
cell_00139843,29.766885586626127,-94.95306193821156,Residential,8,0.0,0.0,1.0,1998.0,18308,8,-0.0,0.0,0.0,0.0
cell_00139844,29.766885586626127,-94.95150687239912,Residential,22,0.0,0.0,1.0,1996.0,51189,22,-0.0,0.0,0.0,0.0
cell_00139845,29.766885586626127,-94.94995180658664,Residential,23,0.0,0.0,1.0,1999.0,51800,23,-0.0,0.0,0.0,0.0
cell_00139846,29.766885586626127,-94.94839674077416,Residential,19,0.0,0.0,1.0,2003.0,43162,20,0.9024,0.0,0.0,0.0
cell_00139855,29.766885586626127,-94.93440114846194,Residential,17,0.0,0.0,1.0,1998.0,20739,18,0.9797,0.0,0.0,0.0
cell_00139856,29.766885586626127,-94.93284608264948,Residential,13,0.0,0.0,1.0,2012.0,20715,13,1.1101,0.0,0.0,0.0
cell_00139857,29.766885586626127,-94.931291016837,Residential,8,0.0,0.0,1.0,1950.0,5866,10,1.6215,0.0,0.0,0.0
cell_00139863,29.766885586626127,-94.9219606219622,Mixed-Use,4,0.0,0.0,1.0,2004.0,8170,8,1.3223,0.0,0.0,0.0
cell_00139984,29.768234569035005,-95.7896873453194,Residential,11,0.0,0.0,1.0,2000.0,41899,12,0.2043,0.0,0.0,0.0
cell_00139985,29.768234569035005,-95.78813227950695,Commercial,14,44.44,0.0,1.0,,27020,14,1.3016,0.0,0.0,0.0
cell_00139986,29.768234569035005,-95.78657721369449,Institutional,52,0.0,0.0,1.0,,97248,54,1.8845,0.0,0.0,0.0
cell_00139991,29.768234569035005,-95.77880188463214,Institutional,48,88.89,0.0,1.0,,540448,55,1.28,0.0,0.0,0.0
cell_00139993,29.768234569035005,-95.7756917530072,Residential,16,0.0,0.0,1.0,2007.0,51672,16,-0.0,0.0,0.0,0.0
cell_00139994,29.768234569035005,-95.77413668719473,Residential,23,0.0,0.0,1.0,2003.0,70473,23,-0.0,0.0,0.0,0.0
cell_00139995,29.768234569035005,-95.77258162138229,Residential,23,0.0,0.0,1.0,2007.0,68252,23,0.0196,0.0,0.0,0.0
cell_00139996,29.768234569035005,-95.7710265555698,Residential,18,0.0,0.0,1.0,2007.0,48682,18,-0.0,0.0,0.0,0.0
cell_00139997,29.768234569035005,-95.76947148975734,Residential,23,0.0,0.0,1.0,1999.0,56705,23,-0.0,0.0,0.0,0.0
cell_00139998,29.768234569035005,-95.76791642394484,Residential,28,0.0,0.0,1.0,1998.0,70421,28,-0.0,0.0,0.0,0.0
cell_00139999,29.768234569035005,-95.7663613581324,Residential,24,0.0,0.0,1.0,1999.0,58043,24,-0.0,0.0,0.0,0.0
cell_00140000,29.768234569035005,-95.76480629231992,Residential,23,0.0,0.0,1.0,1994.0,50707,23,-0.0,0.0,0.0,0.0
cell_00140001,29.768234569035005,-95.76325122650746,Residential,23,0.0,0.0,1.0,1992.0,54155,23,-0.0,0.0,0.0,0.0
cell_00140002,29.768234569035005,-95.76169616069498,Residential,22,0.0,0.0,1.0,1990.0,54105,22,-0.0,0.0,0.0,0.0
cell_00140003,29.768234569035005,-95.76014109488251,Residential,20,0.0,0.0,1.0,1981.0,43331,20,-0.0,0.0,0.0,0.0
cell_00140004,29.768234569035005,-95.75858602907005,Residential,25,0.0,0.0,1.0,1982.0,53472,25,-0.0,0.0,0.0,0.0
cell_00140005,29.768234569035005,-95.7570309632576,Residential,22,0.0,0.0,1.0,1977.0,49324,22,-0.0,0.0,0.0,0.0
cell_00140006,29.768234569035005,-95.75547589744512,Residential,22,0.0,0.0,1.0,1993.0,48044,22,-0.0,0.0,0.0,0.0
cell_00140007,29.768234569035005,-95.75392083163266,Residential,23,0.0,0.0,1.0,1998.0,58398,25,0.0894,0.0,0.0,0.0
cell_00140008,29.768234569035005,-95.75236576582016,Residential,6,444.44,0.5,1.0,,21167,7,0.9913,0.0,88.89,0.5
cell_00140011,29.768234569035005,-95.74770056838278,Residential,16,0.0,0.0,1.0,1989.0,278348,17,0.8378,0.0,0.0,0.0
cell_00140012,29.768234569035005,-95.7461455025703,Residential,21,0.0,0.0,1.0,1990.0,51642,21,-0.0,0.0,0.0,0.0
cell_00140013,29.768234569035005,-95.74459043675785,Residential,20,0.0,0.0,1.0,1995.0,47795,20,-0.0,0.0,0.0,0.0
cell_00140014,29.768234569035005,-95.74303537094536,Residential,22,0.0,0.0,1.0,1983.0,55225,22,-0.0,0.0,0.0,0.0
cell_00140015,29.768234569035005,-95.74148030513292,Residential,26,0.0,0.0,1.0,1987.0,67263,26,-0.0,0.0,0.0,0.0
cell_00140016,29.768234569035005,-95.73992523932044,Residential,21,0.0,0.0,1.0,1987.0,51621,21,-0.0,0.0,0.0,0.0
cell_00140017,29.768234569035005,-95.73837017350796,Residential,21,0.0,0.0,1.0,1989.0,51364,21,-0.0,0.0,0.0,0.0
cell_00140018,29.768234569035005,-95.73681510769548,Residential,20,0.0,0.0,1.0,1991.0,50812,20,-0.0,0.0,0.0,0.0
cell_00140019,29.768234569035005,-95.73526004188304,Residential,22,0.0,0.0,1.0,1988.0,61023,22,-0.0,0.0,0.0,0.0
cell_00140020,29.768234569035005,-95.73370497607056,Residential,20,0.0,0.0,1.0,2002.0,72488,20,-0.0,0.0,0.0,0.0
cell_00140021,29.768234569035005,-95.7321499102581,Residential,22,0.0,0.0,1.0,1995.0,80087,22,-0.0,0.0,0.0,0.0
cell_00140022,29.768234569035005,-95.73059484444562,Residential,17,0.0,0.0,1.0,1994.0,62663,17,-0.0,0.0,0.0,0.0
cell_00140023,29.768234569035005,-95.72903977863317,Residential,11,0.0,0.0,1.0,1990.0,36352,11,-0.0,0.0,0.0,0.0
cell_00140024,29.768234569035005,-95.72748471282068,Residential,17,0.0,0.0,1.0,1990.0,53007,17,-0.0,0.0,0.0,0.0
cell_00140025,29.768234569035005,-95.72592964700824,Residential,21,44.44,0.0,1.0,1991.0,60327,21,-0.0,0.0,0.0,0.0
cell_00140026,29.768234569035005,-95.72437458119576,Residential,22,0.0,0.0,1.0,1986.0,55472,22,-0.0,0.0,0.0,0.0
cell_00140027,29.768234569035005,-95.72281951538328,Residential,21,0.0,0.0,1.0,1997.0,58885,21,-0.0,0.0,0.0,0.0
cell_00140028,29.768234569035005,-95.7212644495708,Residential,16,0.0,0.0,1.0,1994.0,76427,16,-0.0,0.0,0.0,0.0
cell_00140029,29.768234569035005,-95.71970938375836,Residential,13,0.0,0.0,1.0,1995.0,86515,13,-0.0,0.0,0.0,0.0
cell_00140030,29.768234569035005,-95.71815431794587,Residential,8,0.0,0.0,1.0,2002.0,55756,8,-0.0,0.0,0.0,0.0
cell_00140031,29.768234569035005,-95.71659925213342,Residential,16,0.0,0.0,1.0,1995.0,80010,16,-0.0,0.0,0.0,0.0
cell_00140032,29.768234569035005,-95.71504418632094,Residential,12,0.0,0.0,1.0,2003.0,61319,12,-0.0,0.0,0.0,0.0
cell_00140033,29.768234569035005,-95.71348912050848,Residential,12,0.0,0.0,1.0,1999.0,43151,12,-0.0,0.0,0.0,0.0
cell_00140034,29.768234569035005,-95.711934054696,Residential,18,44.44,0.0,1.0,1995.0,60668,18,-0.0,0.0,0.0,0.0
cell_00140035,29.768234569035005,-95.71037898888356,Residential,22,0.0,0.0,1.0,1999.0,69776,22,-0.0,0.0,0.0,0.0
cell_00140036,29.768234569035005,-95.70882392307108,Residential,15,0.0,0.0,1.0,1994.0,43410,15,-0.0,0.0,0.0,0.0
cell_00140037,29.768234569035005,-95.7072688572586,Residential,18,0.0,0.0,1.0,1996.0,59722,18,-0.0,0.0,0.0,0.0
cell_00140038,29.768234569035005,-95.70571379144612,Residential,18,0.0,0.0,1.0,2000.0,64916,18,-0.0,0.0,0.0,0.0
cell_00140039,29.768234569035005,-95.70415872563368,Residential,13,0.0,0.0,1.0,2000.0,46372,13,-0.0,0.0,0.0,0.0
cell_00140041,29.768234569035005,-95.70104859400874,Residential,14,88.89,0.0,1.0,2004.0,77910,14,-0.0,0.0,0.0,0.0
cell_00140042,29.768234569035005,-95.69949352819626,Residential,8,0.0,0.0,1.0,2004.0,56764,8,-0.0,0.0,0.0,0.0
cell_00140043,29.768234569035005,-95.6979384623838,Residential,13,0.0,0.0,1.0,2008.0,76101,13,0.2262,0.0,0.0,0.0
cell_00140044,29.768234569035005,-95.69638339657132,Residential,9,44.44,0.0,1.0,2008.0,52261,9,-0.0,0.0,0.0,0.0
cell_00140045,29.768234569035005,-95.69482833075888,Residential,6,0.0,0.0,1.0,2010.0,32235,6,-0.0,0.0,0.0,0.0
cell_00140079,29.768234569035005,-95.64195609313497,Institutional,3,133.33,0.0,1.0,,178520,3,-0.0,0.0,0.0,0.0
cell_00140080,29.768234569035005,-95.64040102732248,Residential,14,0.0,0.0,1.0,1989.0,43041,14,-0.0,0.0,0.0,0.0
cell_00140081,29.768234569035005,-95.63884596151,Residential,8,177.78,0.0,1.0,1976.0,26112,8,-0.0,0.0,0.0,0.0
cell_00140082,29.768234569035005,-95.63729089569752,Residential,18,133.33,0.0,1.0,1981.0,63002,19,-0.0,0.0,0.0,0.0
cell_00140083,29.768234569035005,-95.63573582988508,Residential,19,0.0,0.0,1.0,1992.0,62263,19,0.2805,0.0,0.0,0.0
cell_00140084,29.768234569035005,-95.6341807640726,Residential,18,0.0,0.0,1.0,1990.0,54644,18,-0.0,0.0,0.0,0.0
cell_00140085,29.768234569035005,-95.63262569826014,Residential,19,0.0,0.0,1.0,1986.0,58509,19,-0.0,0.0,0.0,0.0
cell_00140086,29.768234569035005,-95.63107063244766,Residential,25,0.0,0.0,1.0,1997.0,85990,25,-0.0,0.0,0.0,0.0
cell_00140087,29.768234569035005,-95.6295155666352,Residential,19,0.0,0.0,1.0,1998.0,87034,19,-0.0,0.0,0.0,0.0
cell_00140088,29.768234569035005,-95.62796050082272,Residential,16,0.0,0.0,1.0,2003.0,77212,17,-0.0,0.0,0.0,0.0
cell_00140089,29.768234569035005,-95.62640543501028,Commercial,40,0.0,0.0,1.0,2014.0,96018,40,0.9972,0.0,0.0,0.0
cell_00140090,29.768234569035005,-95.6248503691978,Institutional,18,133.33,0.6667,1.0,,139090,18,0.5976,44.44,0.0,0.0
cell_00140091,29.768234569035005,-95.62329530338532,Institutional,3,533.33,0.0,1.0,,74473,5,-0.0,44.44,0.0,0.0
cell_00140095,29.768234569035005,-95.61707504013546,Residential,18,0.0,0.0,1.0,1986.0,64278,18,-0.0,0.0,0.0,0.0
cell_00140096,29.768234569035005,-95.61551997432298,Residential,28,0.0,0.0,1.0,1983.0,93699,28,-0.0,0.0,0.0,0.0
cell_00140097,29.768234569035005,-95.61396490851052,Residential,24,0.0,0.0,1.0,1982.0,77763,24,-0.0,0.0,0.0,0.0
cell_00140098,29.768234569035005,-95.61240984269804,Institutional,5,88.89,0.0,1.0,1968.0,13744,5,0.3948,0.0,0.0,0.0
cell_00140099,29.768234569035005,-95.6108547768856,Residential,6,88.89,0.0,1.0,1973.0,19066,6,-0.0,0.0,0.0,0.0
cell_00140100,29.768234569035005,-95.6092997110731,Residential,13,44.44,0.0,1.0,1976.0,40953,13,-0.0,0.0,0.0,0.0
cell_00140101,29.768234569035005,-95.60774464526064,Institutional,7,44.44,0.0,1.0,1977.0,685473,8,0.5547,0.0,0.0,0.0
cell_00140102,29.768234569035005,-95.60618957944816,Residential,3,44.44,0.0,1.0,1969.0,8937,3,-0.0,0.0,0.0,0.0
cell_00140110,29.768234569035005,-95.59374905294844,Residential,3,0.0,0.0,1.0,2024.0,21808,4,-0.0,0.0,0.0,0.0
cell_00140145,29.768234569035005,-95.53932174951206,Residential,4,0.0,0.0,1.0,2004.0,32549,4,-0.0,0.0,0.0,0.0
cell_00140146,29.768234569035005,-95.53776668369956,Residential,6,0.0,0.0,1.0,2002.0,39072,6,-0.0,0.0,0.0,0.0
cell_00140147,29.768234569035005,-95.53621161788712,Residential,5,0.0,0.0,1.0,2002.0,48287,7,-0.0,0.0,0.0,0.0
cell_00140152,29.768234569035005,-95.52843628882476,Residential,6,0.0,0.0,1.0,2000.0,76613,9,-0.0,0.0,0.0,0.0
cell_00140153,29.768234569035005,-95.52688122301232,Residential,3,0.0,0.0,1.0,2001.0,12659,3,0.9862,0.0,0.0,0.0
cell_00140156,29.768234569035005,-95.52221602557488,Residential,3,0.0,0.0,1.0,1982.0,26394,5,0.0385,0.0,0.0,0.0
cell_00140157,29.768234569035005,-95.52066095976244,Residential,5,0.0,0.0,1.0,1993.0,41659,5,-0.0,0.0,0.0,0.0
cell_00140158,29.768234569035005,-95.51910589394996,Residential,4,0.0,0.0,1.0,2001.0,20839,4,0.8047,0.0,0.0,0.0
cell_00140159,29.768234569035005,-95.5175508281375,Residential,5,0.0,0.0,1.0,1996.0,45902,6,-0.0,0.0,0.0,0.0
cell_00140160,29.768234569035005,-95.51599576232502,Residential,6,0.0,0.0,1.0,1997.0,86930,10,-0.0,0.0,0.0,0.0
cell_00140163,29.768234569035005,-95.51133056488764,Residential,6,0.0,0.0,1.0,2011.0,77609,8,-0.0,0.0,0.0,0.0
cell_00140164,29.768234569035005,-95.50977549907516,Residential,4,0.0,0.0,1.0,2005.0,40901,4,-0.0,0.0,0.0,0.0
cell_00140167,29.768234569035005,-95.50511030163776,Residential,3,0.0,0.0,1.0,1986.0,36294,6,-0.0,0.0,0.0,0.0
cell_00140168,29.768234569035005,-95.50355523582527,Residential,4,0.0,0.0,1.0,1986.0,38907,6,-0.0,0.0,0.0,0.0
cell_00140169,29.768234569035005,-95.50200017001282,Residential,3,0.0,0.0,1.0,2020.0,23110,3,-0.0,0.0,0.0,0.0
cell_00140170,29.768234569035005,-95.50044510420034,Residential,8,0.0,0.0,1.0,1994.0,74523,10,-0.0,0.0,0.0,0.0
cell_00140173,29.768234569035005,-95.49577990676296,Residential,8,0.0,0.0,1.0,2006.0,75035,9,-0.0,0.0,0.0,0.0
cell_00140174,29.768234569035005,-95.49422484095048,Residential,7,0.0,0.0,1.0,2000.0,58758,7,-0.0,0.0,0.0,0.0
cell_00140182,29.768234569035005,-95.48178431445072,Residential,13,0.0,0.0,1.0,1997.0,79664,15,0.0003,0.0,0.0,0.0
cell_00140187,29.768234569035005,-95.4740089853884,Residential,4,0.0,0.0,1.0,2007.0,21606,4,-0.0,0.0,0.0,0.0
cell_00140188,29.768234569035005,-95.47245391957593,Residential,12,0.0,0.0,1.0,2008.0,54695,12,0.5684,0.0,0.0,0.0
cell_00140189,29.768234569035005,-95.47089885376346,Residential,3,0.0,0.0,1.0,1982.0,13350,3,-0.0,0.0,0.0,0.0
