cell_id,shop_density_km2,brand_ratio
cell_00022943,44.44,0.0
cell_00022944,88.89,0.0
cell_00022945,0.0,0.0
cell_00022955,0.0,0.0
cell_00022956,0.0,0.0
cell_00022957,0.0,0.0
cell_00022958,0.0,0.0
cell_00022970,0.0,0.0
cell_00022971,0.0,0.0
cell_00023581,0.0,0.0
cell_00023582,0.0,0.0
cell_00023583,0.0,0.0
cell_00023584,0.0,0.0
cell_00023585,0.0,0.0
cell_00023586,0.0,0.0
cell_00023587,0.0,0.0
cell_00023588,0.0,0.0
cell_00023589,0.0,0.0
cell_00023590,0.0,0.0
cell_00023591,0.0,0.0
cell_00023592,0.0,0.0
cell_00023593,0.0,0.0
cell_00023594,0.0,0.0
cell_00023596,0.0,0.0
cell_00023597,0.0,0.0
cell_00023598,0.0,0.0
cell_00023599,0.0,0.0
cell_00023613,0.0,0.0
cell_00023615,44.44,0.0
cell_00023623,0.0,0.0
cell_00023624,0.0,0.0
cell_00023630,44.44,0.0
cell_00023633,0.0,0.0
cell_00023634,0.0,0.0
cell_00023635,0.0,0.0
cell_00023636,0.0,0.0
cell_00023640,0.0,0.0
cell_00023642,0.0,0.0
cell_00023649,0.0,0.0
cell_00023650,0.0,0.0
cell_00024259,0.0,0.0
cell_00024260,0.0,0.0
cell_00024261,0.0,0.0
cell_00024262,0.0,0.0
cell_00024263,0.0,0.0
cell_00024264,0.0,0.0
cell_00024265,0.0,0.0
cell_00024266,0.0,0.0
cell_00024267,0.0,0.0
cell_00024268,0.0,0.0
cell_00024269,0.0,0.0
cell_00024270,0.0,0.0
cell_00024271,0.0,0.0
cell_00024272,0.0,0.0
cell_00024273,0.0,0.0
cell_00024275,0.0,0.0
cell_00024276,0.0,0.0
cell_00024277,0.0,0.0
cell_00024278,0.0,0.0
cell_00024284,266.67,0.5
cell_00024305,88.89,0.0
cell_00024310,0.0,0.0
cell_00024313,0.0,0.0
cell_00024314,0.0,0.0
cell_00024315,0.0,0.0
cell_00024320,0.0,0.0
cell_00024321,0.0,0.0
cell_00024938,0.0,0.0
cell_00024939,0.0,0.0
cell_00024940,0.0,0.0
cell_00024941,0.0,0.0
cell_00024942,0.0,0.0
cell_00024943,0.0,0.0
cell_00024944,0.0,0.0
cell_00024945,0.0,0.0
cell_00024946,0.0,0.0
cell_00024947,0.0,0.0
cell_00024948,0.0,0.0
cell_00024949,0.0,0.0
cell_00024950,0.0,0.0
cell_00024951,0.0,0.0
cell_00024952,0.0,0.0
cell_00024953,0.0,0.0
cell_00024954,0.0,0.0
cell_00024955,0.0,0.0
cell_00024956,0.0,0.0
cell_00024964,0.0,0.0
cell_00024965,2000.0,0.6889
cell_00024968,355.56,0.5
cell_00024982,0.0,0.0
cell_00024988,88.89,0.0
cell_00024989,0.0,0.0
cell_00024997,0.0,0.0
cell_00025617,0.0,0.0
cell_00025618,0.0,0.0
cell_00025619,0.0,0.0
cell_00025620,0.0,0.0
cell_00025621,0.0,0.0
cell_00025622,0.0,0.0
cell_00025623,0.0,0.0
cell_00025624,0.0,0.0
cell_00025625,0.0,0.0
cell_00025626,0.0,0.0
cell_00025627,0.0,0.0
cell_00025628,0.0,0.0
cell_00025629,0.0,0.0
cell_00025630,0.0,0.0
cell_00025631,0.0,0.0
cell_00025632,0.0,0.0
cell_00025633,0.0,0.0
cell_00025634,0.0,0.0
cell_00025635,0.0,0.0
cell_00025648,44.44,1.0
cell_00025660,0.0,0.0
cell_00025661,0.0,0.0
cell_00025662,0.0,0.0
cell_00025677,0.0,0.0
cell_00025678,0.0,0.0
cell_00026296,0.0,0.0
cell_00026297,0.0,0.0
cell_00026298,0.0,0.0
cell_00026299,0.0,0.0
cell_00026300,0.0,0.0
cell_00026301,0.0,0.0
cell_00026302,0.0,0.0
cell_00026303,0.0,0.0
cell_00026304,0.0,0.0
cell_00026305,0.0,0.0
cell_00026306,0.0,0.0
cell_00026307,0.0,0.0
cell_00026308,0.0,0.0
cell_00026309,0.0,0.0
cell_00026310,0.0,0.0
cell_00026311,0.0,0.0
cell_00026312,0.0,0.0
cell_00026313,0.0,0.0
cell_00026314,0.0,0.0
cell_00026315,0.0,0.0
cell_00026330,133.33,0.6667
cell_00026338,0.0,0.0
cell_00026355,0.0,0.0
cell_00026974,0.0,0.0
cell_00026975,0.0,0.0
cell_00026976,0.0,0.0
cell_00026977,0.0,0.0
cell_00026978,0.0,0.0
cell_00026979,0.0,0.0
cell_00026980,0.0,0.0
cell_00026981,0.0,0.0
cell_00026982,0.0,0.0
cell_00026983,0.0,0.0
cell_00026984,0.0,0.0
cell_00026985,0.0,0.0
cell_00026986,0.0,0.0
cell_00026987,0.0,0.0
cell_00026988,0.0,0.0
cell_00026989,0.0,0.0
cell_00026990,0.0,0.0
cell_00026991,0.0,0.0
cell_00026992,0.0,0.0
cell_00026993,0.0,0.0
cell_00026994,0.0,0.0
cell_00027006,1644.44,0.5946
cell_00027007,0.0,0.0
cell_00027008,88.89,1.0
cell_00027015,0.0,0.0
cell_00027021,0.0,0.0
cell_00027653,0.0,0.0
cell_00027654,44.44,0.0
cell_00027655,0.0,0.0
cell_00027656,0.0,0.0
cell_00027657,0.0,0.0
cell_00027658,0.0,0.0
cell_00027659,0.0,0.0
cell_00027660,0.0,0.0
cell_00027661,0.0,0.0
cell_00027662,0.0,0.0
cell_00027663,0.0,0.0
cell_00027664,0.0,0.0
cell_00027665,0.0,0.0
