cell_id,avg_floors,avg_yearbuilt,total_bldg_area,building_count
r0105_c0081,2.0,,43472.0,48.0
r0105_c0082,2.0,,19052.0,24.0
r0105_c0083,2.0,,63517.0,1.0
r0105_c0084,,,,
r0105_c0085,1.8,,10834.0,5.0
r0105_c0086,2.0,,43386.0,50.0
r0105_c0087,2.0,,51073.0,58.0
r0105_c0088,2.0,,81520.0,56.0
r0105_c0089,1.5,,35487.0,31.0
r0105_c0090,2.0,,48201.0,43.0
r0105_c0091,2.0,,150436.0,12.0
r0105_c0092,,,20867.0,1.0
r0105_c0093,2.0,,125878.0,3.0
r0105_c0094,2.0,,156933.0,3.0
r0105_c0095,1.6,,180681.0,13.0
r0105_c0096,1.2,,26955.0,15.0
r0105_c0097,,,954.0,1.0
r0105_c0111,2.1,,81746.0,52.0
r0105_c0112,1.9,,71435.0,40.0
r0105_c0113,2.2,,96619.0,65.0
r0105_c0114,2.3,,65195.0,57.0
r0105_c0115,2.4,,59677.0,57.0
r0105_c0116,2.6,,71373.0,29.0
r0105_c0117,2.2,,74860.0,64.0
r0105_c0118,2.2,,72081.0,77.0
r0105_c0119,2.1,,61882.0,63.0
r0105_c0120,2.2,,55242.0,29.0
r0105_c0121,2.1,,83228.0,40.0
r0105_c0122,2.1,,45890.0,56.0
r0105_c0123,2.1,,83312.0,73.0
r0105_c0124,1.7,,82062.0,85.0
r0105_c0126,2.1,,82075.0,74.0
r0105_c0127,2.3,,80477.0,49.0
r0105_c0128,2.1,,94568.0,57.0
r0105_c0129,2.2,,69358.0,48.0
r0105_c0130,1.8,,83906.0,26.0
r0105_c0131,1.9,,69084.0,60.0
r0105_c0132,2.1,,97844.0,75.0
r0105_c0133,2.0,,114227.0,68.0
r0105_c0134,2.2,,62713.0,23.0
r0105_c0135,1.8,,93528.0,79.0
r0105_c0136,1.9,,82681.0,77.0
r0105_c0137,1.7,,43111.0,39.0
r0105_c0138,1.9,,102974.0,70.0
r0105_c0139,1.6,,15601.0,16.0
r0105_c0140,,,40770.0,6.0
r0105_c0141,2.0,,56812.0,2.0
r0106_c0076,,,,
r0106_c0077,,,,
r0106_c0078,,,63.0,1.0
r0106_c0079,,,,
r0106_c0080,,,,
r0106_c0081,,,,
r0106_c0082,,,,
r0106_c0083,,,127049.0,1.0
r0106_c0084,,,,
r0106_c0085,,,460.0,1.0
r0106_c0086,,,57806.0,1.0
r0106_c0087,,,,
r0106_c0088,3.0,,34540.0,18.0
r0106_c0089,3.0,,33540.0,3.0
