cell_id,avg_floors,avg_yearbuilt,total_bldg_area,building_count
r0029_c0034,4.7,1894,257958.0,35.0
r0029_c0035,5.0,1892,491019.0,49.0
r0029_c0037,5.5,1906,383315.0,25.0
r0029_c0038,5.3,1926,645752.0,48.0
r0029_c0040,1.8,1958,80582.0,6.0
r0030_c0021,9.9,1944,1268877.0,12.0
r0030_c0022,15.3,1962,1949663.0,8.0
r0030_c0023,5.7,1867,1213224.0,30.0
r0030_c0024,4.1,1868,367694.0,48.0
r0030_c0025,4.9,1899,488292.0,43.0
r0030_c0026,5.8,1893,737065.0,42.0
r0030_c0028,8.8,1907,712261.0,12.0
r0030_c0029,7.1,1904,828138.0,26.0
r0030_c0030,5.6,1890,548779.0,28.0
r0030_c0031,6.9,1908,866449.0,38.0
r0030_c0032,4.8,1887,633328.0,50.0
r0030_c0033,4.8,1885,612164.0,69.0
r0030_c0034,4.6,1899,508115.0,73.0
r0030_c0035,4.9,1906,574510.0,70.0
r0030_c0036,4.6,1885,239166.0,35.0
r0030_c0037,5.1,1901,491934.0,53.0
r0030_c0038,5.6,1939,670591.0,39.0
r0030_c0039,9.0,1941,703921.0,16.0
r0031_c0020,25.0,1978,1614622.0,2.0
r0031_c0021,10.0,1972,1265345.0,4.0
r0031_c0022,8.7,1920,1605726.0,4.0
r0031_c0023,4.5,1910,915581.0,25.0
r0031_c0024,4.6,1898,542928.0,45.0
r0031_c0025,4.3,1875,399749.0,55.0
r0031_c0026,5.4,1886,798833.0,43.0
r0031_c0027,5.2,1900,288965.0,21.0
r0031_c0028,10.6,1963,1030900.0,7.0
r0031_c0029,9.1,1925,1054804.0,11.0
r0031_c0030,6.6,1885,1075540.0,26.0
r0031_c0031,6.8,1911,709252.0,12.0
r0031_c0032,5.1,1896,667300.0,55.0
r0031_c0033,4.8,1909,534944.0,54.0
r0031_c0034,5.2,1907,621931.0,73.0
r0031_c0035,4.8,1912,472121.0,61.0
r0031_c0036,5.1,1917,591472.0,38.0
r0031_c0037,5.0,1922,533076.0,59.0
r0031_c0038,4.5,1913,300978.0,47.0
r0031_c0039,10.2,1943,683248.0,12.0
r0032_c0020,13.0,2016,129685.0,1.0
r0032_c0021,5.7,1964,633292.0,11.0
r0032_c0022,4.8,1891,795520.0,30.0
r0032_c0023,3.9,1887,378527.0,49.0
r0032_c0024,4.3,1881,522724.0,67.0
r0032_c0025,4.1,1883,446965.0,48.0
r0032_c0026,5.1,1880,695974.0,46.0
r0032_c0027,6.8,1931,634515.0,9.0
r0032_c0028,7.8,1902,346329.0,5.0
r0032_c0029,9.1,1902,1299422.0,21.0
r0032_c0030,17.7,1916,1512225.0,8.0
r0032_c0031,9.6,1935,1703395.0,9.0
r0032_c0032,5.6,1897,719887.0,35.0
r0032_c0033,4.6,1883,360078.0,44.0
r0032_c0034,6.0,1910,692863.0,38.0
r0032_c0035,4.9,1908,467580.0,37.0
r0032_c0036,5.3,1921,748399.0,54.0
