cell_id,nightlife_density
r0042_c0029,44.44
r0042_c0030,44.44
r0042_c0031,0.0
r0042_c0032,177.78
r0042_c0033,0.0
r0042_c0034,44.44
r0042_c0035,88.89
r0042_c0036,0.0
r0042_c0037,44.44
r0042_c0038,0.0
r0042_c0039,0.0
r0042_c0040,0.0
r0042_c0041,0.0
r0043_c0022,0.0
r0043_c0023,0.0
r0043_c0024,44.44
r0043_c0025,0.0
r0043_c0026,0.0
r0043_c0027,133.33
r0043_c0028,0.0
r0043_c0029,133.33
r0043_c0030,88.89
r0043_c0031,266.67
r0043_c0032,88.89
r0043_c0033,88.89
r0043_c0034,44.44
r0043_c0035,0.0
r0043_c0036,0.0
r0043_c0037,44.44
r0043_c0038,133.33
r0043_c0039,0.0
r0043_c0040,0.0
r0043_c0041,0.0
r0043_c0042,0.0
r0044_c0021,0.0
r0044_c0022,0.0
r0044_c0023,0.0
r0044_c0024,0.0
r0044_c0025,44.44
r0044_c0026,44.44
r0044_c0027,44.44
r0044_c0028,0.0
r0044_c0029,177.78
r0044_c0030,0.0
r0044_c0031,44.44
r0044_c0032,0.0
r0044_c0033,44.44
r0044_c0034,0.0
r0044_c0035,44.44
r0044_c0036,0.0
r0044_c0037,0.0
r0044_c0038,44.44
r0044_c0039,0.0
r0044_c0040,0.0
r0044_c0041,0.0
r0044_c0042,0.0
r0045_c0022,0.0
r0045_c0023,88.89
r0045_c0024,0.0
r0045_c0025,0.0
r0045_c0026,0.0
r0045_c0028,0.0
r0045_c0029,88.89
r0045_c0030,133.33
r0045_c0031,44.44
r0045_c0032,44.44
r0045_c0033,222.22
r0045_c0034,88.89
r0045_c0035,44.44
r0045_c0036,44.44
r0045_c0037,0.0
r0045_c0038,0.0
r0045_c0039,0.0
r0045_c0040,44.44
r0045_c0041,0.0
r0045_c0042,0.0
r0045_c0043,0.0
r0046_c0022,0.0
r0046_c0023,0.0
r0046_c0024,0.0
r0046_c0025,44.44
r0046_c0026,0.0
r0046_c0028,133.33
r0046_c0029,88.89
r0046_c0030,88.89
r0046_c0031,0.0
