cell_id,cell_lat,cell_lon,zone_type,cell_lot_count,amenity_density,amenity_ratio_food_drink,avg_floors,avg_yearbuilt,total_bldg_area,building_count,landuse_entropy,tourism_density,shop_density_km2,shop_type_entropy,brand_ratio
r0038_c0022,40.7382783,-74.0065396,Residential,73,222.22,0.2,3.8,1869.0,706315.0,78,2.1857,0.0,0.0,0.0,0.0
r0038_c0023,40.7382783,-74.0047552,Residential,57,888.89,0.6,4.1,1861.0,487595.0,67,1.9886,0.0,355.56,2.4056,0.125
r0038_c0024,40.7382783,-74.0029708,Residential,50,666.67,0.2667,4.8,1869.0,794413.0,60,2.2865,0.0,88.89,1.0,0.0
r0038_c0025,40.7382783,-74.0011864,Mixed-Use,44,844.44,0.3158,4.7,1888.0,755813.0,50,2.0574,0.0,222.22,2.3219,0.0
r0038_c0026,40.7382783,-73.9994021,Residential,30,1155.56,0.3462,6.6,1898.0,1100380.0,30,2.3132,88.89,44.44,-0.0,0.0
r0038_c0027,40.7382783,-73.9976177,Mixed-Use,38,577.78,0.2308,4.8,1920.0,787213.0,43,1.7572,0.0,0.0,0.0,0.0
r0038_c0028,40.7382783,-73.9958333,Residential,18,977.78,0.3182,7.1,1932.0,827429.0,18,2.0083,0.0,311.11,2.5216,0.0
r0038_c0029,40.7382783,-73.9940489,Mixed-Use,41,577.78,0.5385,7.1,1909.0,1218144.0,48,2.2625,133.33,44.44,-0.0,0.0
r0038_c0030,40.7382783,-73.9922645,Commercial,21,1333.33,0.1,9.8,1900.0,1500092.0,20,1.2479,0.0,711.11,1.3113,0.75
r0038_c0031,40.7382783,-73.9904801,Commercial,20,1200.0,0.2593,7.1,1886.0,1079289.0,23,1.425,0.0,533.33,3.085,0.5
r0038_c0032,40.7382783,-73.9886957,Commercial,28,1111.11,0.52,8.3,1898.0,1517894.0,28,1.8663,0.0,88.89,1.0,0.5
r0038_c0033,40.7382783,-73.9869113,Residential,21,711.11,0.4375,8.0,1884.0,1114492.0,23,2.2563,0.0,177.78,2.0,0.75
r0038_c0034,40.7382783,-73.9851269,Open Space,17,533.33,0.1667,10.1,1932.0,872705.0,17,1.9676,0.0,0.0,0.0,0.0
r0038_c0035,40.7382783,-73.9833425,Mixed-Use,30,1688.89,0.3421,8.2,1942.0,1162228.0,32,1.519,44.44,577.78,3.3927,0.0769
r0038_c0036,40.7382783,-73.9815581,Mixed-Use,24,977.78,0.4091,7.2,1934.0,911483.0,28,1.7131,44.44,266.67,1.9183,0.0
r0038_c0037,40.7382783,-73.9797737,Residential,5,755.56,0.1176,19.4,1969.0,1742708.0,10,-0.0,0.0,533.33,3.2516,0.0833
r0038_c0038,40.7382783,-73.9779893,Institutional,11,800.0,0.0,9.0,1946.0,906836.0,15,0.8065,0.0,88.89,1.0,0.0
r0039_c0021,40.7396296,-74.008324,Mixed-Use,15,711.11,0.25,3.7,1919.0,907958.0,21,2.1829,88.89,133.33,1.585,0.3333
r0039_c0022,40.7396296,-74.0065396,Commercial,26,844.44,0.4211,4.3,1904.0,568477.0,32,1.2576,44.44,266.67,2.2516,0.6667
r0039_c0023,40.7396296,-74.0047552,Mixed-Use,13,888.89,0.15,5.2,1921.0,477860.0,15,2.3718,0.0,44.44,-0.0,0.0
r0039_c0024,40.7396296,-74.0029708,Mixed-Use,30,1600.0,0.1667,4.9,1903.0,408263.0,33,2.2021,177.78,88.89,1.0,0.0
r0039_c0025,40.7396296,-74.0011864,Residential,47,577.78,0.6154,5.3,1917.0,770744.0,53,2.1223,0.0,177.78,2.0,0.0
r0039_c0026,40.7396296,-73.9994021,Residential,35,488.89,0.1818,6.1,1917.0,882181.0,38,1.7464,0.0,88.89,-0.0,0.5
r0039_c0027,40.7396296,-73.9976177,Residential,32,577.78,0.0769,6.6,1922.0,949547.0,33,2.0378,44.44,88.89,1.0,0.5
r0039_c0028,40.7396296,-73.9958333,Mixed-Use,30,1600.0,0.1667,4.8,1919.0,606482.0,31,1.5557,0.0,577.78,3.2389,0.5385
r0039_c0029,40.7396296,-73.9940489,Commercial,14,933.33,0.1905,9.1,1907.0,1355332.0,18,0.8794,0.0,222.22,1.9219,0.6
r0039_c0030,40.7396296,-73.9922645,Commercial,36,844.44,0.3158,7.5,1887.0,1441408.0,35,1.1565,0.0,222.22,1.9219,0.4
r0039_c0031,40.7396296,-73.9904801,Commercial,24,2177.78,0.1633,8.3,1886.0,1213148.0,26,1.0955,0.0,977.78,2.5726,0.5455
r0039_c0032,40.7396296,-73.9886957,Mixed-Use,46,888.89,0.4,7.5,1893.0,1403171.0,47,2.077,0.0,133.33,1.585,0.3333
r0039_c0033,40.7396296,-73.9869113,Mixed-Use,13,800.0,0.3889,15.5,1928.0,1382296.0,13,1.55,0.0,266.67,2.585,0.8333
r0039_c0034,40.7396296,-73.9851269,Mixed-Use,21,1155.56,0.5,8.6,1929.0,1455638.0,24,1.7778,44.44,44.44,-0.0,0.0
r0039_c0035,40.7396296,-73.9833425,Institutional,13,1066.67,0.1667,12.3,1960.0,1786466.0,13,1.8223,133.33,133.33,1.585,0.0
r0039_c0036,40.7396296,-73.9815581,Residential,40,977.78,0.1818,5.8,1925.0,908544.0,47,1.7175,177.78,355.56,2.5,0.125
r0039_c0037,40.7396296,-73.9797737,Mixed-Use,21,977.78,0.1818,8.3,1937.0,1208599.0,24,1.3935,177.78,311.11,2.5216,0.0
r0039_c0038,40.7396296,-73.9779893,Open Space,3,800.0,0.0556,11.5,1989.0,356805.0,2,1.1678,44.44,0.0,0.0,0.0
r0040_c0021,40.740981,-74.008324,Commercial,12,1511.11,0.2353,7.4,1959.0,500280.0,8,0.8551,266.67,44.44,-0.0,1.0
r0040_c0022,40.740981,-74.0065396,Commercial,20,1244.44,0.2143,4.8,1901.0,780789.0,20,0.2474,88.89,755.56,2.6962,0.7647
r0040_c0023,40.740981,-74.0047552,Mixed-Use,22,1022.22,0.5217,6.0,1906.0,652740.0,25,1.8555,44.44,88.89,1.0,1.0
r0040_c0024,40.740981,-74.0029708,Commercial,24,444.44,0.1,5.1,1909.0,2451520.0,26,1.5042,88.89,0.0,0.0,0.0
r0040_c0025,40.740981,-74.0011864,Mixed-Use,24,1066.67,0.3333,5.8,1921.0,669662.0,33,1.8809,44.44,88.89,1.0,0.0
r0040_c0026,40.740981,-73.9994021,Mixed-Use,32,533.33,0.0833,6.6,1917.0,1226375.0,45,2.0125,0.0,177.78,2.0,0.25
r0040_c0027,40.740981,-73.9976177,Mixed-Use,18,444.44,0.2,7.5,1951.0,707408.0,19,1.9135,0.0,0.0,0.0,0.0
r0040_c0028,40.740981,-73.9958333,Commercial,23,711.11,0.125,7.1,1921.0,1120253.0,23,1.878,0.0,44.44,-0.0,0.0
r0040_c0029,40.740981,-73.9940489,Commercial,19,1155.56,0.3077,5.7,1876.0,891310.0,20,1.2837,0.0,311.11,2.5216,0.5714
r0040_c0030,40.740981,-73.9922645,Commercial,36,622.22,0.4286,9.4,1907.0,1858066.0,37,1.3433,0.0,88.89,1.0,0.0
r0040_c0031,40.740981,-73.9904801,Commercial,24,1555.56,0.1429,7.6,1893.0,1050136.0,26,1.1312,88.89,488.89,2.7322,0.2727
r0040_c0032,40.740981,-73.9886957,Mixed-Use,10,3200.0,0.0972,12.9,1930.0,741841.0,10,1.2866,222.22,444.44,3.1219,0.2
r0040_c0033,40.740981,-73.9869113,Commercial,8,888.89,0.35,17.5,1920.0,3192648.0,8,-0.0,88.89,44.44,-0.0,1.0
r0040_c0034,40.740981,-73.9851269,Commercial,17,933.33,0.2857,10.5,1931.0,1081315.0,18,1.5674,88.89,88.89,1.0,0.5
r0040_c0035,40.740981,-73.9833425,Institutional,21,933.33,0.2857,5.3,1918.0,700288.0,21,1.6467,88.89,177.78,1.5,0.0
r0040_c0036,40.740981,-73.9815581,Mixed-Use,37,2444.44,0.4,7.0,1928.0,1011728.0,37,1.1928,44.44,1022.22,3.5884,0.0435
r0040_c0037,40.740981,-73.9797737,Residential,28,711.11,0.125,6.2,1930.0,643835.0,31,1.5598,44.44,133.33,1.585,0.0
r0040_c0038,40.740981,-73.9779893,Mixed-Use,6,622.22,0.2143,11.2,1942.0,1024094.0,13,0.3865,0.0,177.78,1.5,0.25
r0040_c0039,40.740981,-73.9762049,Residential,15,622.22,0.1429,7.3,1929.0,680617.0,16,1.4737,0.0,44.44,-0.0,0.0
r0041_c0021,40.7423323,-74.008324,Commercial,4,3244.44,0.0548,6.3,1952.0,127955.0,3,0.9932,400.0,177.78,0.8113,0.25
r0041_c0022,40.7423323,-74.0065396,Commercial,8,977.78,0.5,6.6,1935.0,1734637.0,9,0.1393,44.44,177.78,1.5,0.5
r0041_c0023,40.7423323,-74.0047552,Residential,3,1600.0,0.3889,9.3,1983.0,531718.0,6,0.7625,44.44,266.67,2.585,0.1667
r0041_c0024,40.7423323,-74.0029708,Institutional,31,622.22,0.0714,5.2,1914.0,674110.0,32,1.8288,44.44,88.89,1.0,0.0
r0041_c0025,40.7423323,-74.0011864,Residential,41,1244.44,0.2857,4.3,1912.0,360038.0,41,2.0924,44.44,177.78,2.0,0.0
r0041_c0026,40.7423323,-73.9994021,Mixed-Use,52,1022.22,0.3913,4.9,1917.0,836692.0,56,2.1718,44.44,177.78,2.0,0.25
r0041_c0027,40.7423323,-73.9976177,Mixed-Use,44,933.33,0.1905,5.7,1920.0,951556.0,49,1.8927,0.0,177.78,1.5,0.0
r0041_c0028,40.7423323,-73.9958333,Mixed-Use,31,533.33,0.25,8.0,1929.0,1221131.0,32,2.0833,0.0,133.33,1.585,0.3333
r0041_c0029,40.7423323,-73.9940489,Mixed-Use,20,977.78,0.3182,9.2,1930.0,1127934.0,20,1.6999,0.0,400.0,2.4194,0.5556
r0041_c0030,40.7423323,-73.9922645,Mixed-Use,13,1422.22,0.3125,6.8,1894.0,980020.0,14,1.2547,0.0,266.67,2.585,0.3333
r0041_c0031,40.7423323,-73.9904801,Commercial,18,1155.56,0.3077,7.8,1892.0,1943559.0,21,0.9687,0.0,222.22,2.3219,0.6
r0041_c0032,40.7423323,-73.9886957,Open Space,3,3200.0,0.0417,8.7,1910.0,286840.0,3,0.3523,88.89,355.56,3.0,0.75
r0041_c0033,40.7423323,-73.9869113,Commercial,3,2800.0,0.0159,29.7,1952.0,729714.0,3,1.5093,800.0,88.89,1.0,0.5
r0041_c0034,40.7423323,-73.9851269,Commercial,10,577.78,0.4615,12.9,1924.0,2225412.0,10,0.1305,44.44,0.0,0.0,0.0
r0041_c0035,40.7423323,-73.9833425,Commercial,44,1911.11,0.5581,6.0,1920.0,1289017.0,42,2.0687,44.44,444.44,3.1219,0.1
r0041_c0036,40.7423323,-73.9815581,Mixed-Use,38,1733.33,0.3846,6.6,1930.0,850635.0,39,1.7594,0.0,755.56,3.6901,0.0
r0041_c0037,40.7423323,-73.9797737,Residential,43,1466.67,0.2121,6.0,1924.0,1126849.0,44,1.9739,44.44,666.67,3.2402,0.2667
r0041_c0038,40.7423323,-73.9779893,Mixed-Use,39,1422.22,0.2188,4.5,1919.0,541326.0,43,2.5712,133.33,222.22,2.3219,0.0
r0041_c0039,40.7423323,-73.9762049,Mixed-Use,4,311.11,0.0,11.0,1975.0,1094390.0,6,0.6272,0.0,44.44,-0.0,1.0
r0041_c0040,40.7423323,-73.9744206,Institutional,3,488.89,0.1818,17.0,1974.0,629434.0,3,0.4006,0.0,0.0,0.0,0.0
r0042_c0022,40.7436837,-74.0065396,Mixed-Use,9,488.89,0.1818,5.9,1939.0,601398.0,8,1.3464,88.89,88.89,1.0,0.0
r0042_c0023,40.7436837,-74.0047552,Residential,6,355.56,0.0,6.5,1948.0,698830.0,12,1.0964,0.0,0.0,0.0,0.0
r0042_c0024,40.7436837,-74.0029708,Mixed-Use,36,1600.0,0.2222,4.0,1898.0,535306.0,39,1.843,0.0,222.22,2.3219,0.0
r0042_c0025,40.7436837,-74.0011864,Residential,55,311.11,0.0,3.8,1889.0,538805.0,62,2.2351,0.0,88.89,1.0,0.5
r0042_c0026,40.7436837,-73.9994021,Residential,47,1644.44,0.3514,4.4,1907.0,410102.0,66,1.8202,177.78,533.33,3.1887,0.1667
r0042_c0027,40.7436837,-73.9976177,Residential,51,44.44,0.0,5.0,1912.0,881302.0,57,1.8061,0.0,0.0,0.0,0.0
r0042_c0028,40.7436837,-73.9958333,Mixed-Use,29,1466.67,0.303,5.4,1918.0,636921.0,31,1.5864,44.44,177.78,2.0,0.0
r0042_c0029,40.7436837,-73.9940489,Mixed-Use,25,844.44,0.1053,9.8,1934.0,1334318.0,29,1.8662,133.33,133.33,1.585,0.0
r0042_c0030,40.7436837,-73.9922645,Mixed-Use,16,1377.78,0.1613,17.3,1947.0,1554476.0,15,2.1285,133.33,266.67,2.2516,0.5
r0042_c0031,40.7436837,-73.9904801,Commercial,32,888.89,0.35,9.7,1917.0,1806381.0,31,1.8588,177.78,222.22,2.3219,0.0
r0042_c0032,40.7436837,-73.9886957,Commercial,21,2000.0,0.4222,10.0,1889.0,1386020.0,23,0.7419,44.44,355.56,2.75,0.125
r0042_c0033,40.7436837,-73.9869113,Mixed-Use,17,888.89,0.3,12.2,1912.0,1555614.0,17,1.6968,177.78,88.89,1.0,0.0
r0042_c0034,40.7436837,-73.9851269,Commercial,15,800.0,0.3333,14.8,1938.0,2079224.0,15,1.3407,44.44,177.78,2.0,0.25
r0042_c0035,40.7436837,-73.9833425,Mixed-Use,29,977.78,0.3636,8.4,1923.0,1052639.0,29,2.5533,133.33,177.78,2.0,0.25
r0042_c0036,40.7436837,-73.9815581,Residential,60,1022.22,0.1304,5.4,1922.0,663231.0,62,2.4919,44.44,400.0,2.9477,0.0
r0042_c0037,40.7436837,-73.9797737,Mixed-Use,30,2133.33,0.2917,6.9,1925.0,696496.0,35,1.9951,0.0,488.89,3.2776,0.1818
r0042_c0038,40.7436837,-73.9779893,Residential,67,755.56,0.2353,3.9,1907.0,429568.0,73,1.9362,0.0,177.78,2.0,0.25
r0042_c0039,40.7436837,-73.9762049,Mixed-Use,12,577.78,0.3846,8.5,1930.0,711715.0,12,1.1661,0.0,177.78,2.0,0.0
r0042_c0040,40.7436837,-73.9744206,Mixed-Use,22,800.0,0.2222,7.2,1931.0,689011.0,26,1.9317,0.0,355.56,2.5,0.0
r0042_c0041,40.7436837,-73.9726362,Institutional,3,711.11,0.25,34.0,1942.0,3057669.0,10,0.7356,44.44,0.0,0.0,0.0
r0043_c0022,40.745035,-74.0065396,Mixed-Use,14,800.0,0.1667,10.3,1969.0,1365747.0,17,0.4076,177.78,88.89,1.0,0.0
r0043_c0023,40.745035,-74.0047552,Residential,35,400.0,0.0,5.6,1900.0,601554.0,41,2.0369,0.0,0.0,0.0,0.0
r0043_c0024,40.745035,-74.0029708,Institutional,33,666.67,0.4667,4.5,1877.0,574408.0,37,2.059,0.0,133.33,1.585,0.0
r0043_c0025,40.745035,-74.0011864,Residential,60,444.44,0.2,4.1,1871.0,578645.0,61,1.7848,0.0,88.89,1.0,0.0
r0043_c0026,40.745035,-73.9994021,Residential,41,1511.11,0.2941,5.2,1893.0,662609.0,43,2.1677,177.78,444.44,3.1219,0.1
r0043_c0027,40.745035,-73.9976177,Residential,31,1155.56,0.3462,5.0,1919.0,713163.0,32,2.3617,44.44,266.67,2.585,0.3333
r0043_c0028,40.745035,-73.9958333,Mixed-Use,20,1022.22,0.087,7.8,1933.0,1672665.0,23,1.8425,0.0,311.11,2.8074,0.4286
r0043_c0029,40.745035,-73.9940489,Commercial,31,1111.11,0.32,9.8,1920.0,1752446.0,32,1.4296,88.89,266.67,2.585,0.1667
r0043_c0030,40.745035,-73.9922645,Commercial,34,1466.67,0.1818,9.9,1926.0,1688307.0,37,1.5511,44.44,666.67,3.3232,0.1333
r0043_c0031,40.745035,-73.9904801,Commercial,27,1866.67,0.3571,9.7,1910.0,1572602.0,28,1.4662,44.44,400.0,3.1699,0.1111
r0043_c0032,40.745035,-73.9886957,Commercial,36,1822.22,0.3171,8.7,1912.0,1428039.0,39,1.1584,222.22,488.89,2.4131,0.0
r0043_c0033,40.745035,-73.9869113,Commercial,24,2533.33,0.1404,15.2,1927.0,2076997.0,24,1.8764,44.44,177.78,2.0,0.0
r0043_c0034,40.745035,-73.9851269,Commercial,21,1733.33,0.1538,12.9,1929.0,1475453.0,23,1.7847,177.78,266.67,2.2516,0.1667
r0043_c0035,40.745035,-73.9833425,Commercial,26,1733.33,0.3077,11.9,1928.0,1627159.0,29,1.411,133.33,177.78,1.0,0.0
r0043_c0036,40.745035,-73.9815581,Commercial,39,1644.44,0.2703,6.9,1923.0,1626688.0,40,1.7531,133.33,355.56,2.75,0.0
r0043_c0037,40.745035,-73.9797737,Mixed-Use,28,1777.78,0.375,7.8,1926.0,1644027.0,29,1.5259,0.0,444.44,2.6464,0.2
r0043_c0038,40.745035,-73.9779893,Mixed-Use,21,1955.56,0.2955,8.2,1925.0,911810.0,22,1.8054,0.0,622.22,2.8352,0.1429
r0043_c0039,40.745035,-73.9762049,Residential,33,977.78,0.5,6.4,1928.0,1191069.0,35,1.6096,0.0,222.22,1.371,0.2
r0043_c0040,40.745035,-73.9744206,Open Space,16,2355.56,0.0189,6.1,1924.0,557938.0,13,2.0662,0.0,0.0,0.0,0.0
r0043_c0041,40.745035,-73.9726362,Mixed-Use,3,2222.22,0.0,30.0,2003.0,1475510.0,5,1.5281,0.0,44.44,-0.0,0.0
r0043_c0042,40.745035,-73.9708518,Open Space,5,844.44,0.0,22.5,1971.0,447297.0,3,1.8248,0.0,44.44,-0.0,0.0
r0044_c0021,40.7463864,-74.008324,Mixed-Use,4,844.44,0.0526,11.5,1963.0,255677.0,4,1.0763,88.89,0.0,0.0,0.0
r0044_c0022,40.7463864,-74.0065396,Commercial,21,977.78,0.0,4.8,1943.0,758829.0,20,1.5484,844.44,0.0,0.0,0.0
r0044_c0023,40.7463864,-74.0047552,Mixed-Use,31,577.78,0.2308,4.3,1876.0,361019.0,29,2.7415,177.78,44.44,-0.0,0.0
r0044_c0024,40.7463864,-74.0029708,Residential,70,44.44,0.0,4.5,1865.0,551437.0,77,1.403,0.0,0.0,0.0,0.0
r0044_c0025,40.7463864,-74.0011864,Residential,23,666.67,0.6667,5.2,1899.0,321589.0,24,1.498,0.0,177.78,2.0,0.0
r0044_c0026,40.7463864,-73.9994021,Residential,4,311.11,0.0,15.0,1938.0,1195908.0,8,0.0707,44.44,44.44,-0.0,0.0
r0044_c0027,40.7463864,-73.9976177,Mixed-Use,23,1288.89,0.2069,5.0,1922.0,494808.0,22,2.1226,44.44,266.67,2.585,0.0
r0044_c0028,40.7463864,-73.9958333,Residential,17,444.44,0.1,7.7,1937.0,922072.0,18,2.0946,0.0,44.44,-0.0,0.0
r0044_c0029,40.7463864,-73.9940489,Institutional,17,1555.56,0.4857,9.4,1931.0,1238574.0,17,1.8591,88.89,133.33,1.585,0.3333
r0044_c0030,40.7463864,-73.9922645,Commercial,34,888.89,0.15,12.9,1934.0,2069698.0,37,1.5105,266.67,311.11,2.1281,0.0
r0044_c0031,40.7463864,-73.9904801,Mixed-Use,49,1511.11,0.2353,5.8,1921.0,775681.0,53,1.4442,44.44,666.67,2.9996,0.0
r0044_c0032,40.7463864,-73.9886957,Commercial,22,1466.67,0.0909,11.3,1940.0,1269156.0,22,1.3518,133.33,933.33,2.9803,0.0
r0044_c0033,40.7463864,-73.9869113,Commercial,27,800.0,0.2778,10.0,1926.0,833604.0,24,1.8781,88.89,133.33,1.585,0.0
r0044_c0034,40.7463864,-73.9851269,Commercial,25,1688.89,0.4474,14.8,1932.0,2285456.0,26,1.0403,133.33,400.0,2.9477,0.0
r0044_c0035,40.7463864,-73.9833425,Commercial,21,1777.78,0.225,14.0,1928.0,2437961.0,22,1.0915,177.78,488.89,2.404,0.0
r0044_c0036,40.7463864,-73.9815581,Commercial,4,1111.11,0.2,27.2,1957.0,2116953.0,5,0.5733,88.89,44.44,-0.0,0.0
r0044_c0037,40.7463864,-73.9797737,Mixed-Use,20,1822.22,0.122,12.9,1946.0,1698559.0,23,1.4941,44.44,400.0,2.9477,0.1111
r0044_c0038,40.7463864,-73.9779893,Mixed-Use,38,1555.56,0.2286,6.9,1920.0,1273433.0,40,1.8596,0.0,577.78,2.8151,0.0769
r0044_c0039,40.7463864,-73.9762049,Mixed-Use,35,444.44,0.0,7.6,1931.0,1094258.0,32,2.3774,0.0,355.56,2.5,0.125
r0044_c0040,40.7463864,-73.9744206,Mixed-Use,13,533.33,0.0833,5.0,1920.0,181047.0,14,1.3668,0.0,222.22,1.371,0.0
r0044_c0041,40.7463864,-73.9726362,Mixed-Use,5,444.44,0.0,24.2,1964.0,1419889.0,4,1.4027,0.0,88.89,1.0,0.0
r0044_c0042,40.7463864,-73.9708518,Mixed-Use,4,888.89,0.0,7.3,1937.0,213496.0,3,0.7067,44.44,0.0,0.0,0.0
r0045_c0022,40.7477377,-74.0065396,Mixed-Use,20,666.67,0.0,6.5,1944.0,1139997.0,21,2.0637,533.33,44.44,-0.0,1.0
r0045_c0023,40.7477377,-74.0047552,Mixed-Use,32,1155.56,0.2692,5.5,1926.0,704295.0,34,2.4363,266.67,44.44,-0.0,0.0
r0045_c0024,40.7477377,-74.0029708,Residential,24,355.56,0.0,5.1,1874.0,1843826.0,36,1.8731,0.0,0.0,0.0,0.0
r0045_c0025,40.7477377,-74.0011864,Residential,20,622.22,0.3571,6.4,1921.0,581116.0,25,1.407,0.0,266.67,2.585,0.0
r0045_c0026,40.7477377,-73.9994021,Residential,7,577.78,0.0769,5.8,1935.0,269424.0,7,1.4808,0.0,44.44,-0.0,0.0
r0045_c0028,40.7477377,-73.9958333,Institutional,14,1333.33,0.0333,8.5,1930.0,1295455.0,15,1.7519,44.44,177.78,2.0,0.0
r0045_c0029,40.7477377,-73.9940489,Institutional,19,666.67,0.2667,12.3,1958.0,1836878.0,19,1.543,44.44,88.89,-0.0,0.0
r0045_c0030,40.7477377,-73.9922645,Commercial,27,2133.33,0.3125,9.8,1925.0,1866493.0,30,1.5012,0.0,844.44,3.3264,0.0526
r0045_c0031,40.7477377,-73.9904801,Commercial,16,1066.67,0.1667,15.9,1945.0,2159750.0,16,1.3455,133.33,266.67,2.585,0.0
r0045_c0032,40.7477377,-73.9886957,Commercial,17,2177.78,0.2653,10.8,1919.0,1652642.0,22,0.4907,133.33,755.56,3.7345,0.0588
r0045_c0033,40.7477377,-73.9869113,Commercial,30,2844.44,0.6562,11.9,1917.0,1807260.0,30,1.1414,222.22,488.89,3.0958,0.2727
r0045_c0034,40.7477377,-73.9851269,Commercial,15,1822.22,0.3415,13.0,1919.0,1360052.0,14,1.0587,133.33,311.11,2.5216,0.1429
r0045_c0035,40.7477377,-73.9833425,Commercial,14,1111.11,0.2,13.0,1927.0,1249515.0,13,0.8005,44.44,355.56,2.75,0.375
r0045_c0036,40.7477377,-73.9815581,Mixed-Use,21,1200.0,0.3333,12.0,1940.0,1504388.0,22,1.5294,133.33,311.11,2.5216,0.0
r0045_c0037,40.7477377,-73.9797737,Residential,58,533.33,0.0,5.6,1873.0,826270.0,60,2.3113,44.44,44.44,-0.0,0.0
r0045_c0038,40.7477377,-73.9779893,Residential,57,755.56,0.2941,6.5,1908.0,1216729.0,58,2.4058,44.44,44.44,-0.0,0.0
r0045_c0039,40.7477377,-73.9762049,Residential,24,755.56,0.1765,7.4,1926.0,700090.0,23,2.3495,0.0,266.67,2.2516,0.0
r0045_c0040,40.7477377,-73.9744206,Residential,21,1511.11,0.2647,10.7,1934.0,1709962.0,20,2.089,0.0,533.33,2.7516,0.0833
r0045_c0041,40.7477377,-73.9726362,Mixed-Use,11,222.22,0.0,17.5,1949.0,1472467.0,10,1.7019,0.0,44.44,-0.0,0.0
r0045_c0042,40.7477377,-73.9708518,Residential,3,311.11,0.0,28.0,1967.0,1526294.0,3,0.9179,0.0,44.44,-0.0,0.0
r0045_c0043,40.7477377,-73.9690674,Mixed-Use,3,2355.56,0.0,1.0,,74550.0,3,1.4441,44.44,0.0,0.0,0.0
r0046_c0022,40.7490891,-74.0065396,Open Space,8,1866.67,0.0238,10.2,1986.0,403538.0,7,1.9821,355.56,44.44,-0.0,0.0
r0046_c0023,40.7490891,-74.0047552,Commercial,19,1066.67,0.0,5.2,1963.0,891511.0,21,1.3335,1022.22,0.0,0.0,0.0
r0046_c0024,40.7490891,-74.0029708,Residential,23,355.56,0.125,5.3,1926.0,870904.0,24,2.3844,222.22,0.0,0.0,0.0
r0046_c0025,40.7490891,-74.0011864,Residential,4,444.44,0.0,14.8,1961.0,1021956.0,7,0.6597,0.0,0.0,0.0,0.0
r0046_c0026,40.7490891,-73.9994021,Institutional,4,444.44,0.0,4.4,1938.0,124998.0,5,0.198,0.0,44.44,-0.0,1.0
r0046_c0028,40.7490891,-73.9958333,Mixed-Use,32,1511.11,0.2647,5.2,1918.0,402778.0,33,2.2967,222.22,311.11,2.5216,0.1429
r0046_c0029,40.7490891,-73.9940489,Commercial,30,711.11,0.125,8.6,1923.0,1476091.0,31,1.9707,0.0,133.33,1.585,0.0
r0046_c0030,40.7490891,-73.9922645,Commercial,11,2622.22,0.3559,10.5,1926.0,1186381.0,13,1.2239,133.33,577.78,3.3927,0.3846
r0046_c0031,40.7490891,-73.9904801,Commercial,13,844.44,0.1053,12.5,1929.0,2084442.0,13,1.1164,44.44,311.11,2.1281,0.2857
r0046_c0032,40.7490891,-73.9886957,Commercial,5,2133.33,0.0833,11.0,1956.0,1834294.0,6,0.8253,222.22,666.67,2.3069,0.6
r0046_c0033,40.7490891,-73.9869113,Commercial,18,1688.89,0.1316,8.6,1936.0,1860636.0,23,1.1203,88.89,1066.67,3.4508,0.3333
r0046_c0034,40.7490891,-73.9851269,Commercial,13,1111.11,0.12,17.7,1915.0,4087222.0,12,0.5166,88.89,400.0,2.9477,0.7778
r0046_c0035,40.7490891,-73.9833425,Commercial,18,800.0,0.4444,10.8,1924.0,2223141.0,21,0.6894,44.44,222.22,2.3219,0.4
r0046_c0036,40.7490891,-73.9815581,Mixed-Use,18,400.0,0.1111,8.4,1929.0,1053677.0,19,1.743,88.89,44.44,-0.0,0.0
r0046_c0037,40.7490891,-73.9797737,Residential,30,977.78,0.0455,8.5,1914.0,935189.0,31,2.2402,311.11,44.44,-0.0,0.0
r0046_c0038,40.7490891,-73.9779893,Residential,52,977.78,0.5,6.6,1904.0,1078415.0,52,2.3163,44.44,222.22,1.5219,0.0
r0046_c0039,40.7490891,-73.9762049,Mixed-Use,32,2222.22,0.18,9.3,1935.0,1443170.0,33,1.9096,133.33,666.67,3.1899,0.1333
r0046_c0040,40.7490891,-73.9744206,Commercial,13,755.56,0.2941,21.5,1950.0,2858285.0,13,1.8776,0.0,0.0,0.0,0.0
r0046_c0041,40.7490891,-73.9726362,Residential,8,711.11,0.0625,16.6,1955.0,1340800.0,10,1.7984,44.44,177.78,2.0,0.0
r0046_c0042,40.7490891,-73.9708518,Residential,14,4088.89,0.0109,11.9,1902.0,879293.0,9,1.3409,44.44,44.44,-0.0,0.0
r0046_c0043,40.7490891,-73.9690674,Open Space,3,1644.44,0.0,6.0,1928.0,10688.0,2,1.1844,222.22,0.0,0.0,0.0
r0047_c0022,40.7504404,-74.0065396,Mixed-Use,4,1466.67,0.0606,7.0,1951.0,1395869.0,4,0.5279,88.89,44.44,-0.0,0.0
r0047_c0023,40.7504404,-74.0047552,Commercial,14,711.11,0.0625,6.7,1938.0,993700.0,14,-0.0,622.22,0.0,0.0,0.0
r0047_c0024,40.7504404,-74.0029708,Mixed-Use,23,1377.78,0.129,5.7,1957.0,671772.0,24,2.1012,800.0,133.33,1.585,0.0
r0047_c0027,40.7504404,-73.9976177,Residential,43,400.0,0.4444,5.3,1901.0,942901.0,45,1.9626,0.0,44.44,-0.0,0.0
