cell_id,cell_lat,cell_lon,zone_type,cell_lot_count,amenity_density,amenity_ratio_food_drink,avg_floors,avg_yearbuilt,total_bldg_area,building_count,landuse_entropy,tourism_density,shop_density_km2,shop_type_entropy,brand_ratio
r0088_c0047,40.8058458,-73.9619298,Institutional,5,666.67,0.2,12.0,1944.0,709253.0,5,-0.0,44.44,0.0,0.0,0.0
r0088_c0048,40.8058458,-73.9601454,Residential,18,311.11,0.0,6.1,1919.0,444081.0,18,2.0699,0.0,0.0,0.0,0.0
r0088_c0049,40.8058458,-73.958361,Open Space,4,400.0,0.0,5.2,1927.0,130647.0,7,0.1496,0.0,0.0,0.0,0.0
r0088_c0050,40.8058458,-73.9565766,Residential,46,44.44,0.0,4.0,1901.0,519315.0,52,1.9195,0.0,0.0,0.0,0.0
r0088_c0051,40.8058458,-73.9547922,Residential,18,488.89,0.1818,6.1,1945.0,477614.0,15,1.3927,0.0,44.44,-0.0,1.0
r0088_c0052,40.8058458,-73.9530078,Residential,24,355.56,0.75,5.5,1919.0,647987.0,37,1.4813,0.0,88.89,1.0,0.0
r0088_c0053,40.8058458,-73.9512235,Residential,15,88.89,0.0,5.6,1925.0,424568.0,15,2.0926,0.0,0.0,0.0,0.0
r0088_c0054,40.8058458,-73.9494391,Residential,73,177.78,0.75,3.4,1893.0,353758.0,73,1.7202,0.0,44.44,-0.0,0.0
r0088_c0055,40.8058458,-73.9476547,Institutional,45,488.89,0.2727,3.6,1889.0,335331.0,45,1.6055,0.0,133.33,1.585,0.0
r0088_c0056,40.8058458,-73.9458703,Residential,64,266.67,0.1667,3.6,1888.0,388522.0,64,2.0855,0.0,44.44,-0.0,0.0
r0088_c0057,40.8058458,-73.9440859,Residential,12,488.89,0.0,4.3,1897.0,128508.0,9,2.3846,0.0,0.0,0.0,0.0
r0088_c0058,40.8058458,-73.9423015,Residential,33,444.44,0.1,3.9,1914.0,306392.0,36,2.5498,0.0,177.78,2.0,0.5
r0088_c0059,40.8058458,-73.9405171,Mixed-Use,38,977.78,0.2727,3.8,1920.0,473539.0,41,2.4464,0.0,355.56,2.75,0.0
r0088_c0060,40.8058458,-73.9387327,Mixed-Use,30,133.33,0.0,4.5,1918.0,362947.0,29,2.5935,0.0,0.0,0.0,0.0
r0088_c0061,40.8058458,-73.9369483,Residential,5,177.78,0.0,10.3,1988.0,533582.0,4,0.8832,0.0,0.0,0.0,0.0
r0088_c0063,40.8058458,-73.9333795,Open Space,3,1066.67,0.125,2.0,1970.0,28264.0,4,1.0013,0.0,133.33,1.585,0.0
r0089_c0044,40.8071972,-73.967283,Residential,8,222.22,0.0,7.8,1902.0,324627.0,8,1.2795,0.0,0.0,0.0,0.0
r0089_c0045,40.8071972,-73.9654986,Residential,29,1688.89,0.1579,7.2,1913.0,1272735.0,26,1.978,222.22,355.56,2.75,0.375
r0089_c0048,40.8071972,-73.9601454,Institutional,3,1200.0,0.1481,8.8,1940.0,1163701.0,5,-0.0,177.78,0.0,0.0,0.0
r0089_c0049,40.8071972,-73.958361,Mixed-Use,3,1288.89,0.0,11.7,1944.0,428425.0,3,0.9544,0.0,0.0,0.0,0.0
r0089_c0050,40.8071972,-73.9565766,Institutional,11,177.78,0.0,5.8,1923.0,407407.0,11,1.4067,0.0,0.0,0.0,0.0
r0089_c0051,40.8071972,-73.9547922,Mixed-Use,27,222.22,0.4,4.4,1945.0,524037.0,25,2.1295,0.0,0.0,0.0,0.0
r0089_c0052,40.8071972,-73.9530078,Residential,39,444.44,0.4,4.2,1928.0,347083.0,40,1.8468,0.0,177.78,2.0,0.0
r0089_c0053,40.8071972,-73.9512235,Residential,70,133.33,0.0,3.8,1924.0,478945.0,66,2.0482,0.0,0.0,0.0,0.0
r0089_c0054,40.8071972,-73.9494391,Residential,50,311.11,0.4286,4.1,1901.0,420679.0,50,1.9262,44.44,44.44,-0.0,0.0
r0089_c0055,40.8071972,-73.9476547,Residential,69,133.33,0.0,4.4,1917.0,607061.0,66,2.317,0.0,0.0,0.0,0.0
r0089_c0056,40.8071972,-73.9458703,Commercial,22,800.0,0.2778,4.2,1922.0,471179.0,24,1.9316,0.0,266.67,2.585,0.8333
r0089_c0057,40.8071972,-73.9440859,Mixed-Use,42,444.44,0.3,4.8,1930.0,888323.0,40,2.3762,0.0,44.44,-0.0,0.0
r0089_c0058,40.8071972,-73.9423015,Residential,39,488.89,0.1818,4.3,1921.0,676167.0,39,2.1317,0.0,177.78,2.0,0.5
r0089_c0059,40.8071972,-73.9405171,Residential,60,133.33,0.0,3.6,1909.0,495524.0,59,1.8121,0.0,44.44,-0.0,1.0
r0089_c0060,40.8071972,-73.9387327,Institutional,24,177.78,0.0,4.2,1947.0,426432.0,26,1.695,0.0,44.44,-0.0,0.0
r0089_c0061,40.8071972,-73.9369483,Residential,15,44.44,0.0,3.7,1924.0,314027.0,14,1.8108,0.0,0.0,0.0,0.0
r0089_c0062,40.8071972,-73.9351639,Open Space,5,577.78,0.0,4.5,1935.0,108876.0,4,1.4088,0.0,0.0,0.0,0.0
r0090_c0045,40.8085485,-73.9654986,Residential,17,933.33,0.1905,8.8,1917.0,820804.0,18,1.1323,44.44,177.78,1.5,0.25
r0090_c0048,40.8085485,-73.9601454,Residential,5,1688.89,0.1053,5.0,1919.0,133852.0,5,1.834,133.33,133.33,1.585,0.0
r0090_c0049,40.8085485,-73.958361,Residential,11,622.22,0.0714,8.7,1928.0,815388.0,11,0.8541,0.0,44.44,-0.0,0.0
r0090_c0050,40.8085485,-73.9565766,Residential,6,222.22,0.0,4.7,1918.0,67895.0,6,0.4471,0.0,0.0,0.0,0.0
r0090_c0051,40.8085485,-73.9547922,Residential,80,222.22,0.0,3.4,1906.0,451720.0,79,1.5927,0.0,44.44,-0.0,0.0
r0090_c0052,40.8085485,-73.9530078,Mixed-Use,22,266.67,0.1667,5.3,1928.0,490723.0,19,2.1546,44.44,88.89,1.0,0.0
r0090_c0053,40.8085485,-73.9512235,Residential,58,222.22,0.2,4.5,1936.0,624976.0,57,2.3223,44.44,44.44,-0.0,0.0
r0090_c0054,40.8085485,-73.9494391,Mixed-Use,18,400.0,0.4444,6.2,1934.0,881982.0,18,2.1749,0.0,177.78,2.0,0.5
r0090_c0055,40.8085485,-73.9476547,Commercial,12,533.33,0.0,5.7,1944.0,929820.0,14,0.7944,133.33,177.78,2.0,0.25
r0090_c0056,40.8085485,-73.9458703,Residential,25,977.78,0.2273,3.5,1932.0,125296.0,24,1.9456,0.0,444.44,2.9219,0.9
r0090_c0057,40.8085485,-73.9440859,Residential,63,311.11,0.2857,3.7,1920.0,351946.0,57,2.62,44.44,44.44,-0.0,0.0
r0090_c0058,40.8085485,-73.9423015,Residential,76,0.0,0.0,3.6,1930.0,503549.0,75,1.7133,0.0,0.0,0.0,0.0
r0090_c0059,40.8085485,-73.9405171,Residential,54,222.22,0.0,4.0,1922.0,329771.0,48,2.2174,0.0,0.0,0.0,0.0
r0090_c0060,40.8085485,-73.9387327,Residential,60,133.33,0.0,3.5,1916.0,362280.0,57,2.11,0.0,0.0,0.0,0.0
r0090_c0061,40.8085485,-73.9369483,Mixed-Use,28,0.0,0.0,4.0,1933.0,330342.0,23,2.7249,0.0,0.0,0.0,0.0
r0090_c0062,40.8085485,-73.9351639,Residential,5,222.22,0.0,7.2,1956.0,592239.0,9,1.802,0.0,44.44,-0.0,1.0
r0091_c0045,40.8098999,-73.9654986,Residential,5,755.56,0.0,10.6,1910.0,274189.0,5,-0.0,0.0,0.0,0.0,0.0
r0091_c0046,40.8098999,-73.9637142,Institutional,12,800.0,0.0,10.1,1907.0,1296032.0,19,0.7613,44.44,0.0,0.0,0.0
r0091_c0049,40.8098999,-73.958361,Residential,13,1155.56,0.0769,7.6,1927.0,777413.0,13,1.5854,0.0,311.11,2.1281,0.0
r0091_c0051,40.8098999,-73.9547922,Residential,47,400.0,0.0,3.9,1909.0,408175.0,47,1.9463,0.0,0.0,0.0,0.0
r0091_c0052,40.8098999,-73.9530078,Mixed-Use,11,622.22,0.2143,5.4,1937.0,403227.0,9,2.1589,44.44,133.33,1.585,0.6667
r0091_c0053,40.8098999,-73.9512235,Commercial,10,800.0,0.0556,3.0,1933.0,516028.0,10,1.1774,88.89,311.11,1.8424,0.7143
r0091_c0054,40.8098999,-73.9494391,Institutional,13,577.78,0.0,4.5,1947.0,788053.0,13,1.4167,0.0,311.11,2.5216,0.4286
r0091_c0055,40.8098999,-73.9476547,Mixed-Use,19,622.22,0.1429,4.5,1930.0,374588.0,23,2.1212,0.0,177.78,2.0,0.0
r0091_c0056,40.8098999,-73.9458703,Residential,48,133.33,0.0,3.8,1923.0,578655.0,45,2.1272,0.0,0.0,0.0,0.0
r0091_c0057,40.8098999,-73.9440859,Mixed-Use,39,177.78,0.5,4.2,1934.0,371144.0,52,1.8079,0.0,44.44,-0.0,0.0
r0091_c0058,40.8098999,-73.9423015,Residential,56,311.11,0.1429,4.3,1909.0,573179.0,55,1.921,44.44,44.44,-0.0,0.0
r0091_c0059,40.8098999,-73.9405171,Residential,57,400.0,0.0,3.7,1908.0,264924.0,57,2.2112,0.0,0.0,0.0,0.0
r0091_c0060,40.8098999,-73.9387327,Mixed-Use,28,355.56,0.125,5.0,1912.0,278586.0,24,1.918,0.0,0.0,0.0,0.0
r0091_c0061,40.8098999,-73.9369483,Residential,13,400.0,0.0,5.9,1967.0,316453.0,14,1.0595,44.44,0.0,0.0,0.0
r0092_c0047,40.8112512,-73.9619298,Institutional,3,666.67,0.1333,18.3,1922.0,469503.0,4,1.1015,0.0,133.33,1.585,0.0
r0092_c0048,40.8112512,-73.9601454,Residential,19,311.11,0.0,8.1,1931.0,908846.0,20,1.7318,0.0,0.0,0.0,0.0
r0092_c0049,40.8112512,-73.958361,Residential,18,888.89,0.4,5.6,1913.0,309526.0,18,1.4352,0.0,222.22,2.3219,0.0
r0092_c0050,40.8112512,-73.9565766,Mixed-Use,3,666.67,0.0,10.0,1947.0,913965.0,6,0.9121,0.0,44.44,-0.0,0.0
r0092_c0051,40.8112512,-73.9547922,Institutional,4,800.0,0.0,3.0,1920.0,26810.0,7,1.17,88.89,0.0,0.0,0.0
r0092_c0052,40.8112512,-73.9530078,Mixed-Use,19,222.22,0.4,4.8,1922.0,579994.0,18,2.2595,0.0,0.0,0.0,0.0
r0092_c0053,40.8112512,-73.9512235,Mixed-Use,41,533.33,0.0833,4.0,1943.0,485930.0,28,2.8182,88.89,88.89,1.0,0.5
r0092_c0054,40.8112512,-73.9494391,Mixed-Use,15,44.44,0.0,3.6,1918.0,113811.0,17,1.6229,0.0,0.0,0.0,0.0
r0092_c0056,40.8112512,-73.9458703,Residential,52,666.67,0.0667,3.8,1921.0,377013.0,49,1.8174,0.0,133.33,1.585,0.0
r0092_c0057,40.8112512,-73.9440859,Residential,74,44.44,1.0,3.6,1900.0,511951.0,73,2.1428,0.0,0.0,0.0,0.0
r0092_c0058,40.8112512,-73.9423015,Residential,47,222.22,0.4,4.1,1917.0,351918.0,44,2.3122,0.0,0.0,0.0,0.0
r0092_c0059,40.8112512,-73.9405171,Residential,41,44.44,0.0,4.7,1917.0,610237.0,42,1.6433,0.0,0.0,0.0,0.0
r0092_c0060,40.8112512,-73.9387327,Commercial,6,177.78,0.0,3.4,1928.0,46274.0,6,1.6635,0.0,0.0,0.0,0.0
r0093_c0047,40.8126026,-73.9619298,Open Space,5,533.33,0.0,10.0,1915.0,477265.0,5,1.2337,44.44,0.0,0.0,0.0
r0093_c0048,40.8126026,-73.9601454,Residential,3,266.67,0.1667,6.3,1934.0,117012.0,3,1.5206,0.0,44.44,-0.0,0.0
r0093_c0051,40.8126026,-73.9547922,Mixed-Use,24,311.11,0.1429,5.4,1938.0,660165.0,28,1.9883,0.0,88.89,1.0,0.5
r0093_c0052,40.8126026,-73.9530078,Residential,43,133.33,0.0,4.7,1920.0,539458.0,47,1.8368,0.0,44.44,-0.0,0.0
r0093_c0053,40.8126026,-73.9512235,Mixed-Use,17,133.33,0.3333,6.2,1929.0,473369.0,16,1.4783,0.0,44.44,-0.0,0.0
r0093_c0054,40.8126026,-73.9494391,Mixed-Use,11,177.78,0.0,5.8,1944.0,406476.0,14,1.4393,0.0,0.0,0.0,0.0
r0093_c0055,40.8126026,-73.9476547,Residential,3,177.78,0.0,7.7,1976.0,722797.0,9,0.508,0.0,0.0,0.0,0.0
r0093_c0056,40.8126026,-73.9458703,Residential,14,355.56,0.0,3.9,1920.0,158436.0,13,2.5861,44.44,44.44,-0.0,0.0
r0093_c0057,40.8126026,-73.9440859,Residential,83,0.0,0.0,3.4,1908.0,515468.0,84,1.7786,0.0,0.0,0.0,0.0
r0093_c0058,40.8126026,-73.9423015,Mixed-Use,47,488.89,0.1818,3.6,1903.0,248451.0,46,2.7016,0.0,133.33,1.585,0.0
r0093_c0059,40.8126026,-73.9405171,Residential,6,177.78,0.0,12.8,1954.0,846460.0,6,0.7632,0.0,0.0,0.0,0.0
r0093_c0060,40.8126026,-73.9387327,Residential,6,444.44,0.0,6.0,1954.0,598318.0,6,0.9797,0.0,0.0,0.0,0.0
r0094_c0047,40.813954,-73.9619298,Residential,3,400.0,0.0,10.3,1938.0,397505.0,3,0.9961,133.33,0.0,0.0,0.0
r0094_c0048,40.813954,-73.9601454,Residential,20,1022.22,0.4348,5.7,1914.0,441186.0,19,1.6239,0.0,177.78,2.0,0.0
r0094_c0050,40.813954,-73.9565766,Institutional,22,711.11,0.1875,3.6,1916.0,209901.0,23,1.9988,44.44,0.0,0.0,0.0
r0094_c0051,40.813954,-73.9547922,Mixed-Use,10,44.44,0.0,4.4,1938.0,459123.0,12,1.8076,0.0,0.0,0.0,0.0
r0094_c0052,40.813954,-73.9530078,Residential,21,44.44,0.0,4.9,1919.0,568703.0,20,2.0034,0.0,0.0,0.0,0.0
r0094_c0053,40.813954,-73.9512235,Residential,7,177.78,0.0,6.6,1935.0,509978.0,7,1.6478,0.0,0.0,0.0,0.0
r0094_c0054,40.813954,-73.9494391,Mixed-Use,9,44.44,0.0,7.6,1919.0,428091.0,12,0.8316,0.0,44.44,-0.0,0.0
r0094_c0055,40.813954,-73.9476547,Residential,54,133.33,0.3333,3.6,1911.0,323234.0,54,1.6102,44.44,0.0,0.0,0.0
r0094_c0056,40.813954,-73.9458703,Residential,60,133.33,0.3333,3.5,1914.0,405652.0,67,2.0633,0.0,0.0,0.0,0.0
r0094_c0057,40.813954,-73.9440859,Residential,54,311.11,0.1429,4.4,1934.0,371073.0,54,2.0883,0.0,0.0,0.0,0.0
r0094_c0058,40.813954,-73.9423015,Institutional,20,311.11,0.0,5.4,1927.0,553135.0,16,2.1382,0.0,44.44,-0.0,0.0
r0094_c0059,40.813954,-73.9405171,Institutional,3,133.33,0.0,3.0,1912.0,81700.0,3,0.9975,0.0,0.0,0.0,0.0
r0094_c0060,40.813954,-73.9387327,Institutional,3,711.11,0.0,7.3,1996.0,2549754.0,7,-0.0,0.0,0.0,0.0,0.0
r0094_c0061,40.813954,-73.9369483,Residential,9,177.78,0.25,6.4,1925.0,840627.0,13,0.7396,0.0,44.44,-0.0,1.0
r0095_c0048,40.8153053,-73.9601454,Residential,17,1644.44,0.1351,5.8,1919.0,616013.0,18,1.3179,44.44,88.89,1.0,0.0
r0095_c0049,40.8153053,-73.958361,Mixed-Use,10,1066.67,0.375,8.3,1926.0,391607.0,10,1.3524,44.44,222.22,2.3219,0.4
r0095_c0050,40.8153053,-73.9565766,Mixed-Use,16,488.89,0.0,3.3,1926.0,210187.0,22,1.797,0.0,0.0,0.0,0.0
r0095_c0051,40.8153053,-73.9547922,Institutional,10,222.22,0.0,3.3,1911.0,157619.0,9,1.8537,0.0,0.0,0.0,0.0
r0095_c0052,40.8153053,-73.9530078,Residential,12,44.44,0.0,6.1,1952.0,325892.0,7,1.9338,0.0,0.0,0.0,0.0
r0095_c0053,40.8153053,-73.9512235,Mixed-Use,5,0.0,0.0,3.0,1957.0,99300.0,2,0.8176,0.0,0.0,0.0,0.0
r0095_c0054,40.8153053,-73.9494391,Residential,6,177.78,0.0,5.0,1918.0,53470.0,6,-0.0,0.0,0.0,0.0,0.0
r0095_c0055,40.8153053,-73.9476547,Mixed-Use,24,177.78,0.25,5.5,1925.0,673188.0,31,1.5242,0.0,133.33,1.585,0.0
r0095_c0056,40.8153053,-73.9458703,Mixed-Use,31,266.67,0.1667,4.1,1917.0,454985.0,29,2.3152,0.0,0.0,0.0,0.0
r0095_c0057,40.8153053,-73.9440859,Mixed-Use,40,133.33,0.6667,4.2,1911.0,347268.0,40,1.933,0.0,0.0,0.0,0.0
r0095_c0058,40.8153053,-73.9423015,Residential,64,133.33,0.0,4.3,1915.0,501637.0,65,2.1744,0.0,0.0,0.0,0.0
r0095_c0059,40.8153053,-73.9405171,Residential,38,488.89,0.1818,4.2,1914.0,314931.0,41,1.8292,0.0,222.22,1.371,0.0
r0095_c0060,40.8153053,-73.9387327,Institutional,21,222.22,0.0,4.2,1947.0,336190.0,21,1.9104,0.0,0.0,0.0,0.0
r0095_c0061,40.8153053,-73.9369483,Residential,16,355.56,0.0,5.8,1952.0,592968.0,12,2.3657,0.0,0.0,0.0,0.0
r0096_c0048,40.8166567,-73.9601454,Residential,5,266.67,0.0,13.6,1940.0,814234.0,5,0.7792,0.0,0.0,0.0,0.0
r0096_c0049,40.8166567,-73.958361,Institutional,4,1422.22,0.2188,6.0,1977.0,593021.0,3,0.7475,88.89,0.0,0.0,0.0
r0096_c0052,40.8166567,-73.9530078,Mixed-Use,21,133.33,0.3333,5.1,1916.0,314117.0,22,1.5792,0.0,0.0,0.0,0.0
r0096_c0055,40.8166567,-73.9476547,Mixed-Use,8,311.11,0.0,6.6,1940.0,420457.0,8,1.4864,0.0,0.0,0.0,0.0
r0096_c0056,40.8166567,-73.9458703,Residential,49,533.33,0.5833,3.7,1916.0,373530.0,57,2.1166,0.0,133.33,0.9183,0.0
r0096_c0057,40.8166567,-73.9440859,Residential,89,88.89,0.0,3.2,1910.0,411242.0,97,1.8205,0.0,0.0,0.0,0.0
r0096_c0058,40.8166567,-73.9423015,Mixed-Use,19,133.33,0.0,4.6,1919.0,543637.0,19,2.0345,44.44,0.0,0.0,0.0
r0096_c0059,40.8166567,-73.9405171,Residential,49,177.78,0.0,5.2,1916.0,503071.0,40,2.0222,0.0,44.44,-0.0,0.0
r0096_c0060,40.8166567,-73.9387327,Mixed-Use,6,400.0,0.1111,5.2,1956.0,224829.0,5,1.964,0.0,44.44,-0.0,1.0
r0096_c0061,40.8166567,-73.9369483,Residential,3,222.22,0.0,16.0,1960.0,926590.0,6,-0.0,0.0,0.0,0.0,0.0
r0097_c0048,40.818008,-73.9601454,Mixed-Use,6,2000.0,0.0444,2.0,1922.0,51101.0,4,0.898,88.89,0.0,0.0,0.0
r0097_c0049,40.818008,-73.958361,Institutional,5,1111.11,0.0,4.4,1948.0,723642.0,5,1.1822,0.0,0.0,0.0,0.0
r0097_c0050,40.818008,-73.9565766,Commercial,11,177.78,0.0,3.5,1922.0,345322.0,13,1.9826,0.0,0.0,0.0,0.0
r0097_c0051,40.818008,-73.9547922,Residential,8,88.89,0.0,5.4,1929.0,180682.0,9,1.459,0.0,0.0,0.0,0.0
r0097_c0052,40.818008,-73.9530078,Residential,15,44.44,0.0,5.6,1920.0,382689.0,17,1.9426,0.0,0.0,0.0,0.0
r0097_c0053,40.818008,-73.9512235,Institutional,3,311.11,0.0,2.5,1959.0,63007.0,3,1.2353,0.0,0.0,0.0,0.0
r0097_c0055,40.818008,-73.9476547,Residential,14,222.22,0.0,2.9,1908.0,49405.0,13,2.0528,0.0,0.0,0.0,0.0
r0097_c0056,40.818008,-73.9458703,Residential,55,0.0,0.0,3.5,1913.0,330855.0,104,1.0861,0.0,0.0,0.0,0.0
r0097_c0057,40.818008,-73.9440859,Residential,96,88.89,0.0,3.4,1902.0,373224.0,125,1.6828,0.0,0.0,0.0,0.0
r0097_c0058,40.818008,-73.9423015,Residential,57,133.33,1.0,3.8,1907.0,350160.0,75,1.7378,0.0,44.44,-0.0,0.0
r0097_c0059,40.818008,-73.9405171,Residential,21,133.33,0.3333,4.9,1928.0,662890.0,23,1.637,0.0,0.0,0.0,0.0
r0097_c0060,40.818008,-73.9387327,Residential,18,222.22,0.0,6.1,1913.0,605441.0,18,1.4533,0.0,177.78,0.8113,0.0
r0097_c0061,40.818008,-73.9369483,Residential,5,133.33,0.0,10.4,1955.0,643672.0,7,1.0853,0.0,0.0,0.0,0.0
r0098_c0048,40.8193594,-73.9601454,Mixed-Use,10,1422.22,0.0312,2.5,1939.0,54405.0,4,1.291,222.22,0.0,0.0,0.0
r0098_c0049,40.8193594,-73.958361,Mixed-Use,6,133.33,0.0,1.8,1932.0,365105.0,11,0.3545,0.0,0.0,0.0,0.0
r0098_c0051,40.8193594,-73.9547922,Mixed-Use,17,400.0,0.0,4.5,1918.0,387592.0,17,2.2554,0.0,44.44,-0.0,1.0
r0098_c0052,40.8193594,-73.9530078,Residential,38,222.22,0.2,5.7,1916.0,604895.0,38,1.0817,0.0,44.44,-0.0,0.0
r0098_c0056,40.8193594,-73.9458703,Residential,59,133.33,0.3333,3.4,1910.0,449239.0,60,2.0288,0.0,0.0,0.0,0.0
r0098_c0057,40.8193594,-73.9440859,Residential,36,88.89,0.0,4.6,1917.0,477361.0,54,1.8512,44.44,0.0,0.0,0.0
r0098_c0058,40.8193594,-73.9423015,Residential,28,177.78,0.0,5.3,1929.0,546834.0,29,1.9281,0.0,0.0,0.0,0.0
r0098_c0059,40.8193594,-73.9405171,Residential,15,488.89,0.1818,7.1,1917.0,575437.0,13,1.1098,0.0,266.67,2.2516,0.0
r0098_c0060,40.8193594,-73.9387327,Residential,32,44.44,0.0,5.7,1922.0,670500.0,34,1.5273,0.0,0.0,0.0,0.0
r0098_c0061,40.8193594,-73.9369483,Institutional,9,711.11,0.0625,4.8,1929.0,160921.0,10,1.4928,0.0,44.44,-0.0,0.0
r0099_c0049,40.8207107,-73.958361,Industrial,10,177.78,0.25,5.2,1935.0,301508.0,8,1.4419,44.44,0.0,0.0,0.0
r0099_c0050,40.8207107,-73.9565766,Residential,15,133.33,0.0,5.2,1915.0,468110.0,24,0.7612,0.0,44.44,-0.0,0.0
r0099_c0051,40.8207107,-73.9547922,Residential,15,88.89,0.5,4.9,1919.0,438422.0,15,1.7238,0.0,88.89,1.0,0.0
r0099_c0052,40.8207107,-73.9530078,Institutional,5,311.11,0.1429,4.0,1926.0,205552.0,6,0.8565,0.0,0.0,0.0,0.0
r0099_c0053,40.8207107,-73.9512235,Institutional,6,311.11,0.0,4.7,1934.0,971324.0,14,1.0838,44.44,0.0,0.0,0.0
r0099_c0055,40.8207107,-73.9476547,Institutional,3,266.67,0.0,4.0,1931.0,346526.0,6,0.2897,44.44,0.0,0.0,0.0
r0099_c0056,40.8207107,-73.9458703,Residential,21,311.11,0.0,5.4,1927.0,257914.0,21,1.8533,0.0,0.0,0.0,0.0
r0099_c0057,40.8207107,-73.9440859,Institutional,25,44.44,1.0,4.8,1930.0,370309.0,26,1.6429,0.0,0.0,0.0,0.0
r0099_c0058,40.8207107,-73.9423015,Residential,5,88.89,0.0,9.4,1953.0,456512.0,7,0.4,0.0,0.0,0.0,0.0
r0099_c0059,40.8207107,-73.9405171,Mixed-Use,11,177.78,0.0,7.2,1930.0,483007.0,14,1.4349,0.0,44.44,-0.0,0.0
r0099_c0060,40.8207107,-73.9387327,Residential,26,266.67,0.0,4.8,1927.0,407864.0,25,2.1729,0.0,88.89,1.0,0.0
r0099_c0061,40.8207107,-73.9369483,Commercial,13,400.0,0.6667,4.5,1935.0,331304.0,18,1.8318,0.0,88.89,1.0,0.0
r0100_c0049,40.8220621,-73.958361,Mixed-Use,3,1022.22,0.0,2.5,1948.0,69186.0,2,0.5123,44.44,0.0,0.0,0.0
r0100_c0050,40.8220621,-73.9565766,Residential,7,88.89,0.0,5.7,1914.0,246752.0,6,0.9268,0.0,0.0,0.0,0.0
r0100_c0051,40.8220621,-73.9547922,Residential,42,133.33,0.6667,4.3,1908.0,667247.0,42,1.7672,0.0,0.0,0.0,0.0
r0100_c0052,40.8220621,-73.9530078,Mixed-Use,12,266.67,0.3333,4.8,1918.0,346734.0,11,2.0176,0.0,44.44,-0.0,1.0
r0100_c0053,40.8220621,-73.9512235,Residential,43,88.89,0.5,4.4,1911.0,640007.0,44,1.965,0.0,0.0,0.0,0.0
r0100_c0054,40.8220621,-73.9494391,Residential,39,355.56,0.375,4.3,1906.0,361107.0,39,1.9007,44.44,88.89,1.0,0.0
r0100_c0055,40.8220621,-73.9476547,Residential,40,133.33,0.0,3.6,1903.0,569966.0,41,2.0381,0.0,0.0,0.0,0.0
r0100_c0056,40.8220621,-73.9458703,Residential,38,44.44,0.0,4.4,1918.0,527641.0,37,2.1367,0.0,0.0,0.0,0.0
r0100_c0057,40.8220621,-73.9440859,Residential,38,0.0,0.0,4.2,1911.0,475149.0,45,1.6655,0.0,0.0,0.0,0.0
r0100_c0058,40.8220621,-73.9423015,Mixed-Use,20,400.0,0.3333,5.4,1936.0,714417.0,21,1.3615,0.0,177.78,1.5,0.25
r0100_c0059,40.8220621,-73.9405171,Mixed-Use,21,355.56,0.125,5.2,1927.0,477636.0,27,2.4028,0.0,44.44,-0.0,0.0
r0100_c0060,40.8220621,-73.9387327,Mixed-Use,21,711.11,0.375,5.6,1921.0,487947.0,24,1.2646,0.0,355.56,2.25,0.0
r0100_c0061,40.8220621,-73.9369483,Commercial,3,88.89,0.0,4.3,1979.0,522423.0,3,0.8181,0.0,0.0,0.0,0.0
r0101_c0051,40.8234134,-73.9547922,Residential,9,666.67,0.0,8.1,1928.0,767675.0,10,1.2094,0.0,0.0,0.0,0.0
r0101_c0052,40.8234134,-73.9530078,Mixed-Use,16,222.22,0.8,5.3,1911.0,524291.0,16,1.3987,0.0,0.0,0.0,0.0
r0101_c0053,40.8234134,-73.9512235,Residential,51,666.67,0.0667,3.9,1911.0,466834.0,51,2.3448,133.33,0.0,0.0,0.0
r0101_c0054,40.8234134,-73.9494391,Residential,43,266.67,0.1667,4.7,1917.0,494419.0,42,2.2218,0.0,133.33,0.9183,0.0
r0101_c0055,40.8234134,-73.9476547,Residential,57,177.78,0.0,3.9,1896.0,471982.0,57,2.0964,44.44,0.0,0.0,0.0
r0101_c0056,40.8234134,-73.9458703,Residential,48,133.33,0.0,3.8,1901.0,437383.0,51,2.6627,44.44,0.0,0.0,0.0
r0101_c0057,40.8234134,-73.9440859,Residential,36,533.33,0.3333,3.9,1911.0,479132.0,39,1.8292,0.0,177.78,1.5,0.25
r0101_c0058,40.8234134,-73.9423015,Mixed-Use,13,488.89,0.1818,5.7,1927.0,322959.0,12,1.5978,0.0,133.33,1.585,0.0
r0101_c0059,40.8234134,-73.9405171,Residential,24,88.89,0.0,5.3,1929.0,613417.0,29,1.8637,0.0,44.44,-0.0,0.0
r0101_c0060,40.8234134,-73.9387327,Residential,24,44.44,1.0,5.7,1929.0,705350.0,30,1.551,0.0,0.0,0.0,0.0
r0101_c0061,40.8234134,-73.9369483,Residential,3,355.56,0.0,16.0,1939.0,1497427.0,9,0.1052,0.0,44.44,-0.0,0.0
r0102_c0052,40.8247648,-73.9530078,Residential,31,44.44,0.0,5.2,1916.0,858989.0,27,1.578,0.0,0.0,0.0,0.0
r0102_c0053,40.8247648,-73.9512235,Residential,34,222.22,0.4,4.5,1912.0,549737.0,37,2.0068,44.44,0.0,0.0,0.0
r0102_c0054,40.8247648,-73.9494391,Residential,35,266.67,0.0,5.1,1920.0,710980.0,32,1.3696,0.0,44.44,-0.0,0.0
r0102_c0055,40.8247648,-73.9476547,Residential,49,222.22,0.2,3.7,1900.0,353451.0,53,2.2009,0.0,44.44,-0.0,0.0
