cell_id,shop_density_km2
r0041_c0220,0.0
r0041_c0221,0.0
r0041_c0222,0.0
r0041_c0223,0.0
r0041_c0224,0.0
r0041_c0225,0.0
r0041_c0226,0.0
r0041_c0230,0.0
r0041_c0233,0.0
r0041_c0234,0.0
r0041_c0235,0.0
r0041_c0236,0.0
r0041_c0237,0.0
r0041_c0238,0.0
r0041_c0239,0.0
r0041_c0240,0.0
r0041_c0241,0.0
r0041_c0242,0.0
r0041_c0243,0.0
r0041_c0244,0.0
r0041_c0245,0.0
r0041_c0246,0.0
r0041_c0247,0.0
r0041_c0248,0.0
r0041_c0249,0.0
r0041_c0250,0.0
r0041_c0251,0.0
r0041_c0252,0.0
r0041_c0253,0.0
r0041_c0254,0.0
r0041_c0255,0.0
r0041_c0256,0.0
r0041_c0257,0.0
r0041_c0258,0.0
r0041_c0259,0.0
r0041_c0260,0.0
r0041_c0261,0.0
r0041_c0262,0.0
r0041_c0263,0.0
r0041_c0264,0.0
r0041_c0265,0.0
r0041_c0266,0.0
r0041_c0267,0.0
r0042_c0220,0.0
r0042_c0221,0.0
r0042_c0222,0.0
r0042_c0223,0.0
r0042_c0224,0.0
r0042_c0225,0.0
r0042_c0230,0.0
r0042_c0234,0.0
r0042_c0235,0.0
r0042_c0236,0.0
r0042_c0237,0.0
r0042_c0238,0.0
r0042_c0239,0.0
r0042_c0240,0.0
r0042_c0241,0.0
r0042_c0242,0.0
r0042_c0243,0.0
r0042_c0244,0.0
r0042_c0245,0.0
r0042_c0246,0.0
r0042_c0247,0.0
r0042_c0248,0.0
r0042_c0249,0.0
r0042_c0250,0.0
r0042_c0251,0.0
r0042_c0252,0.0
r0042_c0253,0.0
r0042_c0254,0.0
r0042_c0255,0.0
r0042_c0256,0.0
r0042_c0257,0.0
r0042_c0258,0.0
r0042_c0259,0.0
r0042_c0260,0.0
r0042_c0261,0.0
r0042_c0262,0.0
r0042_c0263,0.0
r0042_c0264,0.0
r0042_c0265,0.0
r0042_c0266,0.0
r0042_c0267,0.0
r0042_c0268,0.0
r0043_c0220,0.0
r0043_c0221,0.0
r0043_c0222,0.0
r0043_c0223,0.0
r0043_c0224,0.0
r0043_c0225,0.0
r0043_c0226,0.0
r0043_c0228,0.0
r0043_c0229,0.0
r0043_c0230,0.0
r0043_c0234,0.0
r0043_c0235,0.0
r0043_c0236,0.0
r0043_c0237,0.0
r0043_c0238,0.0
r0043_c0239,0.0
r0043_c0240,0.0
r0043_c0241,0.0
r0043_c0242,0.0
r0043_c0243,0.0
r0043_c0244,0.0
r0043_c0245,0.0
r0043_c0246,0.0
r0043_c0247,0.0
r0043_c0248,0.0
r0043_c0249,0.0
r0043_c0250,0.0
r0043_c0251,0.0
r0043_c0252,0.0
r0043_c0253,0.0
r0043_c0254,0.0
r0043_c0255,0.0
r0043_c0256,0.0
r0043_c0257,0.0
r0043_c0258,0.0
r0043_c0259,0.0
r0043_c0260,0.0
r0043_c0261,0.0
r0043_c0262,0.0
r0043_c0263,0.0
r0043_c0264,0.0
r0043_c0265,0.0
r0043_c0266,0.0
r0043_c0267,0.0
r0044_c0219,0.0
r0044_c0220,0.0
r0044_c0221,0.0
r0044_c0222,0.0
r0044_c0223,0.0
r0044_c0224,0.0
r0044_c0225,0.0
r0044_c0226,0.0
r0044_c0227,0.0
r0044_c0228,0.0
r0044_c0229,0.0
r0044_c0230,0.0
r0044_c0234,0.0
r0044_c0235,0.0
r0044_c0236,0.0
r0044_c0237,0.0
r0044_c0238,0.0
r0044_c0239,0.0
r0044_c0240,0.0
r0044_c0241,0.0
r0044_c0242,0.0
r0044_c0243,0.0
r0044_c0244,0.0
r0044_c0245,0.0
r0044_c0246,0.0
r0044_c0247,0.0
r0044_c0248,0.0
r0044_c0249,0.0
r0044_c0250,0.0
r0044_c0251,0.0
r0044_c0252,0.0
r0044_c0253,0.0
r0044_c0254,0.0
r0044_c0255,0.0
r0044_c0256,0.0
r0044_c0257,0.0
r0044_c0258,0.0
r0044_c0259,0.0
r0044_c0260,0.0
r0044_c0261,0.0
r0044_c0262,0.0
r0044_c0263,0.0
r0044_c0264,0.0
r0044_c0265,0.0
r0044_c0266,0.0
r0044_c0267,0.0
r0045_c0219,0.0
r0045_c0220,0.0
r0045_c0221,0.0
r0045_c0222,0.0
r0045_c0223,0.0
r0045_c0224,0.0
r0045_c0225,0.0
r0045_c0226,0.0
r0045_c0227,0.0
r0045_c0228,0.0
r0045_c0229,0.0
r0045_c0230,0.0
r0045_c0234,0.0
r0045_c0235,0.0
r0045_c0236,0.0
r0045_c0237,0.0
r0045_c0238,0.0
r0045_c0239,0.0
r0045_c0240,0.0
r0045_c0241,0.0
r0045_c0242,0.0
r0045_c0243,0.0
r0045_c0244,0.0
r0045_c0245,0.0
r0045_c0246,0.0
r0045_c0247,0.0
r0045_c0248,0.0
r0045_c0249,0.0
r0045_c0250,0.0
r0045_c0251,0.0
r0045_c0252,0.0
r0045_c0253,0.0
r0045_c0254,0.0
r0045_c0255,0.0
r0045_c0256,0.0
r0045_c0257,0.0
r0045_c0258,0.0
r0045_c0259,0.0
r0045_c0260,0.0
r0045_c0261,0.0
r0045_c0262,0.0
r0045_c0263,0.0
r0045_c0264,0.0
r0045_c0265,0.0
r0045_c0266,0.0
r0046_c0208,0.0
r0046_c0217,0.0
r0046_c0218,0.0
r0046_c0219,0.0
r0046_c0220,0.0
r0046_c0221,0.0
r0046_c0222,0.0
r0046_c0223,0.0
r0046_c0224,0.0
r0046_c0225,0.0
r0046_c0226,0.0
r0046_c0227,0.0
r0046_c0228,0.0
r0046_c0229,0.0
r0046_c0230,0.0
r0046_c0234,0.0
r0046_c0235,0.0
r0046_c0236,0.0
r0046_c0237,0.0
r0046_c0238,0.0
r0046_c0239,0.0
r0046_c0240,0.0
r0046_c0241,0.0
r0046_c0242,0.0
r0046_c0243,0.0
r0046_c0244,0.0
r0046_c0245,0.0
r0046_c0246,0.0
r0046_c0247,0.0
r0046_c0248,0.0
r0046_c0249,0.0
r0046_c0250,0.0
r0046_c0251,0.0
r0046_c0252,0.0
r0046_c0253,0.0
r0046_c0254,0.0
r0046_c0255,0.0
r0046_c0256,0.0
r0046_c0257,0.0
r0046_c0258,0.0
r0046_c0259,0.0
r0046_c0260,0.0
r0046_c0261,0.0
r0046_c0262,0.0
r0046_c0263,0.0
r0046_c0264,0.0
r0046_c0265,0.0
r0046_c0266,0.0
r0047_c0207,0.0
r0047_c0208,0.0
r0047_c0218,88.89
r0047_c0219,133.33
r0047_c0220,0.0
r0047_c0221,0.0
r0047_c0223,0.0
r0047_c0224,0.0
r0047_c0225,0.0
r0047_c0226,0.0
r0047_c0227,0.0
r0047_c0228,0.0
r0047_c0229,0.0
r0047_c0230,0.0
r0047_c0231,0.0
r0047_c0232,0.0
r0047_c0234,44.44
r0047_c0235,0.0
r0047_c0236,0.0
r0047_c0237,0.0
r0047_c0238,0.0
r0047_c0239,0.0
r0047_c0240,0.0
r0047_c0241,0.0
r0047_c0242,0.0
r0047_c0243,0.0
r0047_c0244,0.0
r0047_c0245,0.0
r0047_c0246,0.0
r0047_c0247,0.0
r0047_c0248,0.0
r0047_c0249,0.0
r0047_c0250,0.0
r0047_c0251,0.0
r0047_c0252,0.0
r0047_c0253,0.0
r0047_c0254,0.0
r0047_c0255,0.0
r0047_c0256,0.0
r0047_c0257,0.0
r0047_c0258,0.0
r0047_c0259,0.0
r0047_c0260,0.0
r0047_c0261,0.0
r0047_c0262,0.0
r0047_c0263,0.0
r0047_c0264,0.0
r0047_c0265,0.0
r0047_c0266,0.0
r0048_c0207,0.0
r0048_c0208,0.0
r0048_c0209,0.0
r0048_c0210,0.0
r0048_c0219,266.67
r0048_c0220,44.44
r0048_c0221,0.0
r0048_c0222,0.0
r0048_c0223,0.0
r0048_c0224,0.0
r0048_c0225,0.0
r0048_c0226,0.0
r0048_c0227,88.89
r0048_c0228,0.0
r0048_c0229,0.0
r0048_c0230,0.0
r0048_c0231,0.0
r0048_c0235,44.44
r0048_c0236,0.0
r0048_c0237,0.0
r0048_c0238,0.0
r0048_c0239,0.0
r0048_c0240,0.0
r0048_c0241,0.0
r0048_c0242,0.0
r0048_c0243,0.0
r0048_c0244,0.0
r0048_c0245,0.0
r0048_c0246,88.89
r0048_c0247,0.0
r0048_c0248,0.0
r0048_c0249,0.0
r0048_c0250,0.0
r0048_c0251,0.0
r0048_c0252,0.0
r0048_c0253,0.0
r0048_c0254,0.0
r0048_c0255,0.0
r0048_c0256,0.0
r0048_c0257,0.0
r0048_c0258,0.0
r0048_c0259,0.0
r0048_c0260,0.0
r0048_c0261,0.0
r0048_c0262,0.0
r0048_c0263,0.0
r0048_c0264,0.0
r0048_c0265,0.0
r0049_c0208,0.0
r0049_c0209,0.0
r0049_c0210,0.0
r0049_c0211,0.0
r0049_c0220,0.0
r0049_c0221,0.0
r0049_c0222,0.0
r0049_c0223,0.0
r0049_c0224,0.0
r0049_c0225,0.0
r0049_c0226,0.0
r0049_c0227,0.0
r0049_c0228,0.0
r0049_c0229,0.0
r0049_c0230,0.0
r0049_c0231,0.0
r0049_c0236,0.0
r0049_c0237,0.0
r0049_c0238,0.0
r0049_c0239,0.0
r0049_c0240,0.0
r0049_c0241,0.0
r0049_c0242,0.0
r0049_c0243,0.0
r0049_c0244,0.0
r0049_c0245,0.0
r0049_c0246,0.0
r0049_c0247,0.0
r0049_c0248,0.0
r0049_c0249,0.0
r0049_c0250,0.0
r0049_c0251,0.0
r0049_c0252,0.0
r0049_c0253,0.0
r0049_c0254,0.0
r0049_c0255,0.0
r0049_c0256,0.0
r0049_c0257,0.0
r0049_c0258,0.0
r0049_c0259,0.0
r0049_c0260,0.0
r0049_c0261,0.0
r0049_c0262,0.0
r0049_c0263,0.0
r0049_c0264,0.0
r0049_c0265,0.0
r0050_c0208,0.0
r0050_c0209,0.0
r0050_c0210,0.0
r0050_c0221,0.0
r0050_c0222,0.0
r0050_c0223,0.0
r0050_c0224,0.0
r0050_c0225,0.0
r0050_c0226,0.0
r0050_c0227,0.0
r0050_c0228,0.0
r0050_c0229,0.0
r0050_c0230,44.44
r0050_c0236,44.44
r0050_c0237,0.0
r0050_c0238,0.0
r0050_c0239,0.0
r0050_c0240,0.0
r0050_c0241,0.0
r0050_c0242,0.0
r0050_c0243,0.0
r0050_c0244,0.0
r0050_c0245,0.0
r0050_c0246,0.0
r0050_c0247,0.0
r0050_c0248,0.0
r0050_c0249,0.0
r0050_c0250,0.0
r0050_c0251,0.0
r0050_c0252,0.0
r0050_c0253,0.0
r0050_c0254,0.0
r0050_c0255,0.0
r0050_c0256,0.0
r0050_c0257,0.0
r0050_c0258,0.0
r0050_c0259,0.0
r0050_c0260,0.0
r0050_c0261,0.0
r0050_c0262,0.0
r0050_c0263,0.0
r0050_c0264,0.0
r0050_c0265,0.0
r0051_c0219,0.0
r0051_c0220,0.0
r0051_c0222,0.0
r0051_c0223,0.0
r0051_c0224,0.0
r0051_c0225,0.0
r0051_c0226,0.0
r0051_c0227,0.0
r0051_c0228,0.0
r0051_c0229,0.0
r0051_c0237,0.0
r0051_c0238,0.0
r0051_c0239,177.78
r0051_c0240,0.0
r0051_c0241,0.0
r0051_c0242,44.44
r0051_c0243,0.0
r0051_c0244,0.0
r0051_c0245,0.0
r0051_c0246,0.0
r0051_c0247,0.0
r0051_c0248,0.0
r0051_c0249,0.0
r0051_c0250,0.0
r0051_c0251,0.0
r0051_c0252,0.0
r0051_c0253,0.0
r0051_c0254,0.0
r0051_c0255,0.0
r0051_c0256,0.0
r0051_c0257,0.0
r0051_c0258,0.0
r0051_c0259,0.0
r0051_c0260,0.0
r0051_c0261,0.0
r0051_c0262,0.0
r0051_c0263,0.0
r0051_c0264,0.0
r0052_c0219,0.0
r0052_c0220,0.0
r0052_c0222,0.0
r0052_c0223,0.0
r0052_c0224,0.0
r0052_c0225,0.0
r0052_c0226,0.0
r0052_c0227,0.0
r0052_c0228,0.0
r0052_c0229,0.0
r0052_c0239,0.0
r0052_c0240,0.0
r0052_c0241,0.0
r0052_c0242,0.0
r0052_c0243,0.0
r0052_c0244,0.0
r0052_c0245,0.0
r0052_c0246,0.0
r0052_c0247,0.0
r0052_c0248,0.0
r0052_c0249,0.0
r0052_c0250,0.0
r0052_c0251,0.0
r0052_c0252,0.0
r0052_c0253,0.0
r0052_c0254,0.0
r0052_c0255,0.0
r0052_c0256,0.0
r0052_c0257,0.0
r0052_c0258,0.0
r0052_c0259,0.0
r0052_c0260,0.0
r0052_c0261,0.0
r0052_c0262,0.0
r0052_c0263,0.0
r0052_c0264,0.0
r0053_c0218,0.0
r0053_c0219,0.0
r0053_c0220,0.0
r0053_c0223,0.0
r0053_c0224,0.0
r0053_c0225,0.0
r0053_c0226,0.0
r0053_c0239,0.0
r0053_c0240,0.0
r0053_c0241,0.0
r0053_c0242,0.0
r0053_c0243,0.0
r0053_c0244,0.0
r0053_c0245,0.0
r0053_c0246,0.0
r0053_c0247,0.0
r0053_c0248,0.0
r0053_c0249,0.0
r0053_c0250,0.0
r0053_c0251,0.0
r0053_c0252,0.0
r0053_c0253,0.0
r0053_c0254,0.0
r0053_c0255,0.0
r0053_c0256,0.0
r0053_c0257,0.0
r0053_c0258,0.0
r0053_c0259,0.0
r0053_c0260,0.0
r0053_c0261,0.0
r0053_c0262,0.0
r0053_c0263,0.0
r0053_c0264,0.0
r0054_c0217,0.0
r0054_c0218,0.0
r0054_c0219,0.0
r0054_c0223,0.0
r0054_c0224,0.0
r0054_c0225,0.0
r0054_c0226,0.0
r0054_c0231,88.89
r0054_c0239,0.0
r0054_c0240,0.0
r0054_c0241,0.0
r0054_c0242,0.0
r0054_c0243,0.0
r0054_c0244,0.0
r0054_c0245,0.0
r0054_c0246,0.0
r0054_c0247,0.0
r0054_c0248,0.0
r0054_c0249,0.0
r0054_c0250,0.0
r0054_c0251,0.0
r0054_c0252,0.0
r0054_c0253,0.0
r0054_c0254,0.0
r0054_c0255,0.0
r0054_c0256,0.0
r0054_c0257,0.0
r0054_c0258,0.0
r0054_c0259,0.0
r0054_c0260,0.0
r0054_c0261,0.0
r0054_c0262,0.0
r0054_c0263,0.0
r0055_c0215,0.0
r0055_c0217,0.0
r0055_c0218,0.0
r0055_c0219,0.0
r0055_c0230,44.44
r0055_c0231,0.0
r0055_c0239,0.0
r0055_c0240,0.0
r0055_c0241,0.0
r0055_c0242,0.0
r0055_c0243,0.0
r0055_c0244,0.0
r0055_c0245,0.0
r0055_c0246,0.0
r0055_c0247,0.0
r0055_c0248,0.0
r0055_c0249,0.0
r0055_c0250,0.0
r0055_c0251,0.0
r0055_c0252,0.0
r0055_c0253,0.0
r0055_c0254,0.0
r0055_c0255,0.0
r0055_c0256,0.0
r0055_c0257,0.0
r0055_c0258,0.0
r0055_c0259,0.0
r0055_c0260,0.0
r0055_c0261,0.0
r0055_c0262,0.0
r0055_c0263,0.0
r0056_c0215,0.0
r0056_c0216,0.0
r0056_c0217,0.0
r0056_c0218,0.0
r0056_c0219,0.0
r0056_c0220,0.0
r0056_c0231,0.0
r0056_c0239,0.0
r0056_c0240,0.0
r0056_c0241,0.0
r0056_c0242,0.0
r0056_c0243,0.0
r0056_c0244,0.0
r0056_c0245,0.0
r0056_c0246,0.0
r0056_c0247,0.0
r0056_c0248,0.0
r0056_c0249,0.0
r0056_c0250,0.0
r0056_c0251,0.0
r0056_c0252,0.0
r0056_c0253,0.0
r0056_c0254,0.0
r0056_c0255,0.0
r0056_c0256,0.0
r0056_c0257,0.0
r0056_c0258,0.0
r0056_c0259,0.0
r0056_c0260,0.0
r0056_c0261,0.0
r0056_c0262,0.0
r0056_c0263,0.0
r0057_c0214,0.0
r0057_c0217,0.0
r0057_c0218,0.0
r0057_c0219,0.0
r0057_c0220,44.44
r0057_c0231,44.44
r0057_c0239,0.0
r0057_c0240,0.0
r0057_c0241,0.0
r0057_c0242,0.0
r0057_c0243,0.0
r0057_c0244,0.0
r0057_c0245,0.0
r0057_c0246,0.0
r0057_c0247,0.0
r0057_c0248,0.0
r0057_c0249,0.0
r0057_c0250,0.0
r0057_c0251,0.0
r0057_c0252,0.0
r0057_c0253,0.0
r0057_c0254,0.0
r0057_c0255,0.0
r0057_c0256,0.0
r0057_c0257,0.0
r0057_c0258,0.0
r0057_c0259,0.0
r0057_c0260,0.0
r0057_c0261,0.0
r0057_c0262,0.0
r0058_c0215,0.0
r0058_c0231,0.0
r0058_c0234,177.78
r0058_c0235,0.0
r0058_c0236,44.44
r0058_c0239,0.0
r0058_c0240,0.0
r0058_c0241,0.0
r0058_c0242,0.0
r0058_c0243,0.0
r0058_c0244,0.0
r0058_c0245,0.0
r0058_c0246,0.0
r0058_c0247,0.0
r0058_c0248,0.0
r0058_c0249,0.0
r0058_c0250,0.0
r0058_c0251,0.0
r0058_c0252,0.0
r0058_c0253,0.0
r0058_c0254,0.0
r0058_c0255,0.0
r0058_c0256,0.0
r0058_c0257,0.0
r0058_c0258,0.0
r0058_c0259,0.0
r0058_c0260,0.0
r0058_c0261,0.0
r0058_c0262,0.0
r0059_c0231,0.0
r0059_c0233,222.22
r0059_c0234,311.11
r0059_c0235,44.44
r0059_c0236,133.33
r0059_c0237,44.44
r0059_c0239,0.0
r0059_c0240,0.0
r0059_c0241,0.0
r0059_c0242,0.0
r0059_c0243,0.0
r0059_c0244,0.0
r0059_c0245,0.0
r0059_c0246,0.0
r0059_c0247,0.0
r0059_c0248,0.0
r0059_c0249,0.0
r0059_c0250,0.0
r0059_c0251,0.0
r0059_c0252,0.0
r0059_c0253,0.0
r0059_c0254,0.0
r0059_c0255,0.0
r0059_c0256,0.0
r0059_c0257,0.0
r0059_c0258,0.0
r0059_c0259,0.0
r0059_c0260,0.0
r0059_c0261,0.0
r0059_c0262,0.0
r0060_c0231,133.33
r0060_c0234,177.78
r0060_c0239,0.0
r0060_c0240,0.0
r0060_c0241,0.0
r0060_c0242,0.0
r0060_c0243,0.0
r0060_c0244,0.0
r0060_c0245,0.0
r0060_c0246,0.0
r0060_c0247,0.0
r0060_c0248,0.0
r0060_c0249,0.0
r0060_c0250,0.0
r0060_c0251,0.0
r0060_c0252,0.0
r0060_c0253,0.0
r0060_c0254,0.0
r0060_c0255,0.0
r0060_c0256,0.0
r0060_c0257,0.0
r0060_c0258,0.0
r0060_c0259,0.0
r0060_c0260,0.0
r0060_c0261,0.0
r0061_c0214,0.0
r0061_c0231,44.44
r0061_c0239,0.0
r0061_c0240,0.0
r0061_c0241,0.0
r0061_c0242,0.0
r0061_c0243,0.0
r0061_c0244,0.0
r0061_c0245,0.0
r0061_c0246,0.0
r0061_c0247,0.0
r0061_c0248,0.0
r0061_c0249,0.0
r0061_c0250,0.0
r0061_c0251,0.0
r0061_c0252,0.0
r0061_c0253,0.0
r0061_c0254,0.0
r0061_c0255,0.0
r0061_c0256,0.0
r0061_c0257,0.0
r0061_c0258,0.0
r0061_c0259,0.0
r0061_c0260,0.0
r0061_c0261,0.0
r0062_c0239,0.0
r0062_c0240,0.0
r0062_c0241,0.0
r0062_c0242,0.0
r0062_c0243,0.0
r0062_c0244,0.0
r0062_c0245,0.0
r0062_c0246,0.0
r0062_c0247,0.0
r0062_c0248,0.0
r0062_c0249,0.0
r0062_c0250,0.0
r0062_c0251,0.0
r0062_c0252,0.0
r0062_c0253,0.0
r0062_c0254,0.0
r0062_c0255,0.0
r0062_c0256,0.0
r0062_c0257,0.0
r0062_c0258,0.0
r0062_c0259,0.0
r0062_c0260,0.0
r0063_c0231,133.33
r0063_c0239,0.0
r0063_c0240,0.0
r0063_c0241,0.0
r0063_c0242,0.0
r0063_c0243,0.0
r0063_c0244,0.0
r0063_c0245,0.0
r0063_c0246,0.0
r0063_c0247,0.0
r0063_c0248,0.0
r0063_c0249,0.0
r0063_c0250,0.0
r0063_c0251,0.0
r0063_c0252,0.0
r0063_c0253,0.0
r0063_c0254,0.0
r0063_c0255,0.0
r0063_c0256,0.0
r0063_c0257,0.0
r0063_c0258,0.0
r0063_c0259,0.0
r0063_c0260,0.0
r0064_c0231,44.44
r0064_c0239,0.0
r0064_c0240,0.0
r0064_c0241,0.0
r0064_c0242,0.0
r0064_c0243,0.0
r0064_c0244,0.0
r0064_c0245,0.0
r0064_c0246,0.0
r0064_c0247,0.0
r0064_c0248,0.0
r0064_c0249,0.0
r0064_c0250,0.0
r0064_c0251,0.0
r0064_c0252,0.0
r0064_c0253,0.0
r0064_c0254,0.0
r0064_c0255,0.0
r0064_c0256,0.0
r0064_c0257,0.0
r0064_c0258,0.0
r0064_c0259,0.0
r0064_c0260,0.0
r0065_c0239,0.0
r0065_c0240,0.0
r0065_c0241,0.0
r0065_c0242,0.0
r0065_c0243,0.0
r0065_c0244,0.0
r0065_c0245,0.0
r0065_c0246,0.0
r0065_c0247,0.0
r0065_c0248,0.0
r0065_c0249,0.0
r0065_c0250,0.0
r0065_c0251,0.0
r0065_c0252,0.0
r0065_c0253,0.0
r0065_c0254,0.0
r0065_c0255,0.0
r0065_c0256,0.0
r0065_c0257,0.0
r0065_c0258,0.0
r0065_c0259,0.0
r0066_c0231,0.0
r0066_c0236,0.0
r0066_c0237,0.0
r0066_c0238,0.0
r0066_c0239,0.0
r0066_c0240,0.0
r0066_c0241,0.0
r0066_c0242,0.0
r0066_c0243,0.0
r0066_c0244,0.0
r0066_c0245,0.0
r0066_c0246,0.0
r0066_c0247,0.0
r0066_c0248,0.0
r0066_c0249,0.0
r0066_c0250,0.0
r0066_c0251,0.0
r0066_c0252,0.0
r0066_c0253,0.0
r0066_c0254,0.0
r0066_c0255,0.0
r0066_c0256,0.0
r0066_c0257,0.0
r0066_c0258,0.0
r0066_c0259,0.0
r0067_c0231,0.0
r0067_c0233,0.0
r0067_c0236,0.0
r0067_c0237,0.0
r0067_c0238,0.0
r0067_c0239,0.0
r0067_c0240,0.0
r0067_c0241,0.0
r0067_c0242,0.0
r0067_c0243,0.0
r0067_c0244,0.0
r0067_c0245,0.0
r0067_c0246,0.0
r0067_c0247,0.0
r0067_c0248,0.0
r0067_c0249,0.0
r0067_c0250,0.0
r0067_c0251,0.0
r0067_c0252,0.0
r0067_c0253,0.0
r0067_c0254,0.0
r0067_c0255,0.0
r0067_c0256,0.0
r0067_c0257,0.0
r0067_c0258,0.0
r0067_c0259,0.0
r0068_c0221,133.33
r0068_c0222,0.0
r0068_c0226,0.0
r0068_c0227,0.0
r0068_c0228,0.0
r0068_c0231,0.0
r0068_c0232,0.0
r0068_c0233,0.0
r0068_c0234,0.0
r0068_c0237,0.0
r0068_c0238,0.0
r0068_c0239,0.0
r0068_c0240,0.0
r0068_c0241,0.0
r0068_c0242,0.0
r0068_c0243,0.0
r0068_c0244,0.0
r0068_c0245,0.0
r0068_c0246,0.0
r0068_c0247,0.0
r0068_c0248,0.0
r0068_c0249,0.0
r0068_c0250,0.0
r0068_c0251,0.0
r0068_c0252,0.0
r0068_c0253,0.0
r0068_c0254,0.0
r0068_c0255,0.0
r0068_c0256,0.0
r0068_c0257,0.0
r0068_c0258,0.0
r0069_c0221,44.44
r0069_c0222,0.0
r0069_c0223,0.0
r0069_c0225,0.0
r0069_c0226,0.0
r0069_c0231,44.44
r0069_c0232,0.0
r0069_c0233,0.0
r0069_c0234,0.0
r0069_c0235,0.0
r0069_c0236,0.0
r0069_c0237,0.0
r0069_c0238,0.0
r0069_c0239,0.0
r0069_c0240,0.0
r0069_c0241,0.0
r0069_c0242,0.0
r0069_c0243,0.0
r0069_c0244,0.0
r0069_c0245,0.0
r0069_c0246,0.0
r0069_c0247,0.0
r0069_c0248,0.0
r0069_c0249,0.0
r0069_c0250,0.0
r0069_c0251,0.0
r0069_c0252,0.0
r0069_c0253,0.0
r0069_c0254,0.0
r0069_c0255,0.0
r0069_c0256,0.0
